學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生小計,外國學生數男,外國學生女,外國學生數之在學比率(%)
111,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),32,17,15,5.19
111,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士班(日間),1,1,0,0.80
111,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,博士班,1,1,0,4.17
111,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),23,9,14,3.05
111,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),21,15,6,16.03
111,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,博士班,6,4,2,14.29
111,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),12,2,10,3.86
111,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,碩士班(日間),1,0,1,0.86
111,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),4,1,3,1.94
111,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,碩士班(日間),1,0,1,2.44
111,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,博士班,2,1,1,12.50
111,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),3,3,0,1.96
111,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),7,3,4,3.59
111,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,博士班,7,5,2,17.95
111,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,碩士班(日間),1,0,1,1.54
111,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),7,2,5,1.25
111,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,碩士班(日間),2,2,0,2.02
111,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),20,8,12,3.77
111,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,碩士班(日間),1,0,1,0.69
111,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),8,2,6,6.20
111,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,博士班,4,2,2,9.09
111,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),82,42,40,45.30
111,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),13,3,10,2.83
111,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),4,2,2,2.84
111,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,1,1,0,2.44
111,公立,一般大學,0003,國立臺灣大學,04134022,公共事務研究所,碩士班(日間),1,0,1,1.89
111,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),16,3,13,1.93
111,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),8,2,6,1.71
111,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,博士班,2,0,2,4.65
111,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),16,4,12,6.81
111,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),1,1,0,1.39
111,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,博士班,3,2,1,10.34
111,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),2,1,1,3.45
