學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生小計,外國學生數男,外國學生女,外國學生數之在學比率(%)
114,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,博士班,1,0,1,5.56
114,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),5,0,5,1.31
114,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),1,0,1,0.76
114,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,博士班,1,0,1,14.29
114,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),4,1,3,1.77
114,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),2,1,1,1.44
114,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),1,1,0,0.52
114,公立,一般大學,0001,國立政治大學,05421079,統計學系,博士班,1,0,1,12.50
114,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,博士班,1,0,1,3.13
114,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),2,2,0,0.93
114,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),2,2,0,1.41
114,公立,一般大學,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,博士班,11,8,3,91.67
114,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),1,0,1,0.56
114,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),2,0,2,1.57
114,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,博士班,3,2,1,4.05
114,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),1,0,1,1.59
114,公立,一般大學,0002,國立清華大學,01141127,運動科學系,學士班(日間),2,1,1,1.01
114,公立,一般大學,0002,國立清華大學,01199112,竹師教育學院博士班,博士班,1,0,1,5.26
114,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),3,0,3,0.92
114,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,碩士班(日間),1,0,1,1.32
114,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,碩士班(日間),6,3,3,11.54
114,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,博士班,1,0,1,7.69
114,公立,一般大學,0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),1,0,1,16.67
114,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),4,0,4,2.08
114,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,碩士班(日間),4,0,4,11.76
114,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,博士班,2,1,1,8.00
114,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,博士班,1,0,1,5.26
114,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),2,1,1,0.89
114,公立,一般大學,0002,國立清華大學,02322003,中國文學系,碩士班(日間),2,0,2,2.67
114,公立,一般大學,0002,國立清華大學,02322003,中國文學系,博士班,4,1,3,7.69
114,公立,一般大學,0002,國立清華大學,02323114,華文文學研究所,碩士班(日間),3,1,2,5.17
114,公立,一般大學,0002,國立清華大學,02323120,清華學院國際學士班,學士班(日間),196,99,97,72.86
114,公立,一般大學,0002,國立清華大學,02323144,華語文碩士學位學程,碩士班(日間),7,1,6,43.75
114,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,碩士班(日間),3,1,2,8.11
114,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,博士班,4,3,1,36.36
114,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),10,6,4,2.13
114,公立,一般大學,0002,國立清華大學,03111011,經濟學系,碩士班(日間),1,0,1,2.33
114,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟博士班,博士班,15,8,7,88.24
114,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟碩士班,碩士班(日間),42,23,19,87.50
114,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),2,0,2,1.01
114,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士班(日間),1,0,1,0.82
114,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),52,20,32,74.29
114,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,碩士班(日間),1,0,1,1.72
114,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,博士班,6,4,2,60.00
114,公立,一般大學,0002,國立清華大學,04199023,科技管理學院學士班,學士班(日間),89,28,61,25.21
114,公立,一般大學,0002,國立清華大學,05121025,生命科學系,學士班(日間),1,1,0,0.50
114,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,碩士班(日間),2,1,1,3.08
114,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,博士班,4,1,3,10.00
114,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,碩士班(日間),3,1,2,5.66
114,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,博士班,8,5,3,28.57
114,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),5,5,0,8.20
114,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,博士班,11,7,4,34.38
114,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,碩士班(日間),1,0,1,2.27
114,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,博士班,3,1,2,20.00
114,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,碩士班(日間),4,2,2,11.11
114,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,博士班,1,0,1,9.09
114,公立,一般大學,0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),博士班,9,6,3,100.00
114,公立,一般大學,0002,國立清華大學,05311037,化學系,學士班(日間),1,0,1,0.39
114,公立,一般大學,0002,國立清華大學,05311037,化學系,碩士班(日間),4,2,2,1.96
114,公立,一般大學,0002,國立清華大學,05311037,化學系,博士班,26,18,8,32.10
114,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),2,2,0,0.67
114,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),2,2,0,0.96
114,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,14,10,4,17.72
114,公立,一般大學,0002,國立清華大學,05332039,天文研究所,碩士班(日間),5,3,2,20.00
114,公立,一般大學,0002,國立清華大學,05332039,天文研究所,博士班,12,8,4,52.17
114,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),2,1,1,0.68
114,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),2,2,0,3.08
114,公立,一般大學,0002,國立清華大學,05421147,統計與數據科學研究所,碩士班(日間),2,1,1,3.70
114,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),8,8,0,2.03
114,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,博士班,5,2,3,7.14
114,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),23,17,6,17.56
114,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,博士班,3,3,0,10.34
114,公立,一般大學,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,博士班,11,8,3,91.67
114,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),3,2,1,1.27
114,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,碩士班(日間),17,13,4,7.94
114,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,18,10,8,21.43
114,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),2,1,1,0.48
114,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),3,2,1,0.97
114,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,17,11,6,15.89
114,公立,一般大學,0002,國立清華大學,07112071,工學院學士班,學士班(日間),24,17,7,11.21
114,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,碩士班(日間),1,0,1,1.92
114,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,3,2,1,13.64
114,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),4,4,0,0.78
114,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,碩士班(日間),1,1,0,0.25
114,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,博士班,5,4,1,10.64
114,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,碩士班(日間),2,2,0,0.91
114,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,1,1,0,2.70
114,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,碩士班(日間),1,0,1,0.68
114,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,博士班,7,6,1,29.17
114,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,碩士班(日間),3,3,0,1.74
114,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,博士班,1,1,0,5.88
114,公立,一般大學,0002,國立清華大學,07141055,電機資訊學院學士班,學士班(日間),110,82,28,32.45
114,公立,一般大學,0002,國立清華大學,07141066,工程與系統科學系,碩士班(日間),5,5,0,2.54
114,公立,一般大學,0002,國立清華大學,07141066,工程與系統科學系,博士班,28,21,7,37.84
114,公立,一般大學,0002,國立清華大學,07141146,半導體研究學院博士班,博士班,4,3,1,6.56
114,公立,一般大學,0002,國立清華大學,07141146,半導體研究學院碩士班,碩士班(日間),5,5,0,2.29
114,公立,一般大學,0002,國立清華大學,07141151,114秋季班國際半導體暨IC設計產業人才專班,碩士班(日間),4,4,0,80.00
114,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),8,6,2,2.33
114,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,2,1,1,3.17
114,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,學士班(日間),3,1,2,1.01
114,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),5,1,4,2.34
114,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,博士班,7,5,2,20.00
114,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,學士班(日間),2,0,2,1.08
114,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,碩士班(日間),4,1,3,3.92
114,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,11,8,3,20.37
114,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,碩士班(日間),3,1,2,6.67
114,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,博士班,1,0,1,6.67
114,公立,一般大學,0002,國立清華大學,07193132,智慧生醫博士學位學程,博士班,1,1,0,20.00
114,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,碩士班(日間),12,10,2,20.34
114,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,博士班,7,6,1,20.59
114,公立,一般大學,0002,國立清華大學,09121073,醫學科學系,學士班(日間),2,0,2,1.32
114,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,13,7,6,10.08
114,公立,一般大學,0002,國立清華大學,99999074,跨院國際碩士學位學程,碩士班(日間),26,7,19,56.52
114,公立,一般大學,0003,國立臺灣大學,01131001,華語教學碩士學位學程,碩士班(日間),18,11,7,30.00
114,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,碩士班(日間),1,1,0,4.17
114,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,博士班,1,0,1,4.76
114,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,學士班(日間),4,1,3,2.45
114,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,學士班(日間),6,4,2,2.30
114,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,碩士班(日間),5,3,2,7.35
114,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,博士班,3,2,1,6.25
114,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,學士班(日間),4,1,3,2.07
114,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),2,1,1,6.06
114,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,學士班(日間),8,7,1,4.19
114,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,碩士班(日間),3,2,1,6.82
114,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,博士班,4,2,2,14.81
114,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),27,6,21,4.71
114,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,碩士班(日間),12,4,8,17.39
114,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,博士班,4,3,1,28.57
114,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,碩士班(日間),5,1,4,11.36
114,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,碩士班(日間),8,5,3,12.70
114,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,碩士班(日間),2,1,1,4.44
114,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,博士班,2,0,2,6.25
114,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,學士班(日間),25,9,16,9.19
114,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),14,9,5,15.91
114,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,博士班,9,4,5,20.00
114,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,碩士班(日間),2,1,1,6.25
114,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,博士班,5,3,2,29.41
114,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),81,27,54,11.84
114,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士班(日間),4,3,1,3.67
114,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,博士班,2,2,0,8.33
114,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),49,16,33,6.48
114,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),27,12,15,19.71
114,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,博士班,7,5,2,16.28
114,公立,一般大學,0003,國立臺灣大學,03121183,政治經濟碩士學位學程,碩士班(日間),10,6,4,38.46
114,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),8,2,6,2.61
114,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,碩士班(日間),2,0,2,1.63
114,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),4,0,4,1.73
114,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,博士班,2,1,1,11.76
114,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),6,3,3,3.82
114,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),2,2,0,3.03
114,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),9,4,5,5.06
114,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,博士班,5,3,2,31.25
114,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,學士班(日間),3,0,3,1.35
114,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),5,4,1,0.93
114,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),6,4,2,1.08
114,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,碩士班(日間),1,1,0,0.73
114,公立,一般大學,0003,國立臺灣大學,04121184,財金碩士學位學程,碩士班(日間),9,6,3,45.00
114,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),2,0,2,1.50
114,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,博士班,1,1,0,2.63
114,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),74,40,34,45.12
114,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),10,4,6,2.23
114,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,學士班(日間),4,1,3,0.96
114,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),6,2,4,4.32
114,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,1,1,0,2.00
114,公立,一般大學,0003,國立臺灣大學,04134022,公共事務研究所,碩士班(日間),3,1,2,5.45
114,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),19,5,14,2.39
114,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),3,0,3,0.63
114,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,博士班,4,1,3,9.30
114,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),10,1,9,3.69
114,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),4,1,3,5.06
114,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,博士班,1,1,0,3.45
114,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),1,1,0,1.92
114,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,博士班,4,2,2,20.00
114,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,學士班(日間),1,0,1,0.78
114,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,博士班,2,1,1,11.11
114,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),17,9,8,42.50
114,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,博士班,9,3,6,29.03
114,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),5,4,1,8.47
114,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,博士班,14,5,9,22.58
114,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,碩士班(日間),8,4,4,44.44
114,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,博士班,1,0,1,3.03
114,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),8,0,8,3.42
114,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),2,1,1,1.94
114,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,博士班,1,1,0,3.23
114,公立,一般大學,0003,國立臺灣大學,05121179,生物科技與食品營養學士學位學程,學士班(日間),48,12,36,78.69
114,公立,一般大學,0003,國立臺灣大學,05199156,跨領域神經科學國際研究生博士學位學程,博士班,6,3,3,30.00
114,公立,一般大學,0003,國立臺灣大學,05199167,生物多樣性國際碩士學位學程,碩士班(日間),28,7,21,87.50
114,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,碩士班(日間),5,2,3,9.43
114,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,博士班,8,5,3,40.00
114,公立,一般大學,0003,國立臺灣大學,05291178,防災減害與韌性碩士學位學程,碩士班(日間),14,10,4,87.50
114,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),2,2,0,0.73
114,公立,一般大學,0003,國立臺灣大學,05311051,化學系,碩士班(日間),3,2,1,1.02
114,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,20,9,11,16.95
114,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),3,0,3,3.61
114,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,博士班,11,5,6,23.40
114,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際博士學位學程,博士班,4,1,3,18.18
114,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際碩士學位學程,碩士班(日間),5,3,2,11.63
114,公立,一般大學,0003,國立臺灣大學,05321166,地球系統科學國際研究生博士學位學程,博士班,13,9,4,61.90
114,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,博士班,1,0,1,3.70
114,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,博士班,5,4,1,25.00
114,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),5,5,0,1.71
114,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),1,0,1,0.53
114,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,27,19,8,22.13
114,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,碩士班(日間),1,0,1,5.88
114,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,博士班,1,1,0,16.67
114,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),1,1,0,0.49
114,公立,一般大學,0003,國立臺灣大學,05411059,數學系,碩士班(日間),1,1,0,2.27
114,公立,一般大學,0003,國立臺灣大學,05411059,數學系,博士班,2,2,0,12.50
114,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),1,0,1,0.41
114,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,碩士班(日間),2,1,1,1.57
114,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),7,5,2,4.58
114,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,博士班,1,1,0,2.04
114,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),6,3,3,0.97
114,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),7,7,0,1.78
