學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生小計,外國學生數男,外國學生女,外國學生數之在學比率(%)
113,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,碩士班(日間),2,0,2,2.90
113,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,博士班,1,1,0,7.69
113,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),1,1,0,0.27
113,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,博士班,1,0,1,7.69
113,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),6,1,5,2.35
113,公立,一般大學,0001,國立政治大學,04121068,金融學系,博士班,1,0,1,4.76
113,公立,一般大學,0001,國立政治大學,04121097,國際金融碩士學位學程,碩士班(日間),1,1,0,0.42
113,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),3,2,1,1.30
113,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),6,4,2,2.42
113,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),26,11,15,6.03
113,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,博士班,9,5,4,18.00
113,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),37,17,20,30.33
113,公立,一般大學,0001,國立政治大學,04131091,創新國際學院學士班,學士班(日間),77,28,49,42.08
113,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),10,1,9,2.63
113,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,博士班,1,0,1,12.50
113,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),8,1,7,3.42
113,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),1,1,0,0.74
113,公立,一般大學,0001,國立政治大學,04212073,法律學系,博士班,1,1,0,2.27
113,公立,一般大學,0001,國立政治大學,05421079,統計學系,博士班,1,0,1,16.67
113,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,博士班,1,0,1,2.86
113,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),3,2,1,1.30
113,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),1,1,0,0.70
113,公立,一般大學,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,博士班,11,8,3,84.62
113,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),1,0,1,0.79
113,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,博士班,1,1,0,1.37
113,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),1,0,1,1.61
113,公立,一般大學,0002,國立清華大學,01131105,英語教學系,碩士班(日間),1,0,1,3.33
113,公立,一般大學,0002,國立清華大學,01141127,運動科學系,學士班(日間),1,0,1,0.52
113,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),1,0,1,0.32
113,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,碩士班(日間),1,0,1,1.37
113,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,碩士班(日間),4,2,2,9.30
113,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),4,0,4,2.14
113,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,碩士班(日間),1,0,1,3.13
113,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,博士班,1,0,1,4.35
113,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,博士班,1,0,1,4.76
113,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),3,0,3,1.34
113,公立,一般大學,0002,國立清華大學,02322003,中國文學系,碩士班(日間),3,0,3,4.00
113,公立,一般大學,0002,國立清華大學,02322003,中國文學系,博士班,4,1,3,7.84
113,公立,一般大學,0002,國立清華大學,02323114,華文文學研究所,碩士班(日間),3,1,2,5.17
113,公立,一般大學,0002,國立清華大學,02323144,華語文碩士學位學程,碩士班(日間),4,1,3,44.44
113,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,碩士班(日間),3,1,2,9.38
113,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,博士班,6,5,1,46.15
113,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),11,6,5,2.31
113,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟博士班,博士班,8,5,3,80.00
113,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟碩士班,碩士班(日間),43,25,18,93.48
113,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),3,0,3,1.51
113,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士班(日間),3,0,3,2.59
113,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,碩士班(日間),1,0,1,1.43
113,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),53,17,36,77.94
113,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,碩士班(日間),3,0,3,5.00
113,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,博士班,1,1,0,4.55
113,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,博士班,5,4,1,55.56
113,公立,一般大學,0002,國立清華大學,04199023,科技管理學院學士班,學士班(日間),94,32,62,26.11
113,公立,一般大學,0002,國立清華大學,05121025,生命科學系,學士班(日間),1,1,0,0.51
113,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,碩士班(日間),1,1,0,1.85
113,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,博士班,3,1,2,8.33
113,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,碩士班(日間),4,0,4,7.27
113,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,博士班,5,4,1,19.23
113,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),1,0,1,1.67
113,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,博士班,10,5,5,30.30
113,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,博士班,5,1,4,22.73
113,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,碩士班(日間),2,2,0,5.71
113,公立,一般大學,0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),博士班,10,7,3,100.00
113,公立,一般大學,0002,國立清華大學,05211121,分析與環境科學研究所,博士班,1,1,0,33.33
113,公立,一般大學,0002,國立清華大學,05311037,化學系,學士班(日間),3,2,1,1.08
113,公立,一般大學,0002,國立清華大學,05311037,化學系,碩士班(日間),1,1,0,0.48
113,公立,一般大學,0002,國立清華大學,05311037,化學系,博士班,29,20,9,34.94
113,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),2,2,0,0.68
113,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),3,2,1,1.50
113,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,12,10,2,14.63
113,公立,一般大學,0002,國立清華大學,05332039,天文研究所,碩士班(日間),3,2,1,13.64
113,公立,一般大學,0002,國立清華大學,05332039,天文研究所,博士班,9,5,4,50.00
113,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),1,0,1,0.35
113,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),1,1,0,1.72
113,公立,一般大學,0002,國立清華大學,05421147,統計與數據科學研究所,碩士班(日間),2,2,0,3.57
113,公立,一般大學,0002,國立清華大學,05421147,統計與數據科學研究所,博士班,1,1,0,4.35
113,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),1,1,0,0.17
113,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),5,5,0,1.21
113,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,博士班,5,1,4,6.58
113,公立,一般大學,0002,國立清華大學,06131122,資訊安全研究所,碩士班(日間),1,1,0,1.75
113,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),26,16,10,19.12
113,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,博士班,3,3,0,12.50
113,公立,一般大學,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,博士班,10,7,3,90.91
113,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),4,3,1,1.67
113,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,碩士班(日間),18,5,13,8.53
113,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,22,12,10,27.50
113,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),3,2,1,0.70
113,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),3,2,1,0.94
113,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,19,12,7,16.52
113,公立,一般大學,0002,國立清華大學,07112071,工學院學士班,學士班(日間),18,14,4,9.23
113,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,碩士班(日間),3,2,1,5.66
113,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,3,1,2,13.64
113,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),3,3,0,0.60
113,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,碩士班(日間),1,1,0,0.25
113,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,博士班,9,7,2,15.00
113,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,碩士班(日間),1,1,0,0.45
113,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,3,3,0,8.82
113,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,碩士班(日間),1,0,1,0.68
113,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,博士班,6,4,2,28.57
113,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,碩士班(日間),1,1,0,0.62
113,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,博士班,1,1,0,5.56
113,公立,一般大學,0002,國立清華大學,07141055,電機資訊學院學士班,學士班(日間),96,71,25,29.45
113,公立,一般大學,0002,國立清華大學,07141146,半導體研究學院博士班,博士班,3,2,1,6.98
113,公立,一般大學,0002,國立清華大學,07141146,半導體研究學院碩士班,碩士班(日間),2,2,0,1.03
113,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,學士班(日間),1,1,0,0.21
113,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),8,5,3,2.24
113,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,4,2,2,6.35
113,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,學士班(日間),4,2,2,1.36
113,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),2,0,2,0.94
113,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,博士班,8,5,3,19.51
113,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,學士班(日間),3,0,3,1.70
113,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,碩士班(日間),3,1,2,3.16
113,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,9,7,2,18.75
113,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,碩士班(日間),1,0,1,2.44
113,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,博士班,1,0,1,9.09
113,公立,一般大學,0002,國立清華大學,07193132,智慧生醫博士學位學程,博士班,1,1,0,16.67
113,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,碩士班(日間),12,11,1,20.00
113,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,博士班,9,6,3,25.71
113,公立,一般大學,0002,國立清華大學,07194066,工程與系統科學系,碩士班(日間),2,2,0,0.99
113,公立,一般大學,0002,國立清華大學,07194066,工程與系統科學系,博士班,30,23,7,37.50
113,公立,一般大學,0002,國立清華大學,09121073,醫學科學系,學士班(日間),2,0,2,1.31
113,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,20,9,11,14.49
113,公立,一般大學,0002,國立清華大學,99999074,跨院國際碩士學位學程,碩士班(日間),24,5,19,50.00
113,公立,一般大學,0002,國立清華大學,99999120,清華學院國際學士班,學士班(日間),167,90,77,71.98
113,公立,一般大學,0003,國立臺灣大學,01131001,華語教學碩士學位學程,碩士班(日間),16,7,9,28.57
113,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,碩士班(日間),2,1,1,8.33
113,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,博士班,1,0,1,5.88
113,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,學士班(日間),3,0,3,1.78
113,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,博士班,1,0,1,8.33
113,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,學士班(日間),4,2,2,1.54
113,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,碩士班(日間),3,2,1,4.62
113,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,博士班,2,1,1,4.65
113,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,學士班(日間),5,1,4,2.56
113,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),3,1,2,7.32
113,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,學士班(日間),7,5,2,3.68
113,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,碩士班(日間),1,1,0,2.27
113,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,博士班,4,2,2,13.79
113,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),21,6,15,3.72
113,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,碩士班(日間),14,4,10,19.72
113,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,博士班,4,3,1,28.57
113,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,碩士班(日間),5,1,4,10.42
113,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,碩士班(日間),6,2,4,10.53
113,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,碩士班(日間),2,1,1,4.76
113,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,博士班,1,0,1,3.57
113,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,學士班(日間),36,14,22,13.74
113,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),18,6,12,20.22
113,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,博士班,9,5,4,23.08
113,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,碩士班(日間),5,3,2,15.15
113,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,博士班,5,2,3,31.25
113,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),60,20,40,8.98
113,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士班(日間),2,1,1,1.85
113,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,博士班,1,1,0,5.00
113,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),29,12,17,3.84
113,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),26,13,13,19.85
113,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,博士班,6,4,2,15.38
113,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),7,1,6,2.27
113,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,碩士班(日間),2,0,2,1.74
113,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),3,0,3,1.31
113,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,博士班,2,1,1,13.33
113,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),3,2,1,2.00
113,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),1,1,0,1.54
113,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),6,2,4,3.37
113,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,博士班,5,3,2,21.74
113,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,碩士班(日間),1,0,1,1.03
113,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,學士班(日間),2,0,2,0.92
113,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),7,5,2,1.27
113,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,碩士班(日間),2,2,0,2.02
113,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),12,6,6,2.22
113,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,碩士班(日間),1,0,1,0.70
113,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),5,0,5,3.65
113,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,博士班,2,1,1,5.00
113,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),82,48,34,44.09
113,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),11,5,6,2.44
113,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,學士班(日間),2,0,2,0.49
113,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),4,3,1,2.76
113,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,1,1,0,1.89
113,公立,一般大學,0003,國立臺灣大學,04134022,公共事務研究所,碩士班(日間),1,0,1,1.89
113,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),22,6,16,2.76
113,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),7,0,7,1.46
113,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,博士班,5,1,4,11.11
113,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),10,2,8,3.86
113,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),2,0,2,2.44
113,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,博士班,1,1,0,3.45
113,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),2,1,1,3.39
113,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,博士班,5,3,2,21.74
113,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,學士班(日間),2,1,1,1.48
113,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),10,7,3,26.32
113,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,博士班,7,3,4,28.00
113,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),3,2,1,5.45
113,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,博士班,12,5,7,20.69
113,公立,一般大學,0003,國立臺灣大學,05121046,分子與細胞生物學研究所,碩士班(日間),1,0,1,1.82
113,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,碩士班(日間),5,1,4,31.25
113,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,博士班,1,0,1,3.23
113,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),9,1,8,4.04
113,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),2,2,0,1.80
113,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,博士班,1,1,0,2.86
113,公立,一般大學,0003,國立臺灣大學,05121179,生物科技與食品營養學士學位學程,學士班(日間),27,7,20,81.82
113,公立,一般大學,0003,國立臺灣大學,05199156,跨領域神經科學國際研究生博士學位學程,博士班,7,3,4,36.84
113,公立,一般大學,0003,國立臺灣大學,05199167,生物多樣性國際碩士學位學程,碩士班(日間),14,5,9,87.50
113,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,碩士班(日間),3,1,2,4.84
113,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,博士班,7,4,3,43.75
113,公立,一般大學,0003,國立臺灣大學,05291178,防災減害與韌性碩士學位學程,碩士班(日間),5,2,3,100.00
113,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),1,1,0,0.36
113,公立,一般大學,0003,國立臺灣大學,05311051,化學系,碩士班(日間),2,2,0,0.67
113,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,24,11,13,19.05
113,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),1,0,1,1.32
113,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,博士班,13,5,8,26.53
113,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際博士學位學程,博士班,4,1,3,18.18
113,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際碩士學位學程,碩士班(日間),3,1,2,8.82
113,公立,一般大學,0003,國立臺灣大學,05321166,地球系統科學國際研究生博士學位學程,博士班,12,8,4,80.00
113,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,博士班,1,0,1,3.23
113,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,博士班,4,3,1,20.00
113,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),4,4,0,1.40
113,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),2,2,0,1.10
113,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,18,11,7,16.51
113,公立,一般大學,0003,國立臺灣大學,05331055,應用物理學研究所,博士班,1,1,0,2.94
113,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,博士班,2,1,1,28.57
113,公立,一般大學,0003,國立臺灣大學,05411059,數學系,碩士班(日間),1,1,0,2.70
113,公立,一般大學,0003,國立臺灣大學,05411059,數學系,博士班,3,3,0,20.00
113,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),3,0,3,1.26
113,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,碩士班(日間),1,0,1,0.70
113,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),6,4,2,4.03
113,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),10,5,5,1.64
113,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),7,7,0,1.78
