學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
109,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,碩士在職專班,男,12,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,博士班,男,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,學士班(日間),女,89,13,2,0,0,1,2,0,1,0,0,0,1,3,0,0,3
109,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,碩士班(日間),女,11,7,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,碩士在職專班,女,12,7,0,0,0,0,2,0,1,0,0,2,0,2,0,0,0
109,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,博士班,女,12,6,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,學士班(日間),男,75,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2
109,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,碩士班(日間),男,14,7,0,1,0,0,0,0,1,1,0,3,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,學士班(日間),女,148,12,2,2,2,3,0,0,1,0,0,0,0,0,2,0,0
109,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,碩士班(日間),女,30,19,0,1,0,1,4,1,2,0,0,6,0,1,0,0,3
109,公立,一般大學,0020,國立東華大學,02321028,民族語言與傳播學系,學士班(日間),男,52,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2
109,公立,一般大學,0020,國立東華大學,02321028,民族語言與傳播學系,學士班(日間),女,109,8,0,0,1,2,1,1,0,0,0,0,0,2,0,0,1
109,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,學士班(日間),男,51,5,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
109,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,碩士班(日間),男,11,10,1,0,1,0,2,0,1,0,0,2,0,2,0,0,1
109,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,碩士在職專班,男,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,博士班,男,17,14,0,0,0,0,7,0,0,0,0,5,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,學士班(日間),女,156,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,碩士班(日間),女,13,10,0,1,0,0,3,0,1,0,0,3,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,碩士在職專班,女,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,博士班,女,22,12,1,0,0,0,4,0,1,0,1,2,0,2,0,0,1
109,公立,一般大學,0020,國立東華大學,02322025,中國語文學系語文科教學碩士學位班,碩士在職專班,女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02323104,華文文學系,學士班(日間),男,57,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02323104,華文文學系,碩士班(日間),男,24,7,0,1,1,0,1,0,1,1,0,2,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02323104,華文文學系,學士班(日間),女,157,13,4,1,1,0,1,0,0,0,0,0,0,1,1,0,4
109,公立,一般大學,0020,國立東華大學,02323104,華文文學系,碩士班(日間),女,26,8,0,0,0,0,3,0,0,0,0,3,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,02323110,人文社會科學學院華語文教學國際博士班,博士班,男,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02323110,人文社會科學學院華語文教學國際博士班,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03111034,經濟學系,學士班(日間),男,112,8,0,0,1,2,0,0,0,1,0,0,1,0,0,0,3
109,公立,一般大學,0020,國立東華大學,03111034,經濟學系,碩士班(日間),男,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03111034,經濟學系,博士班,男,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03111034,經濟學系,學士班(日間),女,90,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
109,公立,一般大學,0020,國立東華大學,03111034,經濟學系,碩士班(日間),女,7,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03111034,經濟學系,博士班,女,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,學士班(日間),男,77,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,碩士班(日間),男,44,14,0,0,0,0,0,0,1,0,1,10,0,1,1,0,0
109,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,學士班(日間),女,157,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,碩士班(日間),女,106,32,2,0,0,0,7,0,1,0,0,18,0,2,0,0,2
109,公立,一般大學,0020,國立東華大學,03141036,社會學系,學士班(日間),男,61,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2
109,公立,一般大學,0020,國立東華大學,03141036,社會學系,碩士班(日間),男,10,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,03141036,社會學系,學士班(日間),女,95,6,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2
109,公立,一般大學,0020,國立東華大學,03141036,社會學系,碩士班(日間),女,11,7,1,0,0,0,2,1,1,0,0,1,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,學士班(日間),男,120,11,0,0,0,2,2,0,0,0,0,0,2,0,2,0,3
109,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,碩士班(日間),男,13,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,碩士在職專班,男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,學士班(日間),女,95,6,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,碩士班(日間),女,16,10,0,0,0,0,4,0,2,0,1,1,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,碩士在職專班,女,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03191111,人文社會科學學院亞太區域研究博士班,博士班,男,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03191111,人文社會科學學院亞太區域研究博士班,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,學士班(日間),男,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,碩士班(日間),男,12,9,0,0,0,0,2,0,3,1,0,2,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,學士班(日間),女,44,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
109,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,碩士班(日間),女,25,16,0,0,0,0,2,0,6,0,0,4,0,3,0,0,1
109,公立,一般大學,0020,國立東華大學,04111056,會計學系,學士班(日間),男,97,5,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04111056,會計學系,碩士班(日間),男,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04111056,會計學系,學士班(日間),女,147,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04111056,會計學系,碩士班(日間),女,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,04111057,會計與財務碩士學位學程,碩士班(日間),男,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04111057,會計與財務碩士學位學程,碩士班(日間),女,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,學士班(日間),男,129,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,碩士班(日間),男,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,學士班(日間),女,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,碩士班(日間),女,10,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,學士班(日間),男,106,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
109,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,碩士班(日間),男,21,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,碩士在職專班,男,33,9,0,0,0,0,5,0,0,0,0,3,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,博士班,男,38,13,1,0,0,0,2,0,3,1,0,2,0,1,1,0,2
109,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,學士班(日間),女,120,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,碩士班(日間),女,29,4,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0
109,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,碩士在職專班,女,17,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,博士班,女,26,9,2,0,0,0,2,1,1,0,0,2,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,學士班(日間),男,99,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,碩士班(日間),男,15,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,碩士在職專班,男,11,6,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2
109,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,學士班(日間),女,146,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,碩士班(日間),女,23,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,碩士在職專班,女,11,8,0,0,1,0,4,0,1,0,1,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04131060,國際企業學系碩士在職現役軍人營區專班,碩士在職專班,男,31,13,0,0,0,0,7,0,3,0,0,2,0,0,1,0,0
109,公立,一般大學,0020,國立東華大學,04131060,國際企業學系碩士在職現役軍人營區專班,碩士在職專班,女,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04131065,管理學院高階經營管理碩士在職專班,碩士在職專班,男,17,9,1,0,0,0,6,0,0,0,0,1,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04131065,管理學院高階經營管理碩士在職專班,碩士在職專班,女,17,7,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04132063,運籌管理研究所,碩士班(日間),男,15,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
109,公立,一般大學,0020,國立東華大學,04132063,運籌管理研究所,碩士班(日間),女,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,學士班(日間),男,44,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
109,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,碩士班(日間),男,10,8,1,0,0,0,3,0,0,0,0,3,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,碩士在職專班,男,28,15,0,0,0,0,8,0,1,0,0,3,0,2,0,0,1
109,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,學士班(日間),女,79,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,碩士班(日間),女,4,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,碩士在職專班,女,19,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),男,36,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),女,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程,學士班(日間),男,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程,學士班(日間),女,31,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程原住民專班,學士班(日間),男,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程原住民專班,學士班(日間),女,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04211067,法律學系,學士班(日間),男,29,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,04211067,法律學系,學士班(日間),女,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,04211067,法律學系原住民專班,學士班(日間),男,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04211067,法律學系原住民專班,學士班(日間),女,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,04212067,法律學系,碩士班(日間),男,23,17,1,0,0,0,8,0,1,0,0,3,0,1,1,0,2
109,公立,一般大學,0020,國立東華大學,04212067,法律學系,碩士班(日間),女,18,9,1,0,0,0,3,1,0,0,0,3,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,05121069,生命科學系,學士班(日間),男,97,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,05121069,生命科學系,學士班(日間),女,101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05121069,生命科學系生物技術博士班,博士班,男,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,05121069,生命科學系生物技術博士班,博士班,女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05121069,生命科學系生物技術碩士班,碩士班(日間),男,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05121069,生命科學系生物技術碩士班,碩士班(日間),女,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,學士班(日間),男,127,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
109,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,碩士班(日間),男,39,13,1,1,0,1,3,0,0,3,0,3,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,博士班,男,21,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,學士班(日間),女,101,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,碩士班(日間),女,29,11,1,0,0,0,6,0,1,0,0,2,0,0,1,0,0
109,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,博士班,女,15,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05211100,人文與環境碩士學位學程,碩士班(日間),男,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05211100,人文與環境碩士學位學程,碩士班(日間),女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05311071,化學系,學士班(日間),男,115,8,0,0,2,1,2,0,0,1,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,05311071,化學系,碩士班(日間),男,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05311071,化學系,博士班,男,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05311071,化學系,學士班(日間),女,88,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2
109,公立,一般大學,0020,國立東華大學,05311071,化學系,碩士班(日間),女,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,05311071,化學系,博士班,女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05323078,海洋生物研究所,碩士班(日間),男,25,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,05323078,海洋生物研究所,博士班,男,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,05323078,海洋生物研究所,碩士班(日間),女,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,05323078,海洋生物研究所,博士班,女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05331072,物理學系,學士班(日間),男,186,8,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4
109,公立,一般大學,0020,國立東華大學,05331072,物理學系,學士班(日間),女,56,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理博士班,博士班,男,18,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理博士班,博士班,女,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理碩士班,碩士班(日間),男,19,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理碩士班,碩士班(日間),女,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,05411074,應用數學系,學士班(日間),男,218,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,05411074,應用數學系,碩士班(日間),男,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,05411074,應用數學系,博士班,男,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05411074,應用數學系,學士班(日間),女,93,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,05411074,應用數學系,碩士班(日間),女,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,05411074,應用數學系統計碩士班,碩士班(日間),男,12,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,05411074,應用數學系統計碩士班,碩士班(日間),女,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,學士班(日間),男,289,14,3,0,1,3,0,0,0,0,1,0,0,1,0,0,5
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,碩士班(日間),男,82,17,2,1,0,1,4,0,0,0,0,6,0,3,0,0,0
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,碩士在職專班,男,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,博士班,男,8,5,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,學士班(日間),女,101,7,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,碩士班(日間),女,18,8,0,2,1,0,1,0,1,0,0,2,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,碩士在職專班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,博士班,女,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,06134081,資訊管理碩士學位學程,碩士班(日間),男,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,06134081,資訊管理碩士學位學程,碩士班(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,06134081,資訊管理學系,學士班(日間),男,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
