學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
105,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),男,5666,418,29,30,127,84,73,0,0,...,...,...,...,...,...,...,75
105,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),男,4007,500,12,9,42,21,180,0,0,...,...,...,...,...,...,...,236
105,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),男,236,42,2,7,3,1,13,0,0,...,...,...,...,...,...,...,16
105,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,男,85,14,0,0,0,0,12,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),女,16,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),女,4099,202,24,33,45,40,35,0,5,...,...,...,...,...,...,...,20
105,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),女,2865,288,11,14,5,24,125,3,0,...,...,...,...,...,...,...,106
105,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),女,131,21,2,0,1,2,11,0,2,...,...,...,...,...,...,...,3
105,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,女,55,6,1,0,0,0,3,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),男,3333,298,8,76,15,28,22,0,0,...,...,...,...,...,...,...,149
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),男,2232,331,14,32,0,30,131,0,0,...,...,...,...,...,...,...,124
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),男,78,30,2,2,0,3,3,0,0,...,...,...,...,...,...,...,20
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,男,78,12,0,0,0,0,10,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),女,3151,191,6,77,10,20,12,2,0,...,...,...,...,...,...,...,64
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),女,1879,180,14,33,0,2,101,8,0,...,...,...,...,...,...,...,22
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),女,52,20,1,4,0,1,1,0,0,...,...,...,...,...,...,...,13
105,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,女,46,5,0,0,0,0,2,0,0,...,...,...,...,...,...,...,3
105,私立,一般大學,1039,玄奘大學,學士班(日間),男,1681,135,4,13,11,11,9,0,0,...,...,...,...,...,...,...,87
105,私立,一般大學,1039,玄奘大學,學士班(進修),男,343,86,4,4,3,1,21,0,1,...,...,...,...,...,...,...,52
105,私立,一般大學,1039,玄奘大學,碩士班(日間),男,154,41,2,2,14,0,8,0,0,...,...,...,...,...,...,...,15
105,私立,一般大學,1039,玄奘大學,碩士在職專班,男,74,23,2,0,4,2,7,0,0,...,...,...,...,...,...,...,8
105,私立,一般大學,1039,玄奘大學,博士班,男,5,1,0,0,1,0,0,0,0,...,...,...,...,...,...,...,0
105,私立,一般大學,1039,玄奘大學,學士班(日間),女,2154,142,7,25,13,13,12,0,1,...,...,...,...,...,...,...,71
105,私立,一般大學,1039,玄奘大學,學士班(進修),女,424,58,4,10,3,3,8,1,2,...,...,...,...,...,...,...,27
105,私立,一般大學,1039,玄奘大學,碩士班(日間),女,191,55,1,2,21,1,9,0,1,...,...,...,...,...,...,...,20
105,私立,一般大學,1039,玄奘大學,碩士在職專班,女,130,39,5,1,12,4,8,0,2,...,...,...,...,...,...,...,7
105,私立,一般大學,1039,玄奘大學,博士班,女,2,2,0,0,1,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1040,建國科技大學,學士班(日間),男,4150,200,8,12,14,38,48,0,0,...,...,...,...,...,...,...,80
105,私立,技專校院,1040,建國科技大學,學士班(進修),男,1325,69,2,5,2,14,32,0,0,...,...,...,...,...,...,...,14
105,私立,技專校院,1040,建國科技大學,碩士班(日間),男,110,19,1,0,1,0,10,0,0,...,...,...,...,...,...,...,7
105,私立,技專校院,1040,建國科技大學,學士班(日間),女,2371,89,11,15,4,26,12,0,0,...,...,...,...,...,...,...,21
105,私立,技專校院,1040,建國科技大學,學士班(進修),女,542,28,1,3,0,5,14,0,1,...,...,...,...,...,...,...,4
105,私立,技專校院,1040,建國科技大學,碩士班(日間),女,73,7,0,0,0,0,4,0,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1041,明志科技大學,五專,男,0,1,0,0,0,1,0,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1041,明志科技大學,學士班(日間),男,2520,67,3,1,0,23,9,0,0,...,...,...,...,...,...,...,31
105,私立,技專校院,1041,明志科技大學,學士班(進修),男,322,25,3,0,0,7,8,0,0,...,...,...,...,...,...,...,7
105,私立,技專校院,1041,明志科技大學,碩士班(日間),男,303,34,1,6,0,1,10,0,0,...,...,...,...,...,...,...,16
105,私立,技專校院,1041,明志科技大學,碩士在職專班,男,40,10,0,0,0,0,10,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1041,明志科技大學,博士班,男,3,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1041,明志科技大學,學士班(日間),女,1097,16,4,1,0,5,1,0,1,...,...,...,...,...,...,...,4
105,私立,技專校院,1041,明志科技大學,學士班(進修),女,168,5,0,0,0,1,1,0,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1041,明志科技大學,碩士班(日間),女,99,12,0,3,0,1,3,0,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1041,明志科技大學,碩士在職專班,女,8,4,0,1,0,0,3,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1041,明志科技大學,博士班,女,1,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1042,高苑科技大學,學士班(日間),男,3410,107,6,5,7,16,33,0,0,...,...,...,...,...,...,...,40
105,私立,技專校院,1042,高苑科技大學,學士班(進修),男,1100,80,3,2,3,8,29,0,1,...,...,...,...,...,...,...,34
105,私立,技專校院,1042,高苑科技大學,碩士班(日間),男,108,7,0,0,0,0,5,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1042,高苑科技大學,碩士在職專班,男,194,18,1,1,1,0,9,0,0,...,...,...,...,...,...,...,6
105,私立,技專校院,1042,高苑科技大學,學士班(日間),女,1435,43,2,4,0,2,25,1,0,...,...,...,...,...,...,...,9
105,私立,技專校院,1042,高苑科技大學,學士班(進修),女,442,27,0,1,0,3,14,1,0,...,...,...,...,...,...,...,8
105,私立,技專校院,1042,高苑科技大學,碩士班(日間),女,38,3,0,0,0,0,1,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1042,高苑科技大學,碩士在職專班,女,82,6,0,0,0,0,4,0,1,...,...,...,...,...,...,...,1
105,私立,技專校院,1043,大仁科技大學,五專,男,0,1,0,0,0,1,0,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1043,大仁科技大學,學士班(日間),男,2411,438,15,37,5,78,87,0,0,...,...,...,...,...,...,...,216
105,私立,技專校院,1043,大仁科技大學,學士班(進修),男,582,194,4,28,0,7,82,0,0,...,...,...,...,...,...,...,73
105,私立,技專校院,1043,大仁科技大學,碩士班(日間),男,35,22,1,1,0,2,5,0,0,...,...,...,...,...,...,...,13
105,私立,技專校院,1043,大仁科技大學,碩士在職專班,男,74,18,0,0,0,0,8,0,0,...,...,...,...,...,...,...,10
105,私立,技專校院,1043,大仁科技大學,五專,女,0,2,0,2,0,0,0,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1043,大仁科技大學,學士班(日間),女,2672,282,15,44,0,53,67,2,4,...,...,...,...,...,...,...,97
105,私立,技專校院,1043,大仁科技大學,學士班(進修),女,1026,109,5,16,0,2,52,7,1,...,...,...,...,...,...,...,26
105,私立,技專校院,1043,大仁科技大學,碩士班(日間),女,29,8,1,1,0,0,4,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1043,大仁科技大學,碩士在職專班,女,80,17,1,1,0,0,5,1,0,...,...,...,...,...,...,...,9
105,私立,技專校院,1044,聖約翰科技大學,五專,男,172,13,2,1,3,1,2,0,0,...,...,...,...,...,...,...,4
105,私立,技專校院,1044,聖約翰科技大學,學士班(日間),男,2844,261,12,24,10,14,56,0,0,...,...,...,...,...,...,...,145
105,私立,技專校院,1044,聖約翰科技大學,學士班(進修),男,139,50,1,3,3,1,3,0,0,...,...,...,...,...,...,...,39
105,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),男,131,49,1,9,0,1,7,0,1,...,...,...,...,...,...,...,30
105,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,男,40,6,2,0,0,0,1,0,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1044,聖約翰科技大學,五專,女,49,2,1,0,0,1,0,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1044,聖約翰科技大學,學士班(日間),女,1172,64,8,16,5,6,13,3,0,...,...,...,...,...,...,...,13
105,私立,技專校院,1044,聖約翰科技大學,學士班(進修),女,81,17,0,0,2,1,0,0,0,...,...,...,...,...,...,...,14
105,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,女,23,3,0,0,0,0,0,0,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1045,嶺東科技大學,學士班(日間),男,2857,111,4,9,5,22,9,0,0,...,...,...,...,...,...,...,62
105,私立,技專校院,1045,嶺東科技大學,學士班(進修),男,1334,161,4,10,0,21,60,0,0,...,...,...,...,...,...,...,66
105,私立,技專校院,1045,嶺東科技大學,碩士班(日間),男,125,13,1,1,0,1,5,0,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1045,嶺東科技大學,碩士在職專班,男,73,11,0,2,0,0,6,0,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1045,嶺東科技大學,學士班(日間),女,4584,107,12,17,5,34,9,3,1,...,...,...,...,...,...,...,26
105,私立,技專校院,1045,嶺東科技大學,學士班(進修),女,1242,93,3,10,0,17,36,3,5,...,...,...,...,...,...,...,19
105,私立,技專校院,1045,嶺東科技大學,碩士班(日間),女,136,22,0,3,1,0,10,1,0,...,...,...,...,...,...,...,7
105,私立,技專校院,1045,嶺東科技大學,碩士在職專班,女,37,2,0,0,0,1,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1046,中國科技大學,學士班(日間),男,3785,221,7,12,3,56,31,0,0,...,...,...,...,...,...,...,112
105,私立,技專校院,1046,中國科技大學,學士班(進修),男,1227,167,1,6,0,11,89,0,1,...,...,...,...,...,...,...,59
105,私立,技專校院,1046,中國科技大學,碩士班(日間),男,84,28,2,0,0,1,18,0,1,...,...,...,...,...,...,...,6
105,私立,技專校院,1046,中國科技大學,碩士在職專班,男,17,3,0,0,0,0,3,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1046,中國科技大學,學士班(日間),女,5583,224,18,19,0,68,43,5,1,...,...,...,...,...,...,...,70
105,私立,技專校院,1046,中國科技大學,學士班(進修),女,1101,102,5,10,0,12,42,5,3,...,...,...,...,...,...,...,25
105,私立,技專校院,1046,中國科技大學,碩士班(日間),女,56,9,2,0,0,1,4,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1046,中國科技大學,碩士在職專班,女,18,2,0,1,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1047,中臺科技大學,學士班(日間),男,2266,222,9,4,18,50,28,0,0,...,...,...,...,...,...,...,113
105,私立,技專校院,1047,中臺科技大學,學士班(進修),男,821,250,4,7,1,43,46,0,2,...,...,...,...,...,...,...,147
105,私立,技專校院,1047,中臺科技大學,碩士班(日間),男,57,18,1,1,1,0,6,0,0,...,...,...,...,...,...,...,9
105,私立,技專校院,1047,中臺科技大學,碩士在職專班,男,41,15,0,0,0,0,5,0,1,...,...,...,...,...,...,...,9
105,私立,技專校院,1047,中臺科技大學,博士班,男,18,4,0,0,0,0,4,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1047,中臺科技大學,學士班(日間),女,3858,236,4,20,17,69,29,1,9,...,...,...,...,...,...,...,87
105,私立,技專校院,1047,中臺科技大學,學士班(進修),女,2038,287,14,21,1,30,75,0,43,...,...,...,...,...,...,...,103
105,私立,技專校院,1047,中臺科技大學,碩士班(日間),女,108,24,0,0,0,0,10,0,5,...,...,...,...,...,...,...,9
105,私立,技專校院,1047,中臺科技大學,碩士在職專班,女,229,49,3,0,0,0,6,0,8,...,...,...,...,...,...,...,32
105,私立,一般大學,1048,亞洲大學,學士班(日間),男,3886,656,51,29,163,0,87,0,0,...,...,...,...,...,...,...,326
105,私立,一般大學,1048,亞洲大學,學士班(進修),男,578,293,6,17,57,0,108,0,0,...,...,...,...,...,...,...,105
105,私立,一般大學,1048,亞洲大學,碩士班(日間),男,332,188,5,10,25,0,73,0,2,...,...,...,...,...,...,...,73
105,私立,一般大學,1048,亞洲大學,碩士在職專班,男,294,45,2,0,2,0,32,0,3,...,...,...,...,...,...,...,6
105,私立,一般大學,1048,亞洲大學,博士班,男,104,50,2,0,1,0,34,0,0,...,...,...,...,...,...,...,13
105,私立,一般大學,1048,亞洲大學,學士班(日間),女,5935,463,31,28,149,0,60,9,4,...,...,...,...,...,...,...,182
105,私立,一般大學,1048,亞洲大學,學士班(進修),女,610,201,18,15,36,0,82,7,7,...,...,...,...,...,...,...,36
105,私立,一般大學,1048,亞洲大學,碩士班(日間),女,296,161,15,10,20,0,69,9,10,...,...,...,...,...,...,...,28
105,私立,一般大學,1048,亞洲大學,碩士在職專班,女,193,72,7,2,1,0,43,3,3,...,...,...,...,...,...,...,13
105,私立,一般大學,1048,亞洲大學,博士班,女,60,23,2,0,0,0,20,0,0,...,...,...,...,...,...,...,1
105,私立,一般大學,1049,開南大學,學士班(日間),男,3203,241,5,15,6,51,40,0,0,...,...,...,...,...,...,...,124
105,私立,一般大學,1049,開南大學,學士班(進修),男,650,89,2,10,1,12,32,0,0,...,...,...,...,...,...,...,32
105,私立,一般大學,1049,開南大學,碩士班(日間),男,126,34,2,4,1,2,10,0,2,...,...,...,...,...,...,...,13
105,私立,一般大學,1049,開南大學,碩士在職專班,男,214,25,0,1,0,1,20,0,0,...,...,...,...,...,...,...,3
105,私立,一般大學,1049,開南大學,學士班(日間),女,3331,121,6,16,1,43,23,3,5,...,...,...,...,...,...,...,24
105,私立,一般大學,1049,開南大學,學士班(進修),女,485,48,0,11,0,4,24,3,1,...,...,...,...,...,...,...,5
105,私立,一般大學,1049,開南大學,碩士班(日間),女,100,28,2,7,0,1,13,0,3,...,...,...,...,...,...,...,2
105,私立,一般大學,1049,開南大學,碩士在職專班,女,156,15,0,0,0,1,8,0,4,...,...,...,...,...,...,...,2
105,私立,一般大學,1050,佛光大學,學士班(日間),男,1457,80,4,5,0,11,15,0,0,...,...,...,...,...,...,...,45
105,私立,一般大學,1050,佛光大學,碩士班(日間),男,243,72,6,4,0,2,29,0,1,...,...,...,...,...,...,...,30
105,私立,一般大學,1050,佛光大學,碩士在職專班,男,123,30,1,1,0,0,27,0,1,...,...,...,...,...,...,...,0
105,私立,一般大學,1050,佛光大學,博士班,男,27,4,0,1,0,0,3,0,0,...,...,...,...,...,...,...,0
105,私立,一般大學,1050,佛光大學,學士班(日間),女,1688,49,7,4,0,8,4,3,2,...,...,...,...,...,...,...,21
105,私立,一般大學,1050,佛光大學,碩士班(日間),女,324,102,5,3,0,1,58,2,3,...,...,...,...,...,...,...,30
105,私立,一般大學,1050,佛光大學,碩士在職專班,女,93,15,1,0,0,0,12,0,0,...,...,...,...,...,...,...,2
105,私立,一般大學,1050,佛光大學,博士班,女,28,5,0,1,0,0,3,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,男,267,25,5,1,1,4,3,0,0,...,...,...,...,...,...,...,11
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),男,2387,296,12,28,6,64,33,0,0,...,...,...,...,...,...,...,153
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),男,888,186,6,15,23,64,74,0,0,...,...,...,...,...,...,...,4
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),男,32,22,1,0,1,0,3,0,0,...,...,...,...,...,...,...,17
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,男,35,8,0,1,1,0,6,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,女,933,42,9,2,3,5,2,0,0,...,...,...,...,...,...,...,21
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),女,6351,454,25,65,7,105,45,5,3,...,...,...,...,...,...,...,199
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),女,1814,247,13,46,18,65,98,4,3,...,...,...,...,...,...,...,0
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),女,95,50,3,3,2,2,11,2,2,...,...,...,...,...,...,...,25
105,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,女,109,25,2,1,2,1,13,2,4,...,...,...,...,...,...,...,0
105,私立,技專校院,1052,遠東科技大學,二專(進修),男,35,6,0,2,0,0,2,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1052,遠東科技大學,學士班(日間),男,3987,362,9,41,13,55,71,0,0,...,...,...,...,...,...,...,173
105,私立,技專校院,1052,遠東科技大學,學士班(進修),男,394,71,1,8,0,16,26,0,0,...,...,...,...,...,...,...,20
105,私立,技專校院,1052,遠東科技大學,碩士班(日間),男,147,32,0,2,0,4,14,0,0,...,...,...,...,...,...,...,12
105,私立,技專校院,1052,遠東科技大學,碩士在職專班,男,30,10,0,0,2,0,6,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1052,遠東科技大學,學士班(日間),女,2455,154,16,39,4,32,36,2,0,...,...,...,...,...,...,...,25
105,私立,技專校院,1052,遠東科技大學,學士班(進修),女,192,28,0,3,0,4,13,0,3,...,...,...,...,...,...,...,5
105,私立,技專校院,1052,遠東科技大學,碩士班(日間),女,51,8,2,1,1,0,1,0,2,...,...,...,...,...,...,...,1
105,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),男,2386,115,8,5,6,10,10,0,0,...,...,...,...,...,...,...,76
105,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),男,517,34,3,2,1,1,15,0,0,...,...,...,...,...,...,...,12
105,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),男,120,15,1,1,1,0,10,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,男,15,2,1,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),女,2682,62,3,6,2,17,9,6,0,...,...,...,...,...,...,...,19
105,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),女,809,32,3,2,4,4,10,2,0,...,...,...,...,...,...,...,7
105,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),女,129,16,2,3,0,0,7,1,1,...,...,...,...,...,...,...,2
105,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,女,16,2,2,0,0,0,0,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1054,景文科技大學,學士班(日間),男,2456,163,5,17,29,29,14,0,0,...,...,...,...,...,...,...,69
105,私立,技專校院,1054,景文科技大學,學士班(進修),男,958,93,1,9,10,13,30,0,0,...,...,...,...,...,...,...,30
105,私立,技專校院,1054,景文科技大學,碩士班(日間),男,42,8,2,0,1,0,0,0,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1054,景文科技大學,碩士在職專班,男,63,7,0,0,1,0,6,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1054,景文科技大學,學士班(日間),女,3101,102,10,12,15,22,10,2,1,...,...,...,...,...,...,...,30
105,私立,技專校院,1054,景文科技大學,學士班(進修),女,1017,56,5,5,2,9,23,2,2,...,...,...,...,...,...,...,8
105,私立,技專校院,1054,景文科技大學,碩士班(日間),女,15,4,1,0,0,0,1,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1054,景文科技大學,碩士在職專班,女,41,4,0,0,2,0,2,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1055,中華醫事科技大學,二專(日間),男,50,2,0,0,0,0,0,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1055,中華醫事科技大學,五專,男,516,28,1,1,0,5,1,0,0,...,...,...,...,...,...,...,20
105,私立,技專校院,1055,中華醫事科技大學,學士班(日間),男,2080,155,5,4,0,14,11,0,0,...,...,...,...,...,...,...,121
105,私立,技專校院,1055,中華醫事科技大學,學士班(進修),男,595,164,1,4,0,2,21,0,0,...,...,...,...,...,...,...,136
105,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),男,51,9,0,0,0,0,1,0,0,...,...,...,...,...,...,...,8
105,私立,技專校院,1055,中華醫事科技大學,碩士在職專班,男,6,2,0,0,0,0,2,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1055,中華醫事科技大學,二專(日間),女,49,4,0,0,0,0,1,0,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1055,中華醫事科技大學,五專,女,1927,32,2,1,0,7,2,0,0,...,...,...,...,...,...,...,20
105,私立,技專校院,1055,中華醫事科技大學,學士班(日間),女,3025,196,3,12,0,15,15,0,1,...,...,...,...,...,...,...,150
105,私立,技專校院,1055,中華醫事科技大學,學士班(進修),女,1156,223,6,23,0,4,34,2,7,...,...,...,...,...,...,...,147
105,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),女,40,7,1,0,0,0,1,0,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1056,東南科技大學,二專(日間),男,0,6,0,0,0,0,0,0,0,...,...,...,...,...,...,...,6
105,私立,技專校院,1056,東南科技大學,學士班(日間),男,3959,566,12,38,3,73,138,0,3,...,...,...,...,...,...,...,299
105,私立,技專校院,1056,東南科技大學,學士班(進修),男,488,220,4,8,0,2,48,0,0,...,...,...,...,...,...,...,158
105,私立,技專校院,1056,東南科技大學,碩士班(日間),男,114,16,0,0,0,1,9,0,1,...,...,...,...,...,...,...,5
105,私立,技專校院,1056,東南科技大學,碩士在職專班,男,40,15,0,0,0,0,3,0,0,...,...,...,...,...,...,...,12
105,私立,技專校院,1056,東南科技大學,二專(日間),女,1,2,0,0,0,0,0,0,1,...,...,...,...,...,...,...,1
105,私立,技專校院,1056,東南科技大學,學士班(日間),女,2113,220,8,29,4,28,81,5,8,...,...,...,...,...,...,...,57
105,私立,技專校院,1056,東南科技大學,學士班(進修),女,166,50,3,1,1,3,17,0,0,...,...,...,...,...,...,...,25
105,私立,技專校院,1056,東南科技大學,碩士班(日間),女,23,2,0,1,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1056,東南科技大學,碩士在職專班,女,7,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1057,德明財經科技大學,二專(日間),男,0,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1057,德明財經科技大學,學士班(日間),男,2751,192,8,10,18,30,27,0,0,...,...,...,...,...,...,...,99
105,私立,技專校院,1057,德明財經科技大學,學士班(進修),男,638,154,0,4,0,0,45,0,0,...,...,...,...,...,...,...,105
105,私立,技專校院,1057,德明財經科技大學,碩士班(日間),男,40,16,1,0,0,0,6,0,0,...,...,...,...,...,...,...,9
105,私立,技專校院,1057,德明財經科技大學,碩士在職專班,男,42,10,0,0,0,0,2,0,0,...,...,...,...,...,...,...,8
105,私立,技專校院,1057,德明財經科技大學,學士班(日間),女,4689,159,11,11,22,34,27,0,0,...,...,...,...,...,...,...,54
105,私立,技專校院,1057,德明財經科技大學,學士班(進修),女,706,102,1,0,0,0,26,2,3,...,...,...,...,...,...,...,70
105,私立,技專校院,1057,德明財經科技大學,碩士班(日間),女,28,6,0,0,0,0,2,1,1,...,...,...,...,...,...,...,2
105,私立,技專校院,1057,德明財經科技大學,碩士在職專班,女,25,5,0,0,0,0,1,1,0,...,...,...,...,...,...,...,3
105,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),男,1946,68,5,2,0,5,11,0,0,...,...,...,...,...,...,...,45
105,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),男,767,51,2,1,1,6,16,0,0,...,...,...,...,...,...,...,25
105,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),男,105,16,1,0,0,0,7,0,0,...,...,...,...,...,...,...,8
105,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,男,22,2,0,0,0,0,1,0,0,...,...,...,...,...,...,...,1
105,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),女,1520,45,2,9,1,4,7,4,0,...,...,...,...,...,...,...,18
105,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),女,466,27,0,1,0,5,13,2,0,...,...,...,...,...,...,...,6
105,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),女,84,15,1,1,0,0,5,2,1,...,...,...,...,...,...,...,5
105,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,女,45,6,3,0,0,0,2,0,1,...,...,...,...,...,...,...,0
105,私立,一般大學,1058,明道學校財團法人明道大學,博士班,女,4,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1060,南開科技大學,五專,男,818,121,13,5,16,35,36,0,0,...,...,...,...,...,...,...,16
105,私立,技專校院,1060,南開科技大學,學士班(日間),男,2353,262,26,21,6,39,87,0,0,...,...,...,...,...,...,...,83
105,私立,技專校院,1060,南開科技大學,學士班(進修),男,665,107,2,8,1,7,59,0,0,...,...,...,...,...,...,...,30
105,私立,技專校院,1060,南開科技大學,碩士班(日間),男,73,16,4,0,0,0,5,0,0,...,...,...,...,...,...,...,7
105,私立,技專校院,1060,南開科技大學,碩士在職專班,男,41,2,0,0,0,0,1,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1060,南開科技大學,五專,女,208,27,2,0,2,12,5,0,0,...,...,...,...,...,...,...,6
105,私立,技專校院,1060,南開科技大學,學士班(日間),女,1201,82,16,11,0,19,26,4,0,...,...,...,...,...,...,...,6
105,私立,技專校院,1060,南開科技大學,學士班(進修),女,360,38,4,3,1,7,15,3,2,...,...,...,...,...,...,...,3
105,私立,技專校院,1060,南開科技大學,碩士班(日間),女,33,7,2,1,0,0,3,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1060,南開科技大學,碩士在職專班,女,66,9,2,0,0,0,6,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1061,中華學校財團法人中華科技大學,二專(進修),男,3,1,0,1,0,0,0,0,0,...,...,...,...,...,...,...,0
