學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
110,公立,技專校院,0025,國立臺北科技大學,五專,男,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,公立,技專校院,0025,國立臺北科技大學,學士班(日間),男,4432,92,10,0,13,27,8,0,0,6,11,0,5,2,7,3,0
110,公立,技專校院,0025,國立臺北科技大學,學士班(進修),男,1432,22,2,2,4,3,6,0,0,2,1,0,1,0,1,0,0
110,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),男,2326,153,15,14,3,19,42,0,0,15,18,13,5,6,3,0,0
110,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,男,1100,139,2,0,0,0,118,0,10,0,0,4,0,4,0,0,1
110,公立,技專校院,0025,國立臺北科技大學,博士班,男,578,123,7,3,1,2,63,0,5,1,13,23,0,5,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,五專,女,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,學士班(日間),女,1826,55,4,5,2,16,13,0,0,0,11,0,1,0,1,2,0
110,公立,技專校院,0025,國立臺北科技大學,學士班(進修),女,266,5,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0
110,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),女,864,79,11,6,0,5,27,1,5,0,12,6,1,2,3,0,0
110,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,女,504,57,3,0,0,0,39,3,6,0,0,1,0,4,0,0,1
110,公立,技專校院,0025,國立臺北科技大學,博士班,女,172,43,3,1,0,0,17,1,5,0,4,10,0,1,0,1,0
110,公立,一般大學,0028,國立臺北藝術大學,五專,男,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),男,644,34,4,3,1,5,5,0,1,2,8,2,1,0,1,0,1
110,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),男,320,133,4,17,1,3,23,0,3,5,10,51,0,3,2,0,11
110,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,男,53,7,2,0,0,0,2,0,1,0,0,2,0,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,博士班,男,52,18,0,1,0,0,4,0,2,1,0,5,0,1,0,0,4
110,公立,一般大學,0028,國立臺北藝術大學,五專,女,43,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),女,1103,58,9,6,3,2,2,0,0,0,14,4,2,3,6,0,7
110,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),女,623,206,7,14,2,3,38,4,10,0,10,91,1,9,2,1,14
110,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,女,127,33,1,1,1,1,8,2,6,0,1,9,0,3,0,0,0
110,公立,一般大學,0028,國立臺北藝術大學,博士班,女,57,34,2,4,0,0,4,3,2,0,3,8,0,1,0,0,7
110,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),男,684,25,2,2,1,3,3,0,0,0,1,0,2,0,4,1,6
110,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),男,591,35,3,0,0,4,12,0,1,1,2,0,5,0,1,0,6
110,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),男,279,66,1,5,7,0,12,0,5,3,5,18,1,0,0,1,8
110,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,男,171,30,1,1,2,0,8,0,1,2,1,9,0,1,0,0,4
110,公立,一般大學,0029,國立臺灣藝術大學,博士班,男,67,15,1,0,0,0,6,0,1,0,0,4,0,0,0,0,3
110,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),女,1669,64,5,1,4,5,6,0,0,0,15,0,7,0,5,3,13
110,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),女,1361,74,9,5,0,7,23,0,5,0,6,1,4,1,1,6,6
110,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),女,477,108,4,1,11,1,24,1,3,0,7,33,1,1,2,1,18
110,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,女,232,54,1,2,5,0,22,2,5,0,0,8,0,2,0,1,6
110,公立,一般大學,0029,國立臺灣藝術大學,博士班,女,83,13,0,0,2,0,3,0,3,0,0,4,0,0,0,0,1
110,公立,一般大學,0030,國立臺東大學,學士班(日間),男,1837,115,14,4,5,16,10,0,0,2,1,0,3,6,4,17,33
110,公立,一般大學,0030,國立臺東大學,學士班(進修),男,171,26,1,0,0,0,9,0,0,1,0,0,0,0,1,5,9
110,公立,一般大學,0030,國立臺東大學,碩士班(日間),男,165,38,0,2,1,1,15,0,1,3,0,3,0,2,1,1,8
110,公立,一般大學,0030,國立臺東大學,碩士在職專班,男,174,34,1,1,0,0,14,0,0,0,0,4,0,3,0,2,9
110,公立,一般大學,0030,國立臺東大學,博士班,男,17,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
110,公立,一般大學,0030,國立臺東大學,學士班(日間),女,1853,88,11,3,2,19,7,1,3,0,2,0,3,4,3,9,21
110,公立,一般大學,0030,國立臺東大學,學士班(進修),女,228,33,2,3,0,2,7,1,0,0,0,0,0,3,1,2,12
110,公立,一般大學,0030,國立臺東大學,碩士班(日間),女,234,51,4,5,0,0,14,2,2,0,1,8,0,3,0,1,11
110,公立,一般大學,0030,國立臺東大學,碩士在職專班,女,435,69,10,1,0,0,26,2,5,0,0,5,0,5,2,2,11
110,公立,一般大學,0030,國立臺東大學,博士班,女,26,9,1,0,0,0,4,0,0,0,1,2,0,0,0,1,0
110,公立,一般大學,0031,國立宜蘭大學,學士班(日間),男,2826,109,9,2,18,18,20,0,0,11,6,0,15,2,6,0,2
110,公立,一般大學,0031,國立宜蘭大學,學士班(進修),男,272,37,0,0,1,0,19,0,1,9,0,0,1,3,0,0,3
110,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),男,333,53,1,5,0,1,26,0,0,1,2,9,3,2,2,0,1
110,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,男,159,24,0,0,0,0,17,0,0,0,1,4,0,0,0,0,2
110,公立,一般大學,0031,國立宜蘭大學,博士班,男,11,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,學士班(日間),女,1650,38,10,2,4,11,5,0,0,0,4,0,0,1,1,0,0
110,公立,一般大學,0031,國立宜蘭大學,學士班(進修),女,154,11,2,0,0,1,4,1,2,0,0,0,1,0,0,0,0
110,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),女,167,21,2,0,0,2,8,0,0,0,0,5,0,2,2,0,0
110,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,女,59,13,0,0,0,0,6,0,1,0,0,4,0,1,0,0,1
110,公立,一般大學,0031,國立宜蘭大學,博士班,女,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,學士班(日間),男,4202,134,12,5,21,48,23,0,0,10,3,0,3,0,4,2,3
110,公立,一般大學,0032,國立聯合大學,學士班(進修),男,748,38,1,0,4,6,17,0,1,4,0,0,0,0,3,2,0
110,公立,一般大學,0032,國立聯合大學,碩士班(日間),男,289,36,5,2,0,1,12,0,0,1,0,10,2,2,0,0,1
110,公立,一般大學,0032,國立聯合大學,碩士在職專班,男,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
110,公立,一般大學,0032,國立聯合大學,博士班,男,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,學士班(日間),女,1902,51,9,6,2,13,6,2,0,0,4,0,6,0,3,0,0
110,公立,一般大學,0032,國立聯合大學,學士班(進修),女,335,19,1,1,1,4,7,2,0,0,0,0,1,1,0,1,0
110,公立,一般大學,0032,國立聯合大學,碩士班(日間),女,118,21,0,0,0,2,5,0,2,0,0,12,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,碩士在職專班,女,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0032,國立聯合大學,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,二專(日間),男,60,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
110,公立,技專校院,0033,國立虎尾科技大學,五專,男,207,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),男,5790,173,10,3,37,55,27,0,0,12,1,0,14,5,5,0,4
110,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),男,1903,80,3,7,10,15,32,0,0,9,0,0,2,2,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),男,747,54,0,2,0,12,12,0,0,4,1,8,8,4,1,0,2
110,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,男,142,25,1,2,0,0,16,0,2,0,0,3,1,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,博士班,男,49,8,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,二專(日間),女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,五專,女,31,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),女,1785,35,4,3,2,13,6,1,1,0,2,0,3,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),女,466,36,2,1,5,6,17,0,2,0,0,0,3,0,0,0,0
110,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),女,165,12,1,2,0,2,3,0,0,0,0,2,1,0,0,0,1
110,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,女,51,9,0,0,0,0,4,0,1,0,0,0,1,2,0,0,1
110,公立,技專校院,0033,國立虎尾科技大學,博士班,女,8,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0035,國立臺南藝術大學,五專,男,77,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),男,251,19,3,1,0,3,2,0,0,1,4,0,0,1,0,0,4
110,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),男,196,63,5,0,0,0,14,0,1,0,2,16,9,5,0,0,11
110,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,男,16,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0035,國立臺南藝術大學,博士班,男,25,7,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0
110,公立,一般大學,0035,國立臺南藝術大學,五專,女,96,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
110,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),女,535,41,4,0,0,3,4,0,0,0,9,0,9,2,1,0,9
110,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),女,352,98,2,4,0,1,24,1,8,0,0,20,13,9,0,0,16
110,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,女,35,10,0,0,0,0,4,1,2,0,0,3,0,0,0,0,0
110,公立,一般大學,0035,國立臺南藝術大學,博士班,女,33,5,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
110,公立,一般大學,0036,國立臺南大學,學士班(日間),男,1840,66,6,1,9,19,4,0,0,3,1,0,1,0,2,0,20
110,公立,一般大學,0036,國立臺南大學,學士班(進修),男,107,11,0,0,0,4,1,0,0,0,0,0,1,0,1,0,4
110,公立,一般大學,0036,國立臺南大學,碩士班(日間),男,414,84,0,5,1,2,20,0,0,1,0,21,0,3,2,0,29
110,公立,一般大學,0036,國立臺南大學,碩士在職專班,男,208,46,0,0,0,0,29,0,1,0,0,16,0,0,0,0,0
110,公立,一般大學,0036,國立臺南大學,博士班,男,64,21,3,0,0,0,8,0,0,0,0,4,0,1,0,0,5
110,公立,一般大學,0036,國立臺南大學,學士班(日間),女,2115,58,6,2,4,21,1,1,0,0,3,0,9,1,0,0,10
110,公立,一般大學,0036,國立臺南大學,學士班(進修),女,74,10,0,1,1,0,3,1,0,0,0,0,0,0,0,0,4
110,公立,一般大學,0036,國立臺南大學,碩士班(日間),女,574,161,7,5,0,4,40,1,8,0,1,53,0,4,7,0,31
110,公立,一般大學,0036,國立臺南大學,碩士在職專班,女,454,109,0,1,0,0,50,5,16,0,0,35,0,2,0,0,0
110,公立,一般大學,0036,國立臺南大學,博士班,女,89,18,2,0,0,1,6,0,3,0,0,4,0,1,0,0,1
110,公立,一般大學,0037,國立臺北教育大學,學士班(日間),男,1101,41,4,1,0,17,3,0,0,1,5,0,4,1,2,1,2
110,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),男,440,80,2,2,1,2,21,0,6,3,4,25,0,3,4,3,4
110,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,男,262,51,4,1,0,0,21,0,11,0,1,10,0,2,1,0,0
110,公立,一般大學,0037,國立臺北教育大學,博士班,男,69,10,1,0,0,0,3,0,0,0,0,3,0,1,0,0,2
110,公立,一般大學,0037,國立臺北教育大學,學士班(日間),女,2217,50,5,0,0,21,6,0,0,0,7,0,5,2,0,2,2
110,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),女,978,225,3,6,0,5,59,6,24,0,5,73,1,8,15,5,15
110,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,女,786,177,8,4,0,2,53,8,24,0,0,62,1,12,2,0,1
110,公立,一般大學,0037,國立臺北教育大學,博士班,女,85,18,0,0,0,0,8,1,3,0,0,4,0,2,0,0,0
110,公立,一般大學,0039,國立臺中教育大學,學士班(日間),男,1158,56,7,3,3,16,8,0,0,1,6,0,9,1,1,0,1
110,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),男,284,55,2,1,2,1,26,0,2,0,0,10,5,0,1,0,5
110,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,男,167,34,2,1,0,1,16,0,2,0,0,4,2,5,0,0,1
110,公立,一般大學,0039,國立臺中教育大學,博士班,男,40,15,1,0,0,0,7,0,0,1,0,5,1,0,0,0,0
110,公立,一般大學,0039,國立臺中教育大學,學士班(日間),女,2076,50,7,4,1,18,4,0,0,0,6,0,8,0,2,0,0
110,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),女,598,136,10,2,0,2,56,10,6,0,1,15,9,7,1,0,17
110,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,女,616,132,9,2,1,1,53,7,13,0,0,23,8,9,1,0,5
110,公立,一般大學,0039,國立臺中教育大學,博士班,女,66,16,1,1,0,0,6,1,0,0,1,4,0,2,0,0,0
110,公立,技專校院,0042,國立澎湖科技大學,五專,男,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),男,1583,89,2,2,0,4,4,0,0,0,0,0,0,0,0,0,77
110,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),男,139,25,0,0,0,1,10,0,0,0,0,0,0,0,0,0,14
110,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),男,45,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
110,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,男,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0042,國立澎湖科技大學,五專,女,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),女,1000,36,2,1,0,1,2,0,0,0,0,0,0,0,0,0,30
110,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),女,146,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
110,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),女,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
110,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,女,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0043,國立勤益科技大學,二專(進修),男,295,60,1,1,0,2,17,0,0,9,0,0,3,4,1,22,0
110,公立,技專校院,0043,國立勤益科技大學,學士班(日間),男,4811,277,6,10,40,123,40,0,0,12,3,0,0,0,4,39,0
110,公立,技專校院,0043,國立勤益科技大學,學士班(進修),男,3460,174,11,5,5,21,52,0,0,14,0,0,10,4,4,48,0
110,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),男,465,55,1,2,6,3,31,0,0,8,0,0,0,0,0,3,1
110,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,男,228,24,0,0,0,0,5,0,0,1,1,4,0,1,0,12,0
110,公立,技專校院,0043,國立勤益科技大學,博士班,男,39,6,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0
110,公立,技專校院,0043,國立勤益科技大學,二專(進修),女,113,13,0,0,1,2,4,0,0,0,0,0,0,0,0,6,0
110,公立,技專校院,0043,國立勤益科技大學,學士班(日間),女,2144,71,3,0,8,35,3,2,2,0,0,0,0,2,2,14,0
110,公立,技專校院,0043,國立勤益科技大學,學士班(進修),女,664,28,0,0,0,10,6,1,5,0,0,0,0,1,0,5,0
110,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),女,153,19,0,2,1,4,11,0,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,女,64,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
110,公立,技專校院,0043,國立勤益科技大學,博士班,女,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0044,國立體育大學,學士班(日間),男,1152,76,3,0,0,0,72,0,0,1,0,0,0,0,0,0,0
110,公立,一般大學,0044,國立體育大學,學士班(進修),男,58,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0044,國立體育大學,碩士班(日間),男,189,44,1,0,0,0,40,0,1,0,0,0,0,0,2,0,0
110,公立,一般大學,0044,國立體育大學,碩士在職專班,男,141,38,2,0,0,0,33,0,3,0,0,0,0,0,0,0,0
110,公立,一般大學,0044,國立體育大學,博士班,男,105,23,0,0,0,0,19,0,3,0,0,0,0,0,1,0,0
110,公立,一般大學,0044,國立體育大學,學士班(日間),女,670,33,1,0,0,0,30,1,1,0,0,0,0,0,0,0,0
110,公立,一般大學,0044,國立體育大學,學士班(進修),女,35,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0044,國立體育大學,碩士班(日間),女,150,36,1,0,0,0,29,2,4,0,0,0,0,0,0,0,0
110,公立,一般大學,0044,國立體育大學,碩士在職專班,女,95,16,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0
110,公立,一般大學,0044,國立體育大學,博士班,女,48,13,0,0,0,0,11,0,1,0,0,0,0,0,1,0,0
110,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),男,843,35,1,1,1,15,7,0,0,0,0,0,4,1,2,3,0
110,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),男,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),男,94,24,2,0,0,0,7,0,4,0,1,4,1,2,1,1,1
110,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,男,27,9,0,0,0,0,4,0,1,0,0,3,0,1,0,0,0
110,公立,技專校院,0046,國立臺北護理健康大學,博士班,男,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),女,2942,103,10,4,6,22,22,3,2,0,9,0,3,3,12,5,2
110,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),女,707,50,7,2,1,3,18,5,4,0,1,0,2,1,0,1,5
110,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),女,465,175,10,2,0,3,50,7,16,0,3,70,4,7,1,1,1
110,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,女,178,68,3,1,0,1,18,5,4,0,1,26,0,8,0,1,0
110,公立,技專校院,0046,國立臺北護理健康大學,博士班,女,69,17,2,0,0,0,5,0,3,0,0,5,0,1,0,1,0
110,公立,技專校院,0047,國立高雄餐旅大學,五專,男,97,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),男,1001,40,3,5,7,6,1,0,0,3,0,0,2,2,0,6,5
110,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),男,410,11,0,1,1,1,2,0,0,1,0,0,1,1,0,3,0
110,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),男,58,16,1,2,0,2,7,0,1,0,0,0,0,2,0,0,1
110,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,男,15,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
110,公立,技專校院,0047,國立高雄餐旅大學,博士班,男,16,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,五專,女,152,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),女,2105,57,5,9,8,13,0,2,0,1,1,0,3,2,1,7,5
110,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),女,797,28,1,4,0,0,7,1,2,0,2,0,1,1,0,9,0
110,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),女,110,28,2,1,1,3,10,1,2,0,1,2,1,2,1,0,1
110,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,女,21,8,1,0,0,0,5,0,1,0,0,0,0,0,0,1,0
110,公立,技專校院,0047,國立高雄餐旅大學,博士班,女,16,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0048,國立金門大學,學士班(日間),男,1623,51,4,3,3,17,6,0,0,5,2,0,0,1,2,8,0
110,公立,一般大學,0048,國立金門大學,學士班(進修),男,467,27,3,0,1,4,12,0,0,3,0,0,0,1,0,2,1
110,公立,一般大學,0048,國立金門大學,碩士班(日間),男,112,21,1,0,0,1,11,0,3,1,1,1,0,0,0,2,0
110,公立,一般大學,0048,國立金門大學,碩士在職專班,男,74,10,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,學士班(日間),女,1451,22,4,0,2,5,5,0,0,0,4,0,0,2,0,0,0
110,公立,一般大學,0048,國立金門大學,學士班(進修),女,362,18,2,0,0,0,13,0,3,0,0,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,碩士班(日間),女,88,29,4,1,0,0,8,2,3,0,1,5,0,0,0,3,2
110,公立,一般大學,0048,國立金門大學,碩士在職專班,女,38,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),男,1349,66,4,27,6,12,15,0,0,0,0,0,0,0,0,2,0
110,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),男,273,25,0,4,1,2,17,0,0,0,0,0,0,0,0,1,0
110,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),男,133,39,0,10,1,0,23,0,4,1,0,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,男,72,11,0,4,0,0,6,0,1,0,0,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,博士班,男,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),女,997,20,0,4,4,2,4,0,1,0,0,0,0,0,2,3,0
110,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),女,115,6,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),女,127,37,0,5,2,3,26,0,1,0,0,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,女,42,8,0,1,1,0,4,2,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,博士班,女,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0050,國立臺中科技大學,二專(進修),男,456,76,2,2,2,9,49,0,0,0,2,0,1,3,1,5,0
110,公立,技專校院,0050,國立臺中科技大學,五專,男,966,50,3,0,8,26,5,0,0,0,0,0,0,2,6,0,0
110,公立,技專校院,0050,國立臺中科技大學,學士班(日間),男,2022,72,5,3,13,26,13,0,0,5,1,0,0,2,1,1,2
110,公立,技專校院,0050,國立臺中科技大學,學士班(進修),男,1357,155,8,12,4,19,83,0,1,7,3,0,6,6,0,6,0
110,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),男,178,30,1,2,0,0,22,0,0,1,0,1,0,1,2,0,0
110,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,男,102,21,2,0,0,1,15,0,1,0,0,0,0,2,0,0,0
110,公立,技專校院,0050,國立臺中科技大學,二專(進修),女,740,107,4,5,4,11,65,1,2,0,3,0,6,1,0,5,0
110,公立,技專校院,0050,國立臺中科技大學,五專,女,2598,98,10,3,12,38,9,0,2,0,3,0,0,2,18,1,0
110,公立,技專校院,0050,國立臺中科技大學,學士班(日間),女,4748,119,13,12,7,26,29,1,11,0,5,0,3,5,5,1,1
110,公立,技專校院,0050,國立臺中科技大學,學士班(進修),女,2630,290,31,18,7,37,149,7,13,0,4,0,7,13,2,2,0
110,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),女,252,47,2,0,1,1,29,1,2,0,0,4,2,5,0,0,0
110,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,女,142,16,1,0,0,1,10,1,2,0,0,0,0,1,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,二專(進修),男,159,15,1,1,0,1,10,0,0,0,2,0,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,五專,男,482,32,1,2,11,6,2,0,0,1,4,0,2,0,2,0,1
110,公立,技專校院,0051,國立臺北商業大學,學士班(日間),男,924,20,4,1,2,3,3,0,0,1,1,0,1,4,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,學士班(進修),男,635,53,2,4,2,4,34,0,1,0,0,0,0,1,4,0,1
110,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),男,129,24,2,3,0,1,10,0,0,0,2,4,1,1,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,男,28,11,0,1,0,0,5,0,0,0,0,4,1,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,博士班,男,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,二專(進修),女,334,18,3,0,1,1,11,1,1,0,0,0,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,五專,女,1222,51,6,2,10,11,4,1,0,0,10,0,2,0,5,0,0
110,公立,技專校院,0051,國立臺北商業大學,學士班(日間),女,2182,49,9,5,3,14,5,0,1,0,7,0,2,3,0,0,0
