學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,前一學年度錄取1年級在學學生人數(A),當學年度2年級在學學生數(B),前一學年度學生就學穩定率(%)(C)(C=B/A)
109,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),663,581,87.63
109,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),79,57,72.15
109,公立,技專校院,0042,國立澎湖科技大學,五專,11,10,90.91
109,公立,技專校院,0043,國立勤益科技大學,學士班(日間),1623,1536,94.64
109,公立,技專校院,0043,國立勤益科技大學,學士班(進修),949,828,87.25
109,公立,一般大學,0044,國立體育大學,學士班(日間),411,376,91.48
109,公立,一般大學,0044,國立體育大學,學士班(進修),44,37,84.09
109,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),1115,1063,95.34
109,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),238,222,93.28
109,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),732,698,95.36
109,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),335,326,97.31
109,公立,技專校院,0047,國立高雄餐旅大學,五專,52,51,98.08
109,公立,一般大學,0048,國立金門大學,學士班(日間),762,621,81.50
109,公立,一般大學,0048,國立金門大學,學士班(進修),259,186,71.81
109,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),567,496,87.48
109,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),98,77,78.57
109,公立,技專校院,0050,國立臺中科技大學,學士班(日間),1879,1794,95.48
109,公立,技專校院,0050,國立臺中科技大學,學士班(進修),694,598,86.17
109,公立,技專校院,0050,國立臺中科技大學,五專,758,734,96.83
109,公立,技專校院,0051,國立臺北商業大學,學士班(日間),836,803,96.05
109,公立,技專校院,0051,國立臺北商業大學,學士班(進修),571,482,84.41
109,公立,技專校院,0051,國立臺北商業大學,五專,345,333,96.52
109,公立,一般大學,0052,國立屏東大學,學士班(日間),1539,1454,94.48
109,公立,一般大學,0052,國立屏東大學,學士班(進修),225,192,85.33
109,公立,技專校院,0053,國立高雄科技大學,學士班(日間),4314,4110,95.27
109,公立,技專校院,0053,國立高雄科技大學,學士班(進修),1049,875,83.41
109,公立,技專校院,0053,國立高雄科技大學,五專,183,177,96.72
109,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),141,125,88.65
109,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),55,50,90.91
109,公立,技專校院,0221,國立臺南護理專科學校,五專,363,352,96.97
109,公立,技專校院,0222,國立臺東專科學校,二專(日間),291,258,88.66
109,公立,技專校院,0222,國立臺東專科學校,二專(進修),75,58,77.33
109,公立,技專校院,0222,國立臺東專科學校,五專,54,50,92.59
109,私立,一般大學,1001,東海大學,學士班(日間),2966,2745,92.55
109,私立,一般大學,1001,東海大學,學士班(進修),72,56,77.78
109,私立,一般大學,1002,輔仁大學,學士班(日間),3849,3527,91.63
109,私立,一般大學,1002,輔仁大學,學士班(進修),1066,822,77.11
109,私立,一般大學,1003,東吳大學,學士班(日間),2632,2412,91.64
109,私立,一般大學,1003,東吳大學,學士班(進修),259,199,76.83
109,私立,一般大學,1004,中原大學,學士班(日間),2896,2761,95.34
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),4344,4052,93.28
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),315,194,61.59
109,私立,一般大學,1006,中國文化大學,學士班(日間),4535,3946,87.01
109,私立,一般大學,1006,中國文化大學,學士班(進修),570,349,61.23
109,私立,一般大學,1007,逢甲大學,學士班(日間),3747,3594,95.92
109,私立,一般大學,1007,逢甲大學,學士班(進修),164,125,76.22
109,私立,一般大學,1008,靜宜大學,學士班(日間),2471,2220,89.84
109,私立,一般大學,1009,長庚大學,學士班(日間),1111,1014,91.27
109,私立,一般大學,1010,元智大學,學士班(日間),1596,1493,93.55
109,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),968,792,81.82
109,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),263,58,22.05
109,私立,一般大學,1012,大葉大學,學士班(日間),1479,1224,82.76
109,私立,一般大學,1012,大葉大學,學士班(進修),242,93,38.43
109,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),115,85,73.91
109,私立,一般大學,1014,義守大學,學士班(日間),2711,2378,87.72
109,私立,一般大學,1014,義守大學,學士班(進修),532,263,49.44
109,私立,一般大學,1015,世新大學,學士班(日間),2144,1957,91.28
109,私立,一般大學,1015,世新大學,學士班(進修),112,92,82.14
109,私立,一般大學,1016,銘傳大學,學士班(日間),3747,3436,91.70
109,私立,一般大學,1017,實踐大學,學士班(日間),2515,2181,86.72
109,私立,一般大學,1017,實踐大學,學士班(進修),586,412,70.31
109,私立,技專校院,1018,朝陽科技大學,學士班(日間),2619,2433,92.90
109,私立,技專校院,1018,朝陽科技大學,學士班(進修),774,501,64.73
109,私立,一般大學,1019,高雄醫學大學,學士班(日間),1115,1022,91.66
109,私立,一般大學,1020,南華大學,學士班(日間),1012,886,87.55
109,私立,一般大學,1020,南華大學,學士班(進修),104,69,66.35
109,私立,一般大學,1021,真理大學,學士班(日間),1337,1091,81.60
109,私立,一般大學,1022,大同大學,學士班(日間),830,755,90.96
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),3061,2845,92.94
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),1133,879,77.58
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,71,65,91.55
109,私立,技專校院,1024,崑山科技大學,學士班(日間),1719,1500,87.26
109,私立,技專校院,1024,崑山科技大學,學士班(進修),840,577,68.69
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),2355,2146,91.13
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),834,451,54.08
109,私立,技專校院,1026,樹德科技大學,學士班(日間),1774,1581,89.12
109,私立,技專校院,1026,樹德科技大學,學士班(進修),869,491,56.50
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),650,593,91.23
109,私立,一般大學,1028,臺北醫學大學,學士班(日間),899,823,91.55
109,私立,一般大學,1029,中山醫學大學,學士班(日間),1309,1200,91.67
109,私立,一般大學,1029,中山醫學大學,學士班(進修),40,38,95.00
109,私立,技專校院,1030,龍華科技大學,學士班(日間),1531,1355,88.50
109,私立,技專校院,1030,龍華科技大學,學士班(進修),1046,779,74.47
109,私立,技專校院,1030,龍華科技大學,五專,156,146,93.59
109,私立,技專校院,1031,輔英科技大學,學士班(日間),1668,1493,89.51
109,私立,技專校院,1031,輔英科技大學,學士班(進修),616,407,66.07
109,私立,技專校院,1031,輔英科技大學,五專,555,528,95.14
109,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),26,24,92.31
109,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),13,9,69.23
109,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),1603,1441,89.89
109,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),994,792,79.68
109,私立,一般大學,1033,長榮大學,學士班(日間),1736,1527,87.96
109,私立,一般大學,1033,長榮大學,學士班(進修),296,88,29.73
109,私立,技專校院,1034,弘光科技大學,二專(進修),73,57,78.08
109,私立,技專校院,1034,弘光科技大學,學士班(日間),2056,1919,93.34
109,私立,技專校院,1034,弘光科技大學,學士班(進修),1182,982,83.08
109,私立,技專校院,1034,弘光科技大學,五專,52,51,98.08
109,私立,一般大學,1035,中國醫藥大學,學士班(日間),1129,1078,95.48
109,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),1661,1459,87.84
109,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),1213,865,71.31
109,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),74,54,72.97
109,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),2005,1757,87.63
109,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),2553,2009,78.69
109,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,60,53,88.33
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),1491,1236,82.90
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),1472,898,61.01
109,私立,一般大學,1039,玄奘大學,學士班(日間),451,360,79.82
109,私立,技專校院,1040,建國科技大學,學士班(日間),1065,932,87.51
109,私立,技專校院,1040,建國科技大學,學士班(進修),818,554,67.73
109,私立,技專校院,1041,明志科技大學,學士班(日間),893,854,95.63
109,私立,技專校院,1041,明志科技大學,學士班(進修),119,94,78.99
109,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(日間),257,172,66.93
109,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(進修),241,164,68.05
109,私立,技專校院,1043,大仁科技大學,學士班(日間),841,704,83.71
109,私立,技專校院,1043,大仁科技大學,學士班(進修),885,656,74.12
109,私立,技專校院,1044,聖約翰科技大學,二專(進修),29,19,65.52
109,私立,技專校院,1044,聖約翰科技大學,學士班(日間),243,195,80.25
109,私立,技專校院,1044,聖約翰科技大學,學士班(進修),177,135,76.27
109,私立,技專校院,1044,聖約翰科技大學,五專,53,43,81.13
109,私立,技專校院,1045,嶺東科技大學,學士班(日間),1818,1668,91.75
109,私立,技專校院,1045,嶺東科技大學,學士班(進修),795,536,67.42
109,私立,技專校院,1046,中國科技大學,學士班(日間),1612,1421,88.15
109,私立,技專校院,1046,中國科技大學,學士班(進修),456,268,58.77
109,私立,技專校院,1047,中臺科技大學,學士班(日間),1451,1318,90.83
109,私立,技專校院,1047,中臺科技大學,學士班(進修),854,685,80.21
109,私立,一般大學,1048,亞洲大學,學士班(日間),2246,2020,89.94
109,私立,一般大學,1048,亞洲大學,學士班(進修),230,132,57.39
109,私立,一般大學,1049,開南大學,學士班(日間),878,715,81.44
109,私立,一般大學,1049,開南大學,學士班(進修),346,170,49.13
109,私立,一般大學,1050,佛光大學,學士班(日間),687,584,85.01
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),2097,1898,90.51
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),991,710,71.64
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,199,182,91.46
109,私立,技專校院,1052,中信金學校財團法人中信科技大學,二專(進修),18,16,88.89
109,私立,技專校院,1052,中信金學校財團法人中信科技大學,學士班(日間),763,635,83.22
109,私立,技專校院,1052,中信金學校財團法人中信科技大學,學士班(進修),222,167,75.23
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),993,832,83.79
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),695,533,76.69
109,私立,技專校院,1054,景文科技大學,學士班(日間),1100,977,88.82
109,私立,技專校院,1054,景文科技大學,學士班(進修),684,366,53.51
109,私立,技專校院,1055,中華醫事科技大學,二專(日間),45,38,84.44
109,私立,技專校院,1055,中華醫事科技大學,學士班(日間),1010,931,92.18
109,私立,技專校院,1055,中華醫事科技大學,學士班(進修),570,401,70.35
109,私立,技專校院,1055,中華醫事科技大學,五專,624,581,93.11
109,私立,技專校院,1056,東南科技大學,學士班(日間),1069,871,81.48
109,私立,技專校院,1056,東南科技大學,學士班(進修),243,133,54.73
109,私立,技專校院,1057,德明財經科技大學,學士班(日間),1692,1524,90.07
109,私立,技專校院,1057,德明財經科技大學,學士班(進修),168,118,70.24
109,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),349,291,83.38
109,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),228,101,44.30
109,私立,技專校院,1060,南開科技大學,學士班(日間),360,305,84.72
109,私立,技專校院,1060,南開科技大學,學士班(進修),192,124,64.58
109,私立,技專校院,1060,南開科技大學,五專,84,73,86.90
109,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),792,704,88.89
109,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),460,254,55.22
109,私立,技專校院,1062,僑光科技大學,學士班(日間),1521,1362,89.55
109,私立,技專校院,1062,僑光科技大學,學士班(進修),1194,867,72.61
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),352,308,87.50
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),738,557,75.47
109,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),767,694,90.48
109,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),510,388,76.08
109,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,328,311,94.82
109,私立,技專校院,1065,吳鳳科技大學,學士班(日間),707,627,88.68
109,私立,技專校院,1065,吳鳳科技大學,學士班(進修),271,165,60.89
109,私立,技專校院,1066,環球學校財團法人環球科技大學,二專(進修),97,48,49.48
109,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),537,441,82.12
109,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(進修),424,240,56.60
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),171,135,78.95
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(進修),42,32,76.19
109,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),255,148,58.04
109,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),712,413,58.01
109,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),747,601,80.46
109,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),458,287,62.66
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),1587,1540,97.04
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),571,501,87.74
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(進修),11,6,54.55
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),1752,1453,82.93
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),362,156,43.09
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,192,174,90.63
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),29,23,79.31
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(進修),92,70,76.09
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,42,34,80.95
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),1136,957,84.24
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),292,122,41.78
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,51,43,84.31
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),1285,1159,90.19
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),621,411,66.18
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,365,350,95.89
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,二專(進修),73,55,75.34
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),401,325,81.05
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(進修),521,402,77.16
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,108,83,76.85
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),414,381,92.03
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(進修),54,45,83.33
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,284,269,94.72
109,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),1575,1500,95.24
109,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),827,628,75.94
109,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,330,306,92.73
109,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(進修),93,80,86.02
109,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),65,44,67.69
109,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(進修),60,55,91.67
109,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,524,484,92.37
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,二專(進修),26,26,100.00
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),518,431,83.20
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),839,642,76.52
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,212,181,85.38
109,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(日間),64,47,73.44
109,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(進修),27,7,25.93
109,私立,技專校院,1081,東方學校財團法人東方設計大學,五專,109,88,80.73
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),412,316,76.70
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(日間),21,15,71.43
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(進修),86,67,77.91
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),745,604,81.07
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),177,143,80.79
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,166,144,86.75
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),197,162,82.23
109,私立,技專校院,1148,大漢技術學院,二專(進修),101,67,66.34
109,私立,技專校院,1148,大漢技術學院,學士班(日間),52,47,90.38
109,私立,技專校院,1148,大漢技術學院,學士班(進修),245,150,61.22
109,私立,技專校院,1159,和春技術學院,二專(進修),98,73,74.49
109,私立,技專校院,1159,和春技術學院,學士班(日間),43,28,65.12
109,私立,技專校院,1159,和春技術學院,學士班(進修),172,149,86.63
109,私立,技專校院,1159,和春技術學院,五專,5,3,60.00
109,私立,技專校院,1166,亞東技術學院,學士班(日間),1126,1043,92.63
109,私立,技專校院,1166,亞東技術學院,學士班(進修),49,45,91.84
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),310,272,87.74
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),370,219,59.19
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,38,37,97.37
109,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),94,1,1.06
109,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),167,46,27.54
109,私立,技專校院,1182,蘭陽技術學院,學士班(日間),26,19,73.08
109,私立,技專校院,1182,蘭陽技術學院,五專,21,17,80.95
109,私立,技專校院,1183,黎明技術學院,學士班(日間),824,647,78.52
109,私立,技專校院,1183,黎明技術學院,學士班(進修),539,286,53.06
109,私立,技專校院,1183,黎明技術學院,五專,50,45,90.00
109,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(日間),486,395,81.28
109,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(進修),91,38,41.76
109,私立,技專校院,1185,德育學校財團法人德育護理健康學院,五專,232,190,81.90
109,私立,技專校院,1188,大同技術學院,學士班(日間),92,68,73.91
109,私立,技專校院,1188,大同技術學院,學士班(進修),189,137,72.49
109,私立,技專校院,1188,大同技術學院,五專,8,8,100.00
109,私立,技專校院,1192,臺灣觀光學院,二專(進修),29,18,62.07
109,私立,技專校院,1192,臺灣觀光學院,學士班(日間),74,19,25.68
109,私立,技專校院,1192,臺灣觀光學院,學士班(進修),57,21,36.84
109,私立,技專校院,1192,臺灣觀光學院,五專,14,7,50.00
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),147,140,95.24
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學士班(日間),12,8,66.67
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(日間),30,28,93.33
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(進修),153,87,56.86
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,769,714,92.85
109,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),260,131,50.38
109,私立,技專校院,1283,仁德醫護管理專科學校,五專,1182,1106,93.57
109,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),243,220,90.53
109,私立,技專校院,1284,樹人醫護管理專科學校,五專,1453,1324,91.12
109,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),52,48,92.31
109,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),134,84,62.69
109,私立,技專校院,1285,慈惠醫護管理專科學校,五專,604,551,91.23
109,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),64,60,93.75
109,私立,技專校院,1286,耕莘健康管理專科學校,五專,819,775,94.63
109,私立,技專校院,1287,敏惠醫護管理專科學校,五專,782,737,94.25
109,私立,技專校院,1289,育英醫護管理專科學校,五專,369,349,94.58
109,私立,技專校院,1291,聖母醫護管理專科學校,二專(日間),22,21,95.45
109,私立,技專校院,1291,聖母醫護管理專科學校,二專(進修),18,16,88.89
109,私立,技專校院,1291,聖母醫護管理專科學校,五專,394,350,88.83
109,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),31,22,70.97
109,私立,技專校院,1292,新生醫護管理專科學校,五專,1167,1108,94.94
109,私立,技專校院,1293,崇仁醫護管理專科學校,五專,665,644,96.84
109,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),18,18,100.00
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),25,19,76.00
109,公立,一般大學,3002,臺北市立大學,學士班(日間),1254,1153,91.95
110,公立,一般大學,0001,國立政治大學,學士班(日間),2022,1910,94.46
110,公立,一般大學,0002,國立清華大學,學士班(日間),1895,1813,95.67
110,公立,一般大學,0003,國立臺灣大學,學士班(日間),3228,3084,95.54
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),1748,1662,95.08
110,公立,一般大學,0005,國立成功大學,學士班(日間),2445,2289,93.62
110,公立,一般大學,0006,國立中興大學,學士班(日間),1779,1645,92.47
110,公立,一般大學,0006,國立中興大學,學士班(進修),230,196,85.22
110,公立,一般大學,0007,國立陽明交通大學,學士班(日間),1780,1688,94.83
110,公立,一般大學,0008,國立中央大學,學士班(日間),1458,1371,94.03
110,公立,一般大學,0009,國立中山大學,學士班(日間),1066,1001,93.90
110,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),1343,1267,94.34
110,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),189,163,86.24
110,公立,一般大學,0013,國立中正大學,學士班(日間),1482,1383,93.32
110,公立,一般大學,0014,國立高雄師範大學,學士班(日間),888,813,91.55
110,公立,一般大學,0015,國立彰化師範大學,學士班(日間),1136,1081,95.16
110,公立,一般大學,0017,國立臺北大學,學士班(日間),1330,1267,95.26
110,公立,一般大學,0017,國立臺北大學,學士班(進修),573,460,80.28
110,公立,一般大學,0018,國立嘉義大學,學士班(日間),1746,1629,93.30
110,公立,一般大學,0018,國立嘉義大學,學士班(進修),471,389,82.59
110,公立,一般大學,0019,國立高雄大學,學士班(日間),1022,944,92.37
110,公立,一般大學,0019,國立高雄大學,學士班(進修),58,38,65.52
110,公立,一般大學,0020,國立東華大學,學士班(日間),1769,1658,93.73
110,公立,一般大學,0021,國立暨南國際大學,學士班(日間),994,939,94.47
110,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),1301,1257,96.62
110,公立,技專校院,0023,國立雲林科技大學,學士班(日間),1589,1527,96.10
110,公立,技專校院,0023,國立雲林科技大學,學士班(進修),57,50,87.72
110,公立,技專校院,0024,國立屏東科技大學,學士班(日間),1824,1700,93.20
110,公立,技專校院,0024,國立屏東科技大學,學士班(進修),403,346,85.86
110,公立,技專校院,0025,國立臺北科技大學,學士班(日間),1448,1396,96.41
110,公立,技專校院,0025,國立臺北科技大學,學士班(進修),436,415,95.18
110,公立,技專校院,0025,國立臺北科技大學,五專,32,31,96.88
110,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),340,321,94.41
110,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),480,461,96.04
110,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),509,476,93.52
110,公立,一般大學,0030,國立臺東大學,學士班(日間),910,827,90.88
110,公立,一般大學,0030,國立臺東大學,學士班(進修),148,118,79.73
110,公立,一般大學,0031,國立宜蘭大學,學士班(日間),1070,972,90.84
110,公立,一般大學,0031,國立宜蘭大學,學士班(進修),99,84,84.85
110,公立,一般大學,0032,國立聯合大學,學士班(日間),1495,1402,93.78
110,公立,一般大學,0032,國立聯合大學,學士班(進修),247,184,74.49
110,公立,技專校院,0033,國立虎尾科技大學,二專(日間),27,21,77.78
110,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),1952,1833,93.90
110,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),669,556,83.11
110,公立,技專校院,0033,國立虎尾科技大學,五專,83,81,97.59
110,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),136,118,86.76
110,公立,一般大學,0036,國立臺南大學,學士班(日間),921,861,93.49
110,公立,一般大學,0036,國立臺南大學,學士班(進修),57,45,78.95
110,公立,一般大學,0037,國立臺北教育大學,學士班(日間),766,730,95.30
110,公立,一般大學,0039,國立臺中教育大學,學士班(日間),731,682,93.30
110,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),667,593,88.91
110,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),85,59,69.41
110,公立,技專校院,0042,國立澎湖科技大學,五專,10,10,100.00
110,公立,技專校院,0043,國立勤益科技大學,二專(進修),225,173,76.89
110,公立,技專校院,0043,國立勤益科技大學,學士班(日間),1683,1581,93.94
110,公立,技專校院,0043,國立勤益科技大學,學士班(進修),1219,1034,84.82
110,公立,一般大學,0044,國立體育大學,學士班(日間),429,388,90.44
110,公立,一般大學,0044,國立體育大學,學士班(進修),39,32,82.05
110,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),1126,1080,95.91
110,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),247,238,96.36
110,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),720,698,96.94
110,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),332,323,97.29
110,公立,技專校院,0047,國立高雄餐旅大學,五專,50,50,100.00
110,公立,一般大學,0048,國立金門大學,學士班(日間),689,625,90.71
110,公立,一般大學,0048,國立金門大學,學士班(進修),209,166,79.43
110,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),578,516,89.27
110,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),98,82,83.67
110,公立,技專校院,0050,國立臺中科技大學,二專(進修),650,501,77.08
110,公立,技專校院,0050,國立臺中科技大學,學士班(日間),1958,1878,95.91
110,公立,技專校院,0050,國立臺中科技大學,學士班(進修),1433,1185,82.69
110,公立,技專校院,0050,國立臺中科技大學,五專,765,742,96.99
110,公立,技專校院,0051,國立臺北商業大學,二專(進修),255,221,86.67
110,公立,技專校院,0051,國立臺北商業大學,學士班(日間),860,832,96.74
110,公立,技專校院,0051,國立臺北商業大學,學士班(進修),755,657,87.02
110,公立,技專校院,0051,國立臺北商業大學,五專,346,335,96.82
110,公立,一般大學,0052,國立屏東大學,學士班(日間),1575,1502,95.37
110,公立,一般大學,0052,國立屏東大學,學士班(進修),243,211,86.83
110,公立,技專校院,0053,國立高雄科技大學,學士班(日間),4425,4235,95.71
110,公立,技專校院,0053,國立高雄科技大學,學士班(進修),993,823,82.88
110,公立,技專校院,0053,國立高雄科技大學,五專,148,142,95.95
110,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),139,126,90.65
110,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),59,56,94.92
110,公立,技專校院,0221,國立臺南護理專科學校,五專,373,369,98.93
110,公立,技專校院,0222,國立臺東專科學校,二專(日間),318,289,90.88
