學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),國家(地區)別(108.12新增),國家(地區)區域別(108.12新增),畢業境外生總人數小計,畢業境外生總人數男,畢業境外生總人數女,畢業外國學生小計,畢業外國學生男,畢業外國學生女,畢業僑生小計,畢業僑生男,畢業僑生女,畢業港澳生小計,畢業港澳生男,畢業港澳生女,畢業大陸地區來臺學位生小計,畢業大陸地區來臺學位生男,畢業大陸地區來臺學位生女
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),...,...,12,5,7,6,3,3,2,0,2,4,2,2,0,0,0
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),...,...,5,2,3,1,1,0,2,0,2,0,0,0,2,1,1
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),...,...,4,2,2,1,0,1,0,0,0,3,2,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,碩士班(日間),...,...,4,1,3,1,0,1,1,0,1,1,0,1,1,1,0
106,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),...,...,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,碩士班(日間),...,...,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),...,...,3,1,2,1,1,0,1,0,1,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,博士班,...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),...,...,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2
106,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,博士班,...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),...,...,7,3,4,2,0,2,1,0,1,0,0,0,4,3,1
106,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,碩士班(日間),...,...,4,3,1,1,0,1,0,0,0,0,0,0,3,3,0
106,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,學士班(日間),...,...,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),...,...,5,2,3,2,1,1,3,1,2,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,碩士班(日間),...,...,4,1,3,0,0,0,0,0,0,1,0,1,3,1,2
106,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),...,...,3,2,1,1,1,0,2,1,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,碩士班(日間),...,...,10,6,4,3,1,2,0,0,0,1,1,0,6,4,2
106,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),...,...,5,4,1,2,2,0,2,1,1,0,0,0,1,1,0
106,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),...,...,18,8,10,16,8,8,0,0,0,0,0,0,2,0,2
106,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),...,...,4,1,3,3,1,2,1,0,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,...,...,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),...,...,7,3,4,2,1,1,1,1,0,0,0,0,4,1,3
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),...,...,14,6,8,4,2,2,9,3,6,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),...,...,9,2,7,1,0,1,2,1,1,0,0,0,6,1,5
106,公立,一般大學,0003,國立臺灣大學,04212036,科際整合法律學研究所,碩士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),...,...,4,2,2,1,1,0,3,1,2,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),...,...,3,2,1,1,0,1,2,2,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,學士班(日間),...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,碩士班(日間),...,...,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,博士班,...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),...,...,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05121046,分子與細胞生物學研究所,博士班,...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,碩士班(日間),...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05123050,生物化學暨分子生物學研究所,碩士班(日間),...,...,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,博士班,...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),...,...,4,1,3,2,0,2,1,1,0,0,0,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,...,...,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,碩士班(日間),...,...,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),...,...,3,3,0,1,1,0,0,0,0,1,1,0,1,1,0
106,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,學士班(日間),...,...,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,碩士班(日間),...,...,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),...,...,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),...,...,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05331055,應用物理學研究所,博士班,...,...,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,碩士班(日間),...,...,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,05499061,應用數學科學研究所,碩士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,碩士班(日間),...,...,7,4,3,0,0,0,1,1,0,1,0,1,5,3,2
106,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),...,...,5,5,0,0,0,0,1,1,0,1,1,0,3,3,0
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),...,...,6,5,1,2,1,1,3,3,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),...,...,17,14,3,6,6,0,3,3,0,0,0,0,8,5,3
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,學士班(日間),...,...,4,2,2,2,0,2,2,2,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,碩士班(日間),...,...,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,學士班(日間),...,...,3,2,1,0,0,0,2,2,0,0,0,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,博士班,...,...,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0
106,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,碩士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,碩士班(日間),...,...,2,1,1,0,0,0,0,0,0,1,1,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,學士班(日間),...,...,12,9,3,1,1,0,8,6,2,2,2,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),...,...,14,13,1,3,3,0,2,2,0,0,0,0,9,8,1
106,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,碩士班(日間),...,...,4,4,0,2,2,0,1,1,0,0,0,0,1,1,0
106,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,碩士班(日間),...,...,6,4,2,1,1,0,2,2,0,0,0,0,3,1,2
106,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),...,...,4,4,0,3,3,0,0,0,0,0,0,0,1,1,0
106,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,學士班(日間),...,...,8,8,0,3,3,0,1,1,0,4,4,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,碩士班(日間),...,...,13,11,2,3,2,1,1,1,0,2,2,0,7,6,1
106,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,學士班(日間),...,...,3,2,1,1,0,1,2,2,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,碩士班(日間),...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,學士班(日間),...,...,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,碩士班(日間),...,...,3,3,0,0,0,0,1,1,0,0,0,0,2,2,0
106,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,碩士班(日間),...,...,3,3,0,2,2,0,0,0,0,0,0,0,1,1,0
106,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,碩士班(日間),...,...,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07193083,醫學工程學研究所,碩士班(日間),...,...,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,碩士班(日間),...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,碩士班(日間),...,...,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2
106,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,學士班(日間),...,...,4,4,0,2,2,0,1,1,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,碩士班(日間),...,...,17,13,4,11,10,1,1,0,1,1,0,1,4,3,1
106,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,學士班(日間),...,...,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,碩士班(日間),...,...,3,2,1,1,1,0,0,0,0,1,1,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,學士班(日間),...,...,5,5,0,3,3,0,2,2,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,碩士班(日間),...,...,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,碩士班(日間),...,...,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
106,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),...,...,4,1,3,0,0,0,3,1,2,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,碩士班(日間),...,...,4,2,2,0,0,0,1,1,0,0,0,0,3,1,2
106,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),...,...,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,碩士班(日間),...,...,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),...,...,4,1,3,1,1,0,2,0,2,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,碩士班(日間),...,...,9,7,2,7,6,1,0,0,0,0,0,0,2,1,1
106,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,學士班(日間),...,...,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,碩士班(日間),...,...,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,學士班(日間),...,...,3,1,2,0,0,0,1,0,1,1,1,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,碩士班(日間),...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08194095,植物醫學碩士學位學程,碩士班(日間),...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,學士班(日間),...,...,3,2,1,0,0,0,1,1,0,2,1,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,碩士班(日間),...,...,5,2,3,1,1,0,3,1,2,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,碩士班(日間),...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,學士班(日間),...,...,7,5,2,3,1,2,1,1,0,3,3,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,碩士班(日間),...,...,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,09111137,牙醫學系,學士班(日間),...,...,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09121107,醫學系七年制,學士班(日間),...,...,13,7,6,0,0,0,12,7,5,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09121108,臨床醫學研究所,博士班,...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09121109,分子醫學研究所,碩士班(日間),...,...,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09121110,免疫學研究所,碩士班(日間),...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09121112,病理學研究所,碩士班(日間),...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,博士班,...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,學士班(日間),...,...,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,博士班,...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,學士班(日間),...,...,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,碩士班(日間),...,...,3,0,3,0,0,0,1,0,1,1,0,1,1,0,1
106,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系四年制,學士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,碩士班(日間),...,...,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,學士班(日間),...,...,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,學士班(日間),...,...,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,博士班,...,...,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,碩士班(日間),...,...,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2
106,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,學士班(日間),...,...,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生碩士學位學程,碩士班(日間),...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09191123,職業醫學與工業衛生研究所,碩士班(日間),...,...,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
106,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,碩士班(日間),...,...,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,博士班,...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,碩士班(日間),...,...,3,0,3,0,0,0,0,0,0,1,0,1,2,0,2
106,公立,一般大學,0003,國立臺灣大學,09199141,毒理學研究所,碩士班(日間),...,...,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1
106,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,學士班(日間),...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,碩士班(日間),...,...,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,學士班(日間),...,...,5,0,5,0,0,0,4,0,4,1,0,1,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,學士班(日間),...,...,5,1,4,1,1,0,1,0,1,3,0,3,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,碩士班(日間),...,...,3,1,2,0,0,0,0,0,0,2,0,2,1,1,0
106,公立,一般大學,0004,國立臺灣師範大學,01114019,教育政策與行政研究所,碩士班(日間),...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,碩士班(日間),...,...,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1
106,公立,一般大學,0004,國立臺灣師範大學,01116014,資訊教育研究所,碩士班(日間),...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,學士班(日間),...,...,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,學士班(日間),...,...,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,學士班(日間),...,...,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,學士班(日間),...,...,5,1,4,0,0,0,4,1,3,1,0,1,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,博士班,...,...,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,碩士班(日間),...,...,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01141013,環境教育研究所,博士班,...,...,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01141013,環境教育研究所,碩士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,學士班(日間),...,...,5,5,0,0,0,0,1,1,0,4,4,0,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,博士班,...,...,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,碩士班(日間),...,...,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1
106,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,學士班(日間),...,...,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,學士班(日間),...,...,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,碩士班(日間),...,...,4,2,2,0,0,0,2,1,1,0,0,0,2,1,1
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),...,...,5,1,4,1,0,1,2,1,1,1,0,1,1,0,1
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,碩士班(日間),...,...,5,1,4,0,0,0,1,0,1,1,1,0,3,0,3
106,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,學士班(日間),...,...,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
106,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,碩士班(日間),...,...,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
