學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),264,93,171
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,碩士班(日間),73,40,33
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,博士班,9,8,1
112,公立,一般大學,0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,碩士在職專班,79,49,30
112,公立,一般大學,0001,國立政治大學,03122046,國際研究英語碩士學位學程,碩士班(日間),58,31,27
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,學士班(日間),221,56,165
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,碩士班(日間),91,25,66
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,博士班,10,5,5
112,公立,一般大學,0001,國立政治大學,03131033,輔導與諮商碩士學位學程,碩士班(日間),50,13,37
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,學士班(日間),210,70,140
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,碩士班(日間),63,27,36
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,博士班,8,4,4
112,公立,一般大學,0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,碩士班(日間),17,7,10
112,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,碩士班(日間),69,51,18
112,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,博士班,38,21,17
112,公立,一般大學,0001,國立政治大學,03143036,日本研究博士學位學程,博士班,10,3,7
112,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),37,18,19
112,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,碩士班(日間),30,18,12
112,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語博士學位學程,博士班,80,49,31
112,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),97,49,48
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,學士班(日間),499,250,249
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士班(日間),69,32,37
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士在職專班,97,52,45
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,博士班,17,9,8
112,公立,一般大學,0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,碩士班(日間),37,15,22
112,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,碩士班(日間),71,34,37
112,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,博士班,40,24,16
112,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,碩士班(日間),54,17,37
112,公立,一般大學,0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,碩士班(日間),225,43,182
112,公立,一般大學,0001,國立政治大學,03211050,國際傳播英語碩士學位學程,碩士班(日間),65,19,46
112,公立,一般大學,0001,國立政治大學,03211056,傳播學院大一大二不分系,學士班(日間),405,118,287
112,公立,一般大學,0001,國立政治大學,03211056,傳播學院博士班,博士班,48,24,24
112,公立,一般大學,0001,國立政治大學,03211056,傳播學院碩士在職專班,碩士在職專班,78,27,51
112,公立,一般大學,0001,國立政治大學,03213052,廣播電視學系,學士班(日間),207,72,135
112,公立,一般大學,0001,國立政治大學,03214051,新聞學系,學士班(日間),93,25,68
112,公立,一般大學,0001,國立政治大學,03214051,新聞學系,博士班,1,0,1
112,公立,一般大學,0001,國立政治大學,03214093,全球傳播與創新科技碩士學位學程,碩士班(日間),77,17,60
112,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,碩士班(日間),67,14,53
112,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,博士班,12,6,6
112,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,碩士在職專班,74,19,55
112,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),395,177,218
112,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),133,52,81
112,公立,一般大學,0001,國立政治大學,04111059,會計學系,博士班,4,2,2
112,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,學士班(日間),212,97,115
112,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,碩士班(日間),91,50,41
112,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,博士班,12,5,7
112,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),259,136,123
112,公立,一般大學,0001,國立政治大學,04121068,金融學系,碩士班(日間),77,53,24
112,公立,一般大學,0001,國立政治大學,04121068,金融學系,博士班,21,19,2
112,公立,一般大學,0001,國立政治大學,04122070,財政學系,學士班(日間),380,157,223
112,公立,一般大學,0001,國立政治大學,04122070,財政學系,碩士班(日間),71,27,44
112,公立,一般大學,0001,國立政治大學,04122070,財政學系,博士班,4,3,1
112,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),220,106,114
112,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,碩士班(日間),75,39,36
112,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,博士班,13,10,3
112,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),251,96,155
112,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),442,183,259
112,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,博士班,55,29,26
112,公立,一般大學,0001,國立政治大學,04131062,經營管理碩士學程全球華商班,碩士在職專班,101,57,44
112,公立,一般大學,0001,國立政治大學,04131062,經營管理碩士學程高階經營班,碩士在職專班,491,299,192
112,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),125,56,69
112,公立,一般大學,0001,國立政治大學,04131091,創新國際學院學士班,學士班(日間),157,55,102
112,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,學士班(日間),180,62,118
112,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,碩士班(日間),104,40,64
112,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,博士班,16,9,7
112,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程,碩士在職專班,266,88,178
112,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程現役軍人營區碩士在職專班,碩士在職專班,63,41,22
112,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程領導決策現役軍人營區碩士在職專班,碩士在職專班,26,18,8
112,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),386,173,213
112,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),124,54,70
112,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,博士班,6,3,3
112,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),238,57,181
112,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),162,51,111
112,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,博士班,32,14,18
112,公立,一般大學,0001,國立政治大學,04211073,法律學系,學士班(日間),736,314,422
112,公立,一般大學,0001,國立政治大學,04211074,法律科際整合研究所,碩士班(日間),94,47,47
112,公立,一般大學,0001,國立政治大學,04211075,法學院碩士在職專班,碩士在職專班,262,125,137
112,公立,一般大學,0001,國立政治大學,04212073,法律學系,碩士班(日間),238,122,116
112,公立,一般大學,0001,國立政治大學,04212073,法律學系,博士班,44,29,15
112,公立,一般大學,0001,國立政治大學,05199083,神經科學研究所,碩士班(日間),2,1,1
112,公立,一般大學,0001,國立政治大學,05331077,應用物理研究所,碩士班(日間),22,19,3
112,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),201,142,59
112,公立,一般大學,0001,國立政治大學,05411078,應用數學系,碩士班(日間),49,37,12
112,公立,一般大學,0001,國立政治大學,05411078,應用數學系,博士班,10,9,1
112,公立,一般大學,0001,國立政治大學,05421079,統計學系,學士班(日間),235,122,113
112,公立,一般大學,0001,國立政治大學,05421079,統計學系,碩士班(日間),66,43,23
112,公立,一般大學,0001,國立政治大學,05421079,統計學系,博士班,7,5,2
112,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),349,176,173
112,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,碩士班(日間),113,50,63
112,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,博士班,38,27,11
112,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),238,175,63
112,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),167,119,48
112,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士在職專班,102,79,23
112,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,博士班,11,7,4
112,公立,一般大學,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,博士班,14,11,3
112,公立,一般大學,0001,國立政治大學,06131095,資訊安全碩士學位學程,碩士班(日間),9,3,6
112,公立,一般大學,0001,國立政治大學,06134057,數位內容碩士學位學程,碩士班(日間),57,13,44
112,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,碩士班(日間),60,17,43
112,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,博士班,20,7,13
112,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),182,48,134
112,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),120,18,102
112,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,博士班,65,22,43
112,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系教育行政碩士在職專班,碩士在職專班,61,13,48
112,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系課程與教學碩士在職專班,碩士在職專班,146,21,125
112,公立,一般大學,0002,國立清華大學,01111112,竹師教育學院學士班,學士班(日間),137,55,82
112,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),159,25,134
112,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,碩士班(日間),56,5,51
112,公立,一般大學,0002,國立清華大學,01113110,學前特殊教育碩士在職學位學程,碩士在職專班,7,0,7
112,公立,一般大學,0002,國立清華大學,01115124,華德福教育碩士在職學位學程,碩士在職專班,35,6,29
112,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),166,9,157
112,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),67,7,60
112,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士在職專班,65,3,62
112,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士班(日間),72,42,30
112,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士在職專班,70,17,53
112,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所科學教育教師碩士在職專班,碩士在職專班,1,0,1
112,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所數學教育教師碩士在職專班,碩士在職專班,3,1,2
112,公立,一般大學,0002,國立清華大學,01131105,英語教學系,學士班(日間),148,43,105
112,公立,一般大學,0002,國立清華大學,01131105,英語教學系,碩士班(日間),35,2,33
112,公立,一般大學,0002,國立清華大學,01141098,藝術與設計學系美勞教師碩士在職專班,碩士在職專班,41,1,40
112,公立,一般大學,0002,國立清華大學,01141127,運動科學系,學士班(日間),200,109,91
112,公立,一般大學,0002,國立清華大學,01141127,運動科學系,碩士班(日間),47,21,26
112,公立,一般大學,0002,國立清華大學,01141127,運動科學系,碩士在職專班,43,23,20
112,公立,一般大學,0002,國立清華大學,01199112,竹師教育學院博士班,博士班,6,1,5
112,公立,一般大學,0002,國立清華大學,01199130,竹師教育學院跨領域STEAM教育碩士在職專班,碩士在職專班,40,9,31
112,公立,一般大學,0002,國立清華大學,02111136,科技藝術研究所,碩士班(日間),12,5,7
112,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),328,64,264
112,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,碩士班(日間),84,13,71
112,公立,一般大學,0002,國立清華大學,02151096,音樂學系,學士班(日間),157,55,102
112,公立,一般大學,0002,國立清華大學,02151096,音樂學系,碩士班(日間),60,19,41
112,公立,一般大學,0002,國立清華大學,02151096,音樂學系音樂教師碩士在職專班,碩士在職專班,1,0,1
112,公立,一般大學,0002,國立清華大學,02191113,藝術學院學士班,學士班(日間),153,43,110
112,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,碩士班(日間),32,20,12
112,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,博士班,17,10,7
112,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,碩士班(日間),50,16,34
112,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,博士班,12,4,8
112,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,碩士班(日間),31,26,5
112,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,博士班,1,1,0
112,公立,一般大學,0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),5,1,4
112,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,學士班(日間),349,98,251
112,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),191,58,133
112,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,碩士班(日間),35,6,29
112,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,碩士班(日間),42,19,23
112,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,博士班,23,7,16
112,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,碩士班(日間),53,18,35
112,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,博士班,21,5,16
112,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),215,62,153
112,公立,一般大學,0002,國立清華大學,02322003,中國文學系,碩士班(日間),84,24,60
112,公立,一般大學,0002,國立清華大學,02322003,中國文學系,博士班,58,24,34
112,公立,一般大學,0002,國立清華大學,02322109,中國語文學系,碩士班(日間),2,0,2
112,公立,一般大學,0002,國立清華大學,02322109,中國語文學系語文教師碩士在職專班,碩士在職專班,2,0,2
112,公立,一般大學,0002,國立清華大學,02322109,中國語文學系語文碩士在職專班,碩士在職專班,7,2,5
112,公立,一般大學,0002,國立清華大學,02323114,華文文學研究所,碩士班(日間),54,14,40
112,公立,一般大學,0002,國立清華大學,02323144,華語文碩士學位學程,碩士班(日間),3,1,2
112,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,碩士班(日間),30,16,14
112,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,博士班,14,10,4
112,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),478,201,277
112,公立,一般大學,0002,國立清華大學,03111011,經濟學系,碩士班(日間),55,32,23
112,公立,一般大學,0002,國立清華大學,03111011,經濟學系,博士班,11,4,7
112,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟碩士班,碩士班(日間),39,26,13
112,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),187,44,143
112,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士班(日間),137,28,109
112,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士在職專班,131,17,114
112,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,博士班,27,14,13
112,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系教育心理與諮商碩士在職專班,碩士在職專班,2,0,2
112,公立,一般大學,0002,國立清華大學,03131135,竹師教育學院心理與諮商碩士新加坡境外在職專班,碩士在職專班,11,1,10
112,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,碩士班(日間),89,46,43
112,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,博士班,16,8,8
112,公立,一般大學,0002,國立清華大學,03143013,台灣研究教師在職進修碩士學位班,碩士在職專班,66,10,56
112,公立,一般大學,0002,國立清華大學,03199015,學習科學研究所,碩士班(日間),3,1,2
112,公立,一般大學,0002,國立清華大學,03199111,學習科學與科技研究所,碩士班(日間),75,24,51
112,公立,一般大學,0002,國立清華大學,04121019,科技管理學院財務金融碩士在職專班,碩士在職專班,52,17,35
112,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,學士班(日間),253,116,137
112,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,碩士班(日間),51,29,22
112,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,博士班,3,2,1
112,公立,一般大學,0002,國立清華大學,04131016,經營管理碩士在職專班,碩士在職專班,123,70,53
112,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),69,28,41
112,公立,一般大學,0002,國立清華大學,04134014,科技管理學院公共政策與管理碩士在職專班,碩士在職專班,49,17,32
112,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,碩士班(日間),65,26,39
112,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,博士班,25,14,11
112,公立,一般大學,0002,國立清華大學,04199021,科技管理學院高階經營管理亞太地區馬來西亞境外碩士在職專班,碩士在職專班,21,15,6
112,公立,一般大學,0002,國立清華大學,04199021,科技管理學院高階經營管理深圳境外碩士在職專班,碩士在職專班,27,19,8
112,公立,一般大學,0002,國立清華大學,04199021,高階經營管理碩士在職專班,碩士在職專班,90,65,25
112,公立,一般大學,0002,國立清華大學,04199021,高階經營管理雙聯碩士在職學位學程,碩士在職專班,40,26,14
112,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,碩士班(日間),52,11,41
112,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,博士班,14,11,3
112,公立,一般大學,0002,國立清華大學,04199023,科技管理學院學士班,學士班(日間),346,141,205
112,公立,一般大學,0002,國立清華大學,04199131,科技管理學院健康政策與經營管理碩士在職專班,碩士在職專班,29,6,23
112,公立,一般大學,0002,國立清華大學,04211B01,學士後法律學士學位學程,學士班(日間),1,1,0
112,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,碩士班(日間),95,34,61
112,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,博士班,17,10,7
112,公立,一般大學,0002,國立清華大學,05111106,應用科學系,學士班(日間),1,1,0
112,公立,一般大學,0002,國立清華大學,05121025,生命科學系,學士班(日間),210,96,114
112,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,碩士班(日間),47,24,23
112,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,博士班,38,25,13
112,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,碩士班(日間),56,25,31
112,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,博士班,26,18,8
112,公立,一般大學,0002,國立清華大學,05121029,生技產業博士學位學程,博士班,8,5,3
112,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),66,34,32
112,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,博士班,37,23,14
112,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,碩士班(日間),45,17,28
112,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,博士班,23,9,14
112,公立,一般大學,0002,國立清華大學,05121143,藥品與醫材法規科學碩士在職學位學程,碩士在職專班,12,3,9
112,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,碩士班(日間),35,17,18
112,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,博士班,11,8,3
112,公立,一般大學,0002,國立清華大學,05199142,生命科學暨醫學院學士班,學士班(日間),138,56,82
112,公立,一般大學,0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),博士班,9,5,4
112,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,學士班(日間),1,0,1
112,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,碩士班(日間),56,21,35
112,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系社區與社會學習領域碩士在職專班,碩士在職專班,53,23,30
112,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系社會學習領域教師碩士在職專班,碩士在職專班,2,1,1
112,公立,一般大學,0002,國立清華大學,05211121,分析與環境科學研究所,碩士班(日間),44,18,26
112,公立,一般大學,0002,國立清華大學,05211121,分析與環境科學研究所,博士班,1,1,0
112,公立,一般大學,0002,國立清華大學,05311037,化學系,學士班(日間),280,178,102
112,公立,一般大學,0002,國立清華大學,05311037,化學系,碩士班(日間),211,142,69
112,公立,一般大學,0002,國立清華大學,05311037,化學系,博士班,82,60,22
112,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),289,240,49
112,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),209,180,29
112,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,82,75,7
112,公立,一般大學,0002,國立清華大學,05331137,量子科技暨尖端材料博士學位學程,博士班,1,1,0
112,公立,一般大學,0002,國立清華大學,05332039,天文研究所,碩士班(日間),21,11,10
112,公立,一般大學,0002,國立清華大學,05332039,天文研究所,博士班,18,9,9
112,公立,一般大學,0002,國立清華大學,05399040,先進光源科技碩士學位學程,碩士班(日間),4,3,1
112,公立,一般大學,0002,國立清華大學,05399042,理學院學士班,學士班(日間),169,124,45
112,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),262,216,46
112,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),55,53,2
112,公立,一般大學,0002,國立清華大學,05411043,數學系,博士班,12,11,1
112,公立,一般大學,0002,國立清華大學,05411115,計算與建模科學研究所,碩士班(日間),25,19,6
112,公立,一般大學,0002,國立清華大學,05421044,統計學研究所,碩士班(日間),51,45,6
112,公立,一般大學,0002,國立清華大學,05421044,統計學研究所,博士班,22,14,8
112,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),604,466,138
112,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),446,358,88
112,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,博士班,76,62,14
112,公立,一般大學,0002,國立清華大學,06131122,資訊安全研究所,碩士班(日間),65,52,13
112,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),154,94,60
112,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,博士班,23,18,5
112,公立,一般大學,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,博士班,13,8,5
112,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),247,162,85
112,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,碩士班(日間),208,131,77
112,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,82,68,14
112,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),462,346,116
112,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),321,233,88
112,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,113,87,26
112,公立,一般大學,0002,國立清華大學,07112071,工學院學士班,學士班(日間),174,99,75
112,公立,一般大學,0002,國立清華大學,07112118,前瞻功能材料產業博士學位學程,博士班,15,15,0
