學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-學生自請休學原因-小計,於學年底處於休學狀態之人數-學生自請休學原因-傷病,於學年底處於休學狀態之人數-學生自請休學原因-經濟困難,於學年底處於休學狀態之人數-學生自請休學原因-就讀學校、科系不符期待,於學年底處於休學狀態之人數-學生自請休學原因-學業成績不佳,於學年底處於休學狀態之人數-學生自請休學原因-工作,於學年底處於休學狀態之人數-學生自請休學原因-懷孕,於學年底處於休學狀態之人數-學生自請休學原因-育嬰,於學年底處於休學狀態之人數-學生自請休學原因-兵役,於學年底處於休學狀態之人數-學生自請休學原因-出國,於學年底處於休學狀態之人數-學生自請休學原因-論文撰寫,於學年底處於休學狀態之人數-學生自請休學原因-就學環境,於學年底處於休學狀態之人數-學生自請休學原因-家務或家人照顧,於學年底處於休學狀態之人數-學生自請休學原因-考試訓練,於學年底處於休學狀態之人數-學生自請休學原因-其他,於學年底處於休學狀態之人數-學校勒令休學原因-小計,於學年底處於休學狀態之人數-學校勒令休學原因-違反校規,於學年底處於休學狀態之人數-學校勒令休學原因-其他
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系,碩士班(日間),男,38,10,7,0,0,0,0,2,0,0,1,0,3,0,0,0,1,3,0,3
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系,博士班,男,25,9,6,0,0,0,0,1,0,0,2,0,2,0,0,0,1,3,0,3
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系,學士班(日間),女,249,9,9,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系,碩士班(日間),女,49,15,12,1,0,0,0,2,0,2,0,0,5,0,1,0,1,3,0,3
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系,博士班,女,25,10,9,1,0,0,0,2,1,2,0,0,2,0,1,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系國文教學碩士在職專班,碩士在職專班,男,10,8,8,1,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系國文教學碩士在職專班,碩士在職專班,女,65,39,38,3,0,0,0,12,3,7,0,0,11,0,2,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,02323002,華語文教學博士學位學程,博士班,男,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,02323002,華語文教學博士學位學程,博士班,女,12,9,6,1,0,0,0,2,0,2,0,0,1,0,0,0,0,3,0,3
112,公立,一般大學,0001,國立政治大學,02323002,華語文教學碩士學位學程,碩士班(日間),男,7,5,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,02323002,華語文教學碩士學位學程,碩士班(日間),女,49,13,7,0,0,0,0,3,0,0,0,2,1,0,1,0,0,6,0,6
112,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,碩士班(日間),男,9,3,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,博士班,男,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,碩士班(日間),女,29,5,4,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,博士班,女,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
112,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),男,205,9,7,0,0,3,0,0,0,0,0,1,0,0,0,0,3,2,0,2
112,公立,一般大學,0001,國立政治大學,03111024,經濟學系,碩士班(日間),男,60,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2
112,公立,一般大學,0001,國立政治大學,03111024,經濟學系,博士班,男,6,4,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),女,190,9,9,3,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0
112,公立,一般大學,0001,國立政治大學,03111024,經濟學系,碩士班(日間),女,40,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03111024,經濟學系,博士班,女,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,碩士班(日間),男,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
112,公立,一般大學,0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,碩士班(日間),女,28,6,5,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03121026,政治學系,學士班(日間),男,90,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
112,公立,一般大學,0001,國立政治大學,03121026,政治學系,碩士班(日間),男,45,16,13,1,0,0,0,4,0,0,1,1,4,0,1,0,1,3,0,3
112,公立,一般大學,0001,國立政治大學,03121026,政治學系,博士班,男,12,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03121026,政治學系,學士班(日間),女,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03121026,政治學系,碩士班(日間),女,24,5,5,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
112,公立,一般大學,0001,國立政治大學,03121026,政治學系,博士班,女,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,碩士在職專班,男,43,15,10,0,0,0,0,7,0,1,1,0,0,0,0,0,1,5,0,5
112,公立,一般大學,0001,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,碩士在職專班,女,22,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),男,93,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,碩士班(日間),男,40,8,7,0,0,0,0,1,0,1,2,0,2,0,0,0,1,1,0,1
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,博士班,男,8,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),女,171,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,碩士班(日間),女,33,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,碩士在職專班,男,49,18,9,0,0,0,0,4,0,4,0,0,1,0,0,0,0,9,0,9
112,公立,一般大學,0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,碩士在職專班,女,30,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3
112,公立,一般大學,0001,國立政治大學,03122046,國際研究英語碩士學位學程,碩士班(日間),男,31,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
112,公立,一般大學,0001,國立政治大學,03122046,國際研究英語碩士學位學程,碩士班(日間),女,27,4,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,學士班(日間),男,56,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,碩士班(日間),男,25,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,博士班,男,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,學士班(日間),女,165,12,9,3,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,3
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,碩士班(日間),女,66,7,5,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,2
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,博士班,女,5,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03131033,輔導與諮商碩士學位學程,碩士班(日間),男,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03131033,輔導與諮商碩士學位學程,碩士班(日間),女,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,學士班(日間),男,70,3,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,碩士班(日間),男,27,7,5,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,2
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,博士班,男,4,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,學士班(日間),女,140,4,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,碩士班(日間),女,36,7,6,0,0,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,博士班,女,4,7,4,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,0,3
112,公立,一般大學,0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,碩士班(日間),男,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,碩士班(日間),女,10,6,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,2
112,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,碩士班(日間),男,51,15,11,0,0,0,0,4,0,2,0,0,1,0,0,0,4,4,0,4
112,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,博士班,男,21,6,4,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2
112,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,碩士班(日間),女,18,6,5,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,博士班,女,17,3,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03143036,日本研究博士學位學程,博士班,男,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03143036,日本研究博士學位學程,博士班,女,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),男,18,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1
112,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),女,19,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1
112,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,碩士班(日間),男,18,9,8,0,0,0,0,1,0,1,0,1,2,1,0,0,2,1,0,1
112,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,碩士班(日間),女,12,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2
112,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語博士學位學程,博士班,男,49,9,8,2,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語博士學位學程,博士班,女,31,6,5,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),男,49,9,4,0,0,0,0,1,0,0,0,0,1,0,2,0,0,5,0,5
112,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),女,48,8,5,0,0,0,0,0,0,1,0,0,2,0,1,0,1,3,0,3
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,學士班(日間),男,250,13,9,0,0,4,0,0,0,0,0,1,0,0,1,0,3,4,0,4
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士班(日間),男,32,5,5,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士在職專班,男,52,39,28,3,0,0,0,14,0,9,0,0,1,0,0,0,1,11,0,11
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,博士班,男,9,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,學士班(日間),女,249,8,8,1,0,1,0,0,0,0,0,2,0,0,1,0,3,0,0,0
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士班(日間),女,37,6,6,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士在職專班,女,45,15,10,1,0,0,0,5,0,3,0,0,0,0,1,0,0,5,0,5
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,博士班,女,8,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
112,公立,一般大學,0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,碩士班(日間),男,15,4,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
112,公立,一般大學,0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,碩士班(日間),女,22,15,7,0,0,0,0,3,0,2,0,0,2,0,0,0,0,8,0,8
112,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,碩士班(日間),男,34,17,9,0,0,0,0,3,0,1,0,0,3,0,1,0,1,8,0,8
112,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,博士班,男,24,10,5,0,0,0,0,0,0,3,0,0,2,0,0,0,0,5,0,5
112,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,碩士班(日間),女,37,10,8,1,0,0,0,1,0,2,0,0,2,0,1,0,1,2,0,2
112,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,博士班,女,16,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4
112,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,碩士班(日間),男,17,7,6,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,0,1
112,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,碩士班(日間),女,37,15,13,0,0,0,0,6,1,3,0,1,2,0,0,0,0,2,0,2
