學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
111,私立,技專校院,1034,弘光科技大學,博士班,15,1,14
111,私立,一般大學,1035,中國醫藥大學,學士班(日間),6304,2677,3627
111,私立,一般大學,1035,中國醫藥大學,碩士班(日間),501,183,318
111,私立,一般大學,1035,中國醫藥大學,碩士在職專班,83,18,65
111,私立,一般大學,1035,中國醫藥大學,博士班,412,230,182
111,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),5915,3834,2081
111,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),3794,2318,1476
111,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),347,205,142
111,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,36,20,16
111,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),827,493,334
111,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,340,257,83
111,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),8101,5236,2865
111,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),6903,4111,2792
111,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),377,208,169
111,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,205,137,68
111,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,14,14,0
111,私立,技專校院,1038,萬能學校財團法人萬能科技大學,二專(進修),6,0,6
111,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),5312,2929,2383
111,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),2612,1478,1134
111,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),147,77,70
111,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,146,73,73
111,私立,一般大學,1039,玄奘大學,學士班(日間),1376,561,815
111,私立,一般大學,1039,玄奘大學,學士班(進修),19,5,14
111,私立,一般大學,1039,玄奘大學,碩士班(日間),261,92,169
111,私立,一般大學,1039,玄奘大學,碩士在職專班,149,44,105
111,私立,技專校院,1040,建國科技大學,二專(日間),9,8,1
111,私立,技專校院,1040,建國科技大學,二專(進修),48,30,18
111,私立,技專校院,1040,建國科技大學,學士班(日間),2679,1841,838
111,私立,技專校院,1040,建國科技大學,學士班(進修),1928,1405,523
111,私立,技專校院,1040,建國科技大學,碩士班(日間),132,77,55
111,私立,技專校院,1041,明志科技大學,學士班(日間),3598,2577,1021
111,私立,技專校院,1041,明志科技大學,學士班(進修),198,191,7
111,私立,技專校院,1041,明志科技大學,碩士班(日間),479,363,116
111,私立,技專校院,1041,明志科技大學,碩士在職專班,22,17,5
111,私立,技專校院,1041,明志科技大學,博士班,47,34,13
111,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,二專(進修),59,29,30
111,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,五專,8,7,1
111,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(日間),1132,672,460
111,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(進修),706,531,175
111,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,碩士班(日間),90,57,33
111,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,碩士在職專班,110,84,26
111,私立,技專校院,1043,大仁科技大學,二專(進修),89,49,40
111,私立,技專校院,1043,大仁科技大學,學士班(日間),2767,1314,1453
111,私立,技專校院,1043,大仁科技大學,學士班(進修),1442,529,913
111,私立,技專校院,1043,大仁科技大學,碩士班(日間),84,35,49
111,私立,技專校院,1043,大仁科技大學,碩士在職專班,140,77,63
111,私立,技專校院,1044,聖約翰科技大學,二專(進修),49,33,16
111,私立,技專校院,1044,聖約翰科技大學,五專,98,79,19
111,私立,技專校院,1044,聖約翰科技大學,學士班(日間),594,381,213
111,私立,技專校院,1044,聖約翰科技大學,學士班(進修),238,207,31
111,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),71,54,17
111,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,69,51,18
111,私立,技專校院,1045,嶺東科技大學,學士班(日間),6610,2467,4143
111,私立,技專校院,1045,嶺東科技大學,學士班(進修),2483,1314,1169
111,私立,技專校院,1045,嶺東科技大學,碩士班(日間),219,97,122
111,私立,技專校院,1045,嶺東科技大學,碩士在職專班,154,82,72
111,私立,技專校院,1046,中國科技大學,二專(進修),307,159,148
111,私立,技專校院,1046,中國科技大學,學士班(日間),5416,2526,2890
111,私立,技專校院,1046,中國科技大學,學士班(進修),1650,916,734
111,私立,技專校院,1046,中國科技大學,碩士班(日間),185,104,81
111,私立,技專校院,1046,中國科技大學,碩士在職專班,60,36,24
111,私立,技專校院,1047,中臺科技大學,二專(日間),14,5,9
111,私立,技專校院,1047,中臺科技大學,學士班(日間),4327,1682,2645
111,私立,技專校院,1047,中臺科技大學,學士班(進修),2182,587,1595
111,私立,技專校院,1047,中臺科技大學,碩士班(日間),119,35,84
111,私立,技專校院,1047,中臺科技大學,碩士在職專班,271,55,216
111,私立,技專校院,1047,中臺科技大學,博士班,8,4,4
111,私立,一般大學,1048,亞洲大學,學士班(日間),9079,3211,5868
111,私立,一般大學,1048,亞洲大學,學士班(進修),553,238,315
111,私立,一般大學,1048,亞洲大學,碩士班(日間),631,229,402
111,私立,一般大學,1048,亞洲大學,碩士在職專班,420,193,227
111,私立,一般大學,1048,亞洲大學,博士班,230,138,92
111,私立,一般大學,1049,開南大學,學士班(日間),3249,1602,1647
111,私立,一般大學,1049,開南大學,學士班(進修),1002,558,444
111,私立,一般大學,1049,開南大學,碩士班(日間),228,84,144
111,私立,一般大學,1049,開南大學,碩士在職專班,299,174,125
111,私立,一般大學,1050,佛光大學,學士班(日間),2469,1169,1300
111,私立,一般大學,1050,佛光大學,碩士班(日間),433,183,250
111,私立,一般大學,1050,佛光大學,碩士在職專班,102,56,46
111,私立,一般大學,1050,佛光大學,博士班,64,20,44
111,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,902,221,681
111,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),7494,2166,5328
111,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),2126,750,1376
111,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),94,32,62
111,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,104,23,81
111,私立,技專校院,1052,中信金學校財團法人中信科技大學,二專(進修),193,135,58
111,私立,技專校院,1052,中信金學校財團法人中信科技大學,學士班(日間),1796,1295,501
111,私立,技專校院,1052,中信金學校財團法人中信科技大學,學士班(進修),677,477,200
111,私立,技專校院,1052,中信金學校財團法人中信科技大學,碩士班(日間),228,121,107
111,私立,技專校院,1052,中信金學校財團法人中信科技大學,碩士在職專班,38,36,2
111,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),3137,1272,1865
111,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),1635,675,960
111,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),245,101,144
111,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,41,12,29
111,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,博士班,2,2,0
111,私立,技專校院,1054,景文科技大學,二專(進修),79,44,35
111,私立,技專校院,1054,景文科技大學,學士班(日間),4228,1917,2311
111,私立,技專校院,1054,景文科技大學,學士班(進修),971,531,440
111,私立,技專校院,1054,景文科技大學,碩士班(日間),7,5,2
111,私立,技專校院,1054,景文科技大學,碩士在職專班,57,36,21
111,私立,技專校院,1055,中華醫事科技大學,二專(進修),77,34,43
111,私立,技專校院,1055,中華醫事科技大學,五專,3110,666,2444
111,私立,技專校院,1055,中華醫事科技大學,學士班(日間),3319,1007,2312
111,私立,技專校院,1055,中華醫事科技大學,學士班(進修),1289,464,825
111,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),100,44,56
111,私立,技專校院,1055,中華醫事科技大學,碩士在職專班,23,11,12
111,私立,技專校院,1056,東南科技大學,學士班(日間),3645,2320,1325
111,私立,技專校院,1056,東南科技大學,學士班(進修),540,382,158
111,私立,技專校院,1056,東南科技大學,碩士班(日間),131,80,51
111,私立,技專校院,1056,東南科技大學,碩士在職專班,60,53,7
111,私立,技專校院,1057,德明財經科技大學,學士班(日間),5892,2517,3375
111,私立,技專校院,1057,德明財經科技大學,學士班(進修),466,217,249
111,私立,技專校院,1057,德明財經科技大學,碩士班(日間),41,21,20
111,私立,技專校院,1057,德明財經科技大學,碩士在職專班,26,15,11
111,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),793,427,366
111,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),368,256,112
111,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),144,74,70
111,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,41,11,30
111,私立,一般大學,1058,明道學校財團法人明道大學,博士班,30,17,13
111,私立,技專校院,1060,南開科技大學,二專(進修),53,28,25
111,私立,技專校院,1060,南開科技大學,五專,341,297,44
111,私立,技專校院,1060,南開科技大學,學士班(日間),1475,1045,430
111,私立,技專校院,1060,南開科技大學,學士班(進修),791,510,281
111,私立,技專校院,1060,南開科技大學,碩士班(日間),73,38,35
111,私立,技專校院,1060,南開科技大學,碩士在職專班,51,19,32
111,私立,技專校院,1061,中華學校財團法人中華科技大學,二專(進修),121,80,41
111,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),2365,1670,695
111,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),1105,795,310
111,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士班(日間),197,131,66
111,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士在職專班,98,77,21
111,私立,技專校院,1062,僑光科技大學,學士班(日間),5271,2323,2948
111,私立,技專校院,1062,僑光科技大學,學士班(進修),3542,2131,1411
111,私立,技專校院,1062,僑光科技大學,碩士班(日間),54,23,31
111,私立,技專校院,1062,僑光科技大學,碩士在職專班,33,17,16
111,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),1262,673,589
111,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),1847,801,1046
111,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士班(日間),150,58,92
111,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士在職專班,175,95,80
111,私立,技專校院,1064,美和學校財團法人美和科技大學,二專(進修),109,58,51
111,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,1625,229,1396
111,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),1887,739,1148
111,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),1533,364,1169
111,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士班(日間),147,57,90
111,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士在職專班,201,36,165
111,私立,技專校院,1064,美和學校財團法人美和科技大學,附設進院,4,2,2
111,私立,技專校院,1065,吳鳳科技大學,二專(進修),206,111,95
111,私立,技專校院,1065,吳鳳科技大學,學士班(日間),2650,1754,896
111,私立,技專校院,1065,吳鳳科技大學,學士班(進修),1374,808,566
111,私立,技專校院,1065,吳鳳科技大學,碩士班(日間),48,38,10
111,私立,技專校院,1065,吳鳳科技大學,碩士在職專班,63,44,19
111,私立,技專校院,1066,環球學校財團法人環球科技大學,二專(進修),104,67,37
111,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),1265,622,643
111,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(進修),579,273,306
111,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士班(日間),99,43,56
111,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士在職專班,64,22,42
111,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),223,102,121
111,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(進修),81,46,35
111,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,碩士班(日間),33,9,24
111,私立,技專校院,1068,中州學校財團法人中州科技大學,二專(進修),30,1,29
111,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),288,183,105
111,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),584,289,295
111,私立,技專校院,1068,中州學校財團法人中州科技大學,碩士在職專班,5,2,3
111,私立,技專校院,1069,修平學校財團法人修平科技大學,二專(進修),2,2,0
111,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),2466,1785,681
111,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),1792,1517,275
111,私立,技專校院,1069,修平學校財團法人修平科技大學,碩士班(日間),90,50,40
111,私立,技專校院,1069,修平學校財團法人修平科技大學,碩士在職專班,61,44,17
111,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),4837,590,4247
111,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),1203,89,1114
111,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士班(日間),70,5,65
111,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士在職專班,161,4,157
111,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(日間),20,16,4
111,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(進修),341,193,148
111,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,838,522,316
111,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),6503,4050,2453
111,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),1195,796,399
111,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,碩士班(日間),88,66,22
111,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,114,59,55
111,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),348,235,113
111,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(進修),101,49,52
111,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,二專(進修),72,35,37
111,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,241,92,149
111,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),5259,2327,2932
111,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),972,437,535
111,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,碩士班(日間),61,23,38
111,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,碩士在職專班,82,39,43
111,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,1785,305,1480
111,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),4588,1325,3263
111,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),1279,476,803
111,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士班(日間),222,60,162
111,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士在職專班,56,19,37
111,私立,技專校院,1076,華夏學校財團法人華夏科技大學,二專(進修),36,4,32
111,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,517,409,108
111,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),1098,747,351
111,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(進修),1084,642,442
111,私立,技專校院,1076,華夏學校財團法人華夏科技大學,碩士班(日間),30,25,5
111,私立,技專校院,1076,華夏學校財團法人華夏科技大學,碩士在職專班,52,39,13
111,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,二專(日間),20,2,18
111,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,二專(進修),3,3,0
111,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,1300,184,1116
111,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),1444,484,960
111,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(進修),175,22,153
111,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,碩士班(日間),80,26,54
111,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,1576,366,1210
111,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),6651,2192,4459
111,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),3005,1242,1763
111,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士班(日間),47,11,36
111,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士在職專班,47,14,33
111,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(進修),177,44,133
111,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,2635,599,2036
111,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),183,36,147
111,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(進修),188,18,170
111,私立,一般大學,1079,康寧學校財團法人康寧大學,碩士班(日間),2,0,2
111,私立,一般大學,1079,康寧學校財團法人康寧大學,碩士在職專班,7,4,3
111,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,1107,649,458
111,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),1784,1074,710
111,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),1742,1071,671
111,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,碩士班(日間),56,35,21
111,私立,技專校院,1081,東方學校財團法人東方設計大學,二專(進修),48,29,19
111,私立,技專校院,1081,東方學校財團法人東方設計大學,五專,290,136,154
111,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(日間),331,184,147
111,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(進修),167,101,66
111,私立,技專校院,1081,東方學校財團法人東方設計大學,碩士班(日間),64,31,33
111,私立,技專校院,1081,東方學校財團法人東方設計大學,碩士在職專班,24,10,14
111,私立,技專校院,1081,東方學校財團法人東方設計大學,博士班,26,11,15
111,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,二專(進修),2,1,1
111,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),1314,582,732
111,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(進修),4,3,1
111,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,碩士班(日間),44,25,19
111,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(日間),32,31,1
111,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(進修),122,113,9
111,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,607,370,237
111,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),2262,1314,948
111,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),841,371,470
111,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,碩士班(日間),143,87,56
111,私立,技專校院,1084,亞東學校財團法人亞東科技大學,學士班(日間),3717,2579,1138
111,私立,技專校院,1084,亞東學校財團法人亞東科技大學,學士班(進修),151,4,147
111,私立,技專校院,1084,亞東學校財團法人亞東科技大學,碩士班(日間),53,39,14
111,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),776,457,319
111,私立,一般大學,1125,中信學校財團法人中信金融管理學院,碩士班(日間),107,50,57
111,私立,一般大學,1125,中信學校財團法人中信金融管理學院,碩士在職專班,42,25,17
111,私立,技專校院,1148,大漢技術學院,二專(進修),92,40,52
111,私立,技專校院,1148,大漢技術學院,學士班(日間),141,83,58
111,私立,技專校院,1148,大漢技術學院,學士班(進修),474,283,191
111,私立,技專校院,1148,大漢技術學院,碩士班(日間),77,47,30
111,私立,技專校院,1159,和春技術學院,二專(進修),7,5,2
111,私立,技專校院,1159,和春技術學院,五專,8,6,2
111,私立,技專校院,1159,和春技術學院,學士班(日間),24,19,5
111,私立,技專校院,1159,和春技術學院,學士班(進修),30,25,5
111,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,二專(進修),3,2,1
111,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,132,76,56
111,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),1067,728,339
111,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),1114,375,739
111,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,碩士班(日間),4,3,1
111,私立,技專校院,1183,黎明技術學院,五專,353,285,68
111,私立,技專校院,1183,黎明技術學院,學士班(日間),3393,1738,1655
111,私立,技專校院,1183,黎明技術學院,學士班(進修),1315,864,451
111,私立,技專校院,1185,德育學校財團法人德育護理健康學院,二專(進修),190,27,163
111,私立,技專校院,1185,德育學校財團法人德育護理健康學院,五專,959,243,716
111,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(日間),1573,550,1023
111,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(進修),857,154,703
111,私立,技專校院,1185,德育學校財團法人德育護理健康學院,碩士班(日間),39,3,36
111,私立,技專校院,1185,德育學校財團法人德育護理健康學院,碩士在職專班,41,13,28
111,私立,技專校院,1188,大同技術學院,二專(進修),19,13,6
111,私立,技專校院,1188,大同技術學院,五專,46,23,23
111,私立,技專校院,1188,大同技術學院,學士班(日間),178,87,91
111,私立,技專校院,1188,大同技術學院,學士班(進修),229,52,177
111,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),704,258,446
111,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(進修),54,0,54
111,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,碩士班(日間),63,22,41
111,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,碩士在職專班,31,6,25
111,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,博士班,10,10,0
111,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學士班(日間),57,25,32
111,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,碩士班(日間),261,63,198
111,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,博士班,20,8,12
111,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(進修),145,71,74
111,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,3873,514,3359
111,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),374,182,192
111,私立,技專校院,1283,仁德醫護管理專科學校,五專,5782,1308,4474
111,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),547,274,273
111,私立,技專校院,1284,樹人醫護管理專科學校,五專,6727,1408,5319
111,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),84,19,65
111,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),203,77,126
111,私立,技專校院,1285,慈惠醫護管理專科學校,五專,2461,506,1955
111,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),97,6,91
111,私立,技專校院,1286,耕莘健康管理專科學校,五專,4117,399,3718
111,私立,技專校院,1287,敏惠醫護管理專科學校,二專(進修),71,23,48
111,私立,技專校院,1287,敏惠醫護管理專科學校,五專,3726,484,3242
111,私立,技專校院,1289,育英醫護管理專科學校,五專,1891,206,1685
111,私立,技專校院,1291,聖母醫護管理專科學校,二專(日間),15,9,6
111,私立,技專校院,1291,聖母醫護管理專科學校,二專(進修),44,23,21
111,私立,技專校院,1291,聖母醫護管理專科學校,五專,1577,240,1337
111,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),75,10,65
111,私立,技專校院,1292,新生醫護管理專科學校,五專,5915,703,5212
111,私立,技專校院,1293,崇仁醫護管理專科學校,五專,3051,431,2620
111,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,碩士班(日間),48,29,19
111,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),69,38,31
111,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),51,19,32
111,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士班(日間),23,13,10
111,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士在職專班,44,16,28
111,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,碩士班(日間),123,42,81
111,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,碩士在職專班,4,1,3
111,私立,宗教研修學院,1R06,一貫道崇德學院,碩士班(日間),56,18,38
111,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,碩士班(日間),68,28,40
111,私立,宗教研修學院,1R08,中華福音神學研究學院,碩士班(日間),43,23,20
111,私立,宗教研修學院,1R09,唯心聖教學院,碩士班(日間),30,14,16
111,公立,一般大學,3002,臺北市立大學,學士班(日間),5287,2332,2955
111,公立,一般大學,3002,臺北市立大學,碩士班(日間),1342,414,928
111,公立,一般大學,3002,臺北市立大學,碩士在職專班,1191,328,863
111,公立,一般大學,3002,臺北市立大學,博士班,211,95,116
