學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
113,公立,一般大學,0001,國立政治大學,03143036,日本研究博士學位學程,博士班,10,4,6
113,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),33,15,18
113,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,碩士班(日間),26,15,11
113,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語博士學位學程,博士班,79,41,38
113,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),85,40,45
113,公立,一般大學,0001,國立政治大學,03143043,地政學系,學士班(日間),512,257,255
113,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士班(日間),68,31,37
113,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士在職專班,93,54,39
113,公立,一般大學,0001,國立政治大學,03143043,地政學系,博士班,16,10,6
113,公立,一般大學,0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,碩士班(日間),35,14,21
113,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,碩士班(日間),63,29,34
113,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,博士班,39,26,13
113,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,碩士班(日間),58,18,40
113,公立,一般大學,0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,碩士班(日間),216,46,170
113,公立,一般大學,0001,國立政治大學,03211050,國際傳播英語碩士學位學程,碩士班(日間),59,18,41
113,公立,一般大學,0001,國立政治大學,03211056,傳播學院大一大二不分系,學士班(日間),414,135,279
113,公立,一般大學,0001,國立政治大學,03211056,傳播學院博士班,博士班,50,26,24
113,公立,一般大學,0001,國立政治大學,03211056,傳播學院碩士在職專班,碩士在職專班,98,29,69
113,公立,一般大學,0001,國立政治大學,03213052,廣播電視學系,學士班(日間),212,76,136
113,公立,一般大學,0001,國立政治大學,03214051,新聞學系,學士班(日間),92,26,66
113,公立,一般大學,0001,國立政治大學,03214093,全球傳播與創新科技碩士學位學程,碩士班(日間),87,22,65
113,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,碩士班(日間),69,16,53
113,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,博士班,13,4,9
113,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,碩士在職專班,66,13,53
113,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),375,165,210
113,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),138,49,89
113,公立,一般大學,0001,國立政治大學,04111059,會計學系,博士班,5,2,3
113,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,學士班(日間),209,91,118
113,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,碩士班(日間),91,51,40
113,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,博士班,13,5,8
113,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),255,130,125
113,公立,一般大學,0001,國立政治大學,04121068,金融學系,碩士班(日間),78,53,25
113,公立,一般大學,0001,國立政治大學,04121068,金融學系,博士班,21,19,2
113,公立,一般大學,0001,國立政治大學,04121097,國際金融碩士學位學程,碩士班(日間),239,116,123
113,公立,一般大學,0001,國立政治大學,04122070,財政學系,學士班(日間),384,161,223
113,公立,一般大學,0001,國立政治大學,04122070,財政學系,碩士班(日間),74,38,36
113,公立,一般大學,0001,國立政治大學,04122070,財政學系,博士班,4,3,1
113,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),231,112,119
113,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,碩士班(日間),80,42,38
113,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,博士班,13,8,5
113,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),248,82,166
113,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),431,185,246
113,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,博士班,50,27,23
113,公立,一般大學,0001,國立政治大學,04131062,經營管理碩士學程全球華商班,碩士在職專班,94,54,40
113,公立,一般大學,0001,國立政治大學,04131062,經營管理碩士學程高階經營班,碩士在職專班,454,260,194
113,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),122,53,69
113,公立,一般大學,0001,國立政治大學,04131091,創新國際學院學士班,學士班(日間),183,64,119
113,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,學士班(日間),185,65,120
113,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,碩士班(日間),91,30,61
113,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,博士班,17,11,6
113,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程,碩士在職專班,268,86,182
113,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程現役軍人營區碩士在職專班,碩士在職專班,61,36,25
113,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程領導決策現役軍人營區碩士在職專班,碩士在職專班,25,20,5
113,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),380,169,211
113,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),124,61,63
113,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,博士班,8,1,7
113,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),234,51,183
113,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),136,48,88
113,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,博士班,29,12,17
113,公立,一般大學,0001,國立政治大學,04211073,法律學系,學士班(日間),742,323,419
113,公立,一般大學,0001,國立政治大學,04211074,法律科際整合研究所,碩士班(日間),96,47,49
113,公立,一般大學,0001,國立政治大學,04211075,法學院碩士在職專班,碩士在職專班,267,129,138
113,公立,一般大學,0001,國立政治大學,04212073,法律學系,碩士班(日間),241,124,117
113,公立,一般大學,0001,國立政治大學,04212073,法律學系,博士班,44,29,15
113,公立,一般大學,0001,國立政治大學,05199083,神經科學研究所,碩士班(日間),2,0,2
113,公立,一般大學,0001,國立政治大學,05331077,應用物理研究所,碩士班(日間),27,20,7
113,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),189,138,51
113,公立,一般大學,0001,國立政治大學,05411078,應用數學系,碩士班(日間),48,35,13
113,公立,一般大學,0001,國立政治大學,05411078,應用數學系,博士班,8,7,1
113,公立,一般大學,0001,國立政治大學,05421079,統計學系,學士班(日間),234,130,104
113,公立,一般大學,0001,國立政治大學,05421079,統計學系,碩士班(日間),61,39,22
113,公立,一般大學,0001,國立政治大學,05421079,統計學系,博士班,6,3,3
113,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),345,181,164
113,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,碩士班(日間),110,51,59
113,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,博士班,35,25,10
113,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),231,168,63
113,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),143,110,33
113,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士在職專班,93,74,19
113,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,博士班,11,5,6
113,公立,一般大學,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,博士班,13,10,3
113,公立,一般大學,0001,國立政治大學,06131095,資訊安全碩士學位學程,碩士班(日間),24,10,14
113,公立,一般大學,0001,國立政治大學,06134057,數位內容碩士學位學程,碩士班(日間),55,14,41
113,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,碩士班(日間),60,16,44
113,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,博士班,21,6,15
113,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),181,45,136
113,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),126,16,110
113,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,博士班,73,29,44
113,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系教育行政碩士在職專班,碩士在職專班,56,14,42
113,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系課程與教學碩士在職專班,碩士在職專班,140,23,117
113,公立,一般大學,0002,國立清華大學,01111112,竹師教育學院學士班,學士班(日間),152,56,96
113,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),162,26,136
113,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,碩士班(日間),50,5,45
113,公立,一般大學,0002,國立清華大學,01113110,學前特殊教育碩士在職學位學程,碩士在職專班,3,0,3
113,公立,一般大學,0002,國立清華大學,01115124,華德福教育碩士在職學位學程,碩士在職專班,24,5,19
113,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),155,9,146
113,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),62,7,55
113,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士在職專班,63,2,61
113,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士班(日間),68,39,29
113,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士在職專班,64,19,45
113,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所數學教育教師碩士在職專班,碩士在職專班,1,0,1
113,公立,一般大學,0002,國立清華大學,01131105,英語教學系,學士班(日間),151,47,104
113,公立,一般大學,0002,國立清華大學,01131105,英語教學系,碩士班(日間),30,1,29
113,公立,一般大學,0002,國立清華大學,01141098,藝術與設計學系美勞教師碩士在職專班,碩士在職專班,56,3,53
113,公立,一般大學,0002,國立清華大學,01141127,運動科學系,學士班(日間),192,107,85
113,公立,一般大學,0002,國立清華大學,01141127,運動科學系,碩士班(日間),39,14,25
113,公立,一般大學,0002,國立清華大學,01141127,運動科學系,碩士在職專班,43,20,23
113,公立,一般大學,0002,國立清華大學,01199112,竹師教育學院博士班,博士班,11,2,9
113,公立,一般大學,0002,國立清華大學,01199130,竹師教育學院跨領域STEAM教育碩士在職專班,碩士在職專班,53,10,43
113,公立,一般大學,0002,國立清華大學,02111136,科技藝術研究所,碩士班(日間),19,7,12
113,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),317,63,254
113,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,碩士班(日間),73,9,64
113,公立,一般大學,0002,國立清華大學,02151096,音樂學系,學士班(日間),143,47,96
113,公立,一般大學,0002,國立清華大學,02151096,音樂學系,碩士班(日間),65,22,43
113,公立,一般大學,0002,國立清華大學,02151096,音樂學系音樂教師碩士在職專班,碩士在職專班,1,0,1
113,公立,一般大學,0002,國立清華大學,02191113,藝術學院學士班,學士班(日間),160,38,122
113,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,碩士班(日間),34,25,9
113,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,博士班,19,10,9
113,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,碩士班(日間),43,14,29
113,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,博士班,12,6,6
113,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,碩士班(日間),25,20,5
113,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,博士班,4,3,1
113,公立,一般大學,0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),4,0,4
113,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,學士班(日間),338,103,235
113,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),187,57,130
113,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,碩士班(日間),32,7,25
113,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,碩士班(日間),35,15,20
113,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,博士班,23,9,14
113,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,碩士班(日間),59,19,40
113,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,博士班,21,6,15
113,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),224,63,161
113,公立,一般大學,0002,國立清華大學,02322003,中國文學系,碩士班(日間),75,22,53
113,公立,一般大學,0002,國立清華大學,02322003,中國文學系,博士班,51,21,30
113,公立,一般大學,0002,國立清華大學,02322109,中國語文學系,碩士班(日間),2,0,2
113,公立,一般大學,0002,國立清華大學,02322109,中國語文學系語文碩士在職專班,碩士在職專班,6,1,5
113,公立,一般大學,0002,國立清華大學,02323114,華文文學研究所,碩士班(日間),58,16,42
113,公立,一般大學,0002,國立清華大學,02323144,華語文碩士學位學程,碩士班(日間),9,2,7
113,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,碩士班(日間),32,18,14
113,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,博士班,13,9,4
113,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),476,210,266
113,公立,一般大學,0002,國立清華大學,03111011,經濟學系,碩士班(日間),46,31,15
113,公立,一般大學,0002,國立清華大學,03111011,經濟學系,博士班,9,5,4
113,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟博士班,博士班,10,6,4
113,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟碩士班,碩士班(日間),46,27,19
113,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),199,44,155
113,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士班(日間),116,25,91
113,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士在職專班,112,10,102
113,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,博士班,32,15,17
113,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系教育心理與諮商碩士在職專班,碩士在職專班,1,0,1
113,公立,一般大學,0002,國立清華大學,03131135,竹師教育學院心理與諮商碩士新加坡境外在職專班,碩士在職專班,23,2,21
113,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,碩士班(日間),70,32,38
113,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,博士班,14,8,6
113,公立,一般大學,0002,國立清華大學,03143013,台灣研究教師在職進修碩士學位班,碩士在職專班,67,14,53
113,公立,一般大學,0002,國立清華大學,03199015,學習科學研究所,碩士班(日間),1,0,1
113,公立,一般大學,0002,國立清華大學,03199111,學習科學與科技研究所,碩士班(日間),68,17,51
113,公立,一般大學,0002,國立清華大學,04121019,科技管理學院財務金融碩士在職專班,碩士在職專班,51,19,32
113,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,學士班(日間),262,123,139
113,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,碩士班(日間),46,29,17
113,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,博士班,3,1,2
113,公立,一般大學,0002,國立清華大學,04131016,經營管理碩士在職專班,碩士在職專班,120,69,51
113,公立,一般大學,0002,國立清華大學,04131016,經營管理碩士在職專班現役軍人營區碩士在職專班,碩士在職專班,1,1,0
113,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),68,20,48
113,公立,一般大學,0002,國立清華大學,04134014,科技管理學院公共政策與管理碩士在職專班,碩士在職專班,54,16,38
113,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,碩士班(日間),60,18,42
113,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,博士班,22,12,10
113,公立,一般大學,0002,國立清華大學,04199021,科技管理學院高階經營管理亞太地區馬來西亞境外碩士在職專班,碩士在職專班,19,15,4
113,公立,一般大學,0002,國立清華大學,04199021,科技管理學院高階經營管理深圳境外碩士在職專班,碩士在職專班,34,25,9
113,公立,一般大學,0002,國立清華大學,04199021,高階經營管理碩士在職專班,碩士在職專班,92,65,27
113,公立,一般大學,0002,國立清華大學,04199021,高階經營管理雙聯碩士在職學位學程,碩士在職專班,38,26,12
113,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,碩士班(日間),47,12,35
113,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,博士班,9,5,4
113,公立,一般大學,0002,國立清華大學,04199023,科技管理學院學士班,學士班(日間),360,152,208
113,公立,一般大學,0002,國立清華大學,04199131,科技管理學院健康政策與經營管理碩士在職專班,碩士在職專班,30,6,24
113,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,碩士班(日間),96,36,60
113,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,博士班,12,7,5
113,公立,一般大學,0002,國立清華大學,05121025,生命科學系,學士班(日間),197,91,106
113,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,碩士班(日間),54,26,28
113,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,博士班,36,24,12
113,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,碩士班(日間),55,21,34
113,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,博士班,26,20,6
113,公立,一般大學,0002,國立清華大學,05121029,生技產業博士學位學程,博士班,9,6,3
113,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),60,31,29
113,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,博士班,33,20,13
113,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,碩士班(日間),45,20,25
113,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,博士班,22,9,13
113,公立,一般大學,0002,國立清華大學,05121143,藥品與醫材法規科學碩士在職學位學程,碩士在職專班,24,9,15
113,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,碩士班(日間),35,19,16
113,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,博士班,13,9,4
113,公立,一般大學,0002,國立清華大學,05199142,生命科學暨醫學院學士班,學士班(日間),133,55,78
113,公立,一般大學,0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),博士班,10,7,3
113,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,學士班(日間),1,0,1
113,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,碩士班(日間),57,21,36
113,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系社區與社會學習領域碩士在職專班,碩士在職專班,46,21,25
113,公立,一般大學,0002,國立清華大學,05211121,分析與環境科學研究所,碩士班(日間),48,19,29
113,公立,一般大學,0002,國立清華大學,05211121,分析與環境科學研究所,博士班,3,3,0
113,公立,一般大學,0002,國立清華大學,05311037,化學系,學士班(日間),279,184,95
113,公立,一般大學,0002,國立清華大學,05311037,化學系,碩士班(日間),208,140,68
113,公立,一般大學,0002,國立清華大學,05311037,化學系,博士班,83,63,20
113,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),292,238,54
113,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),200,166,34
113,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,82,72,10
113,公立,一般大學,0002,國立清華大學,05331137,量子科技暨尖端材料博士學位學程,博士班,1,1,0
113,公立,一般大學,0002,國立清華大學,05332039,天文研究所,碩士班(日間),22,13,9
113,公立,一般大學,0002,國立清華大學,05332039,天文研究所,博士班,18,8,10
113,公立,一般大學,0002,國立清華大學,05399040,先進光源科技碩士學位學程,碩士班(日間),1,1,0
113,公立,一般大學,0002,國立清華大學,05399042,理學院學士班,學士班(日間),153,107,46
113,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),285,233,52
113,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),58,54,4
113,公立,一般大學,0002,國立清華大學,05411043,數學系,博士班,13,12,1
113,公立,一般大學,0002,國立清華大學,05411115,計算與建模科學研究所,碩士班(日間),33,28,5
113,公立,一般大學,0002,國立清華大學,05421147,統計與數據科學研究所,碩士班(日間),56,44,12
113,公立,一般大學,0002,國立清華大學,05421147,統計與數據科學研究所,博士班,23,16,7
113,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),594,459,135
113,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),413,335,78
113,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,博士班,76,63,13
113,公立,一般大學,0002,國立清華大學,06131122,資訊安全研究所,碩士班(日間),57,42,15
113,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),136,89,47
113,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,博士班,24,18,6
113,公立,一般大學,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,博士班,11,8,3
113,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),240,153,87
113,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,碩士班(日間),211,126,85
113,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,80,62,18
113,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),431,318,113
113,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),319,235,84
113,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,115,90,25
113,公立,一般大學,0002,國立清華大學,07112071,工學院學士班,學士班(日間),195,115,80
113,公立,一般大學,0002,國立清華大學,07112118,前瞻功能材料產業博士學位學程,博士班,12,12,0
113,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,碩士班(日間),53,21,32
113,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,22,18,4
