學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
114,公立,一般大學,0001,國立政治大學,03211056,傳播學院博士班,博士班,46,24,22
114,公立,一般大學,0001,國立政治大學,03211056,傳播學院碩士在職專班,碩士在職專班,90,28,62
114,公立,一般大學,0001,國立政治大學,03214051,新聞學系,學士班(日間),96,30,66
114,公立,一般大學,0001,國立政治大學,03214093,全球傳播與創新科技碩士學位學程,碩士班(日間),84,24,60
114,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,碩士班(日間),68,20,48
114,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,博士班,12,5,7
114,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,碩士在職專班,70,12,58
114,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),375,157,218
114,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),137,55,82
114,公立,一般大學,0001,國立政治大學,04111059,會計學系,博士班,4,1,3
114,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,學士班(日間),209,87,122
114,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,碩士班(日間),88,46,42
114,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,博士班,13,5,8
114,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),252,121,131
114,公立,一般大學,0001,國立政治大學,04121068,金融學系,碩士班(日間),71,55,16
114,公立,一般大學,0001,國立政治大學,04121068,金融學系,博士班,18,16,2
114,公立,一般大學,0001,國立政治大學,04121097,國際金融博士學位學程,博士班,8,7,1
114,公立,一般大學,0001,國立政治大學,04121097,國際金融碩士學位學程,碩士班(日間),278,130,148
114,公立,一般大學,0001,國立政治大學,04122070,財政學系,學士班(日間),383,155,228
114,公立,一般大學,0001,國立政治大學,04122070,財政學系,碩士班(日間),74,39,35
114,公立,一般大學,0001,國立政治大學,04122070,財政學系,博士班,4,2,2
114,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),224,116,108
114,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,碩士班(日間),80,37,43
114,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,博士班,12,6,6
114,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),249,78,171
114,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),449,187,262
114,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,博士班,48,20,28
114,公立,一般大學,0001,國立政治大學,04131062,經營管理碩士學程全球華商班,碩士在職專班,80,49,31
114,公立,一般大學,0001,國立政治大學,04131062,經營管理碩士學程高階經營班,碩士在職專班,457,274,183
114,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),110,51,59
114,公立,一般大學,0001,國立政治大學,04131091,創新國際學院學士班,學士班(日間),196,67,129
114,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,學士班(日間),178,55,123
114,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,碩士班(日間),88,31,57
114,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,博士班,18,10,8
114,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程,碩士在職專班,264,85,179
114,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程現役軍人營區碩士在職專班,碩士在職專班,81,52,29
114,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程領導決策現役軍人營區碩士在職專班,碩士在職專班,51,43,8
114,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),382,154,228
114,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),132,54,78
114,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,博士班,7,2,5
114,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),226,41,185
114,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),139,54,85
114,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,博士班,27,15,12
114,公立,一般大學,0001,國立政治大學,04211073,法律學系,學士班(日間),731,320,411
114,公立,一般大學,0001,國立政治大學,04211073,法律學系,碩士班(日間),248,128,120
114,公立,一般大學,0001,國立政治大學,04211073,法律學系,博士班,43,32,11
114,公立,一般大學,0001,國立政治大學,04211074,法律科際整合研究所,碩士班(日間),89,45,44
114,公立,一般大學,0001,國立政治大學,04211075,法學院碩士在職專班,碩士在職專班,283,142,141
114,公立,一般大學,0001,國立政治大學,05199083,神經科學研究所,碩士班(日間),5,1,4
114,公立,一般大學,0001,國立政治大學,05331077,應用物理研究所,碩士班(日間),26,18,8
114,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),192,147,45
114,公立,一般大學,0001,國立政治大學,05411078,應用數學系,碩士班(日間),42,30,12
114,公立,一般大學,0001,國立政治大學,05411078,應用數學系,博士班,9,9,0
114,公立,一般大學,0001,國立政治大學,05421079,統計學系,學士班(日間),241,131,110
114,公立,一般大學,0001,國立政治大學,05421079,統計學系,碩士班(日間),65,43,22
114,公立,一般大學,0001,國立政治大學,05421079,統計學系,博士班,8,4,4
114,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),343,170,173
114,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,碩士班(日間),112,50,62
114,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,博士班,32,24,8
114,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),216,160,56
114,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),142,105,37
114,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士在職專班,87,68,19
114,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,博士班,10,6,4
114,公立,一般大學,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,博士班,12,9,3
114,公立,一般大學,0001,國立政治大學,06131095,資訊安全碩士學位學程,碩士班(日間),30,14,16
114,公立,一般大學,0001,國立政治大學,06134057,數位內容碩士學位學程,碩士班(日間),49,11,38
114,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,碩士班(日間),58,14,44
114,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,博士班,17,6,11
114,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),177,42,135
114,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),127,23,104
114,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,博士班,74,28,46
114,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系教育行政碩士在職專班,碩士在職專班,50,9,41
114,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系課程與教學碩士在職專班,碩士在職專班,142,23,119
114,公立,一般大學,0002,國立清華大學,01111112,竹師教育學院學士班,學士班(日間),154,53,101
114,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),160,25,135
114,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,碩士班(日間),48,5,43
114,公立,一般大學,0002,國立清華大學,01113110,學前特殊教育碩士在職學位學程,碩士在職專班,2,0,2
114,公立,一般大學,0002,國立清華大學,01115124,華德福教育碩士在職學位學程,碩士在職專班,37,6,31
114,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),158,7,151
114,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),63,4,59
114,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士在職專班,61,2,59
114,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士班(日間),65,38,27
114,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士在職專班,60,17,43
114,公立,一般大學,0002,國立清華大學,01131105,英語教學系,學士班(日間),149,45,104
114,公立,一般大學,0002,國立清華大學,01131105,英語教學系,碩士班(日間),28,2,26
114,公立,一般大學,0002,國立清華大學,01141127,運動科學系,學士班(日間),198,121,77
114,公立,一般大學,0002,國立清華大學,01141127,運動科學系,碩士班(日間),41,15,26
114,公立,一般大學,0002,國立清華大學,01141127,運動科學系,碩士在職專班,41,23,18
114,公立,一般大學,0002,國立清華大學,01199112,竹師教育學院博士班,博士班,19,5,14
114,公立,一般大學,0002,國立清華大學,01199130,竹師教育學院跨領域STEAM教育碩士在職專班,碩士在職專班,57,10,47
114,公立,一般大學,0002,國立清華大學,02111136,科技藝術研究所,碩士班(日間),23,9,14
114,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),325,65,260
114,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,碩士班(日間),76,10,66
114,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系美勞教師碩士在職專班,碩士在職專班,43,2,41
114,公立,一般大學,0002,國立清華大學,02151096,音樂學系,學士班(日間),147,50,97
114,公立,一般大學,0002,國立清華大學,02151096,音樂學系,碩士班(日間),63,24,39
114,公立,一般大學,0002,國立清華大學,02151096,音樂學系音樂教師碩士在職專班,碩士在職專班,1,0,1
114,公立,一般大學,0002,國立清華大學,02191113,藝術學院學士班,學士班(日間),163,44,119
114,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,碩士班(日間),28,20,8
114,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,博士班,21,12,9
114,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,碩士班(日間),52,18,34
114,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,博士班,13,6,7
114,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,碩士班(日間),21,15,6
114,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,博士班,3,2,1
114,公立,一般大學,0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),6,1,5
114,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,學士班(日間),323,103,220
114,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),192,50,142
114,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,碩士班(日間),34,8,26
114,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,碩士班(日間),39,14,25
114,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,博士班,25,11,14
114,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,碩士班(日間),50,17,33
114,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,博士班,19,7,12
114,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),224,62,162
114,公立,一般大學,0002,國立清華大學,02322003,中國文學系,碩士班(日間),75,24,51
114,公立,一般大學,0002,國立清華大學,02322003,中國文學系,博士班,52,24,28
114,公立,一般大學,0002,國立清華大學,02322109,中國語文學系語文碩士在職專班,碩士在職專班,3,1,2
114,公立,一般大學,0002,國立清華大學,02323114,華文文學研究所,碩士班(日間),58,15,43
114,公立,一般大學,0002,國立清華大學,02323120,清華學院國際學士班,學士班(日間),269,138,131
114,公立,一般大學,0002,國立清華大學,02323144,華語文碩士學位學程,碩士班(日間),16,3,13
114,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,碩士班(日間),37,22,15
114,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,博士班,11,7,4
114,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),470,197,273
114,公立,一般大學,0002,國立清華大學,03111011,經濟學系,碩士班(日間),43,28,15
114,公立,一般大學,0002,國立清華大學,03111011,經濟學系,博士班,10,6,4
114,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟博士班,博士班,17,9,8
114,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟碩士班,碩士班(日間),48,27,21
114,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),198,41,157
114,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士班(日間),122,31,91
114,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士在職專班,112,16,96
114,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,博士班,35,16,19
114,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系教育心理與諮商碩士在職專班,碩士在職專班,1,0,1
114,公立,一般大學,0002,國立清華大學,03131135,竹師教育學院心理與諮商碩士新加坡境外在職專班,碩士在職專班,18,2,16
114,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,碩士班(日間),75,31,44
114,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,博士班,14,6,8
114,公立,一般大學,0002,國立清華大學,03143013,台灣研究教師在職進修碩士學位班,碩士在職專班,75,13,62
114,公立,一般大學,0002,國立清華大學,03199111,學習科學與科技研究所,碩士班(日間),60,18,42
114,公立,一般大學,0002,國立清華大學,04121019,科技管理學院財務金融碩士在職專班,碩士在職專班,54,19,35
114,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,學士班(日間),255,114,141
114,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,碩士班(日間),41,23,18
114,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,博士班,5,1,4
114,公立,一般大學,0002,國立清華大學,04131016,經營管理碩士在職專班,碩士在職專班,116,67,49
114,公立,一般大學,0002,國立清華大學,04131016,經營管理碩士在職專班現役軍人營區碩士在職專班,碩士在職專班,1,1,0
114,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),70,26,44
114,公立,一般大學,0002,國立清華大學,04134014,科技管理學院公共政策與管理碩士在職專班,碩士在職專班,52,21,31
114,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,碩士班(日間),58,23,35
114,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,博士班,25,12,13
114,公立,一般大學,0002,國立清華大學,04199021,科技管理學院高階經營管理亞太地區馬來西亞境外碩士在職專班,碩士在職專班,12,10,2
114,公立,一般大學,0002,國立清華大學,04199021,科技管理學院高階經營管理深圳境外碩士在職專班,碩士在職專班,23,17,6
114,公立,一般大學,0002,國立清華大學,04199021,高階經營管理碩士在職專班,碩士在職專班,87,59,28
114,公立,一般大學,0002,國立清華大學,04199021,高階經營管理雙聯碩士在職學位學程,碩士在職專班,38,22,16
114,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,碩士班(日間),45,9,36
114,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,博士班,10,5,5
114,公立,一般大學,0002,國立清華大學,04199023,科技管理學院學士班,學士班(日間),353,154,199
114,公立,一般大學,0002,國立清華大學,04199131,科技管理學院健康政策與經營管理碩士在職專班,碩士在職專班,30,4,26
114,公立,一般大學,0002,國立清華大學,04211B01,學士後法律學士學位學程,學士班(日間),1,1,0
114,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,碩士班(日間),91,37,54
114,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,博士班,14,9,5
114,公立,一般大學,0002,國立清華大學,05111106,應用科學系,學士班(日間),1,1,0
114,公立,一般大學,0002,國立清華大學,05121025,生命科學系,學士班(日間),200,94,106
114,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,碩士班(日間),65,31,34
114,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,博士班,40,25,15
114,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,碩士班(日間),53,25,28
114,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,博士班,28,18,10
114,公立,一般大學,0002,國立清華大學,05121029,生技產業博士學位學程,博士班,8,5,3
114,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),61,40,21
114,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,博士班,32,19,13
114,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,碩士班(日間),44,18,26
114,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,博士班,15,5,10
114,公立,一般大學,0002,國立清華大學,05121143,藥品與醫材法規科學碩士在職學位學程,碩士在職專班,24,10,14
114,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,碩士班(日間),36,17,19
114,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,博士班,11,6,5
114,公立,一般大學,0002,國立清華大學,05199142,生命科學暨醫學院學士班,學士班(日間),141,55,86
114,公立,一般大學,0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),博士班,9,6,3
114,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,學士班(日間),22,7,15
114,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,碩士班(日間),53,23,30
114,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系社區與社會學習領域碩士在職專班,碩士在職專班,47,24,23
114,公立,一般大學,0002,國立清華大學,05211121,分析與環境科學研究所,碩士班(日間),45,19,26
114,公立,一般大學,0002,國立清華大學,05211121,分析與環境科學研究所,博士班,3,2,1
114,公立,一般大學,0002,國立清華大學,05311037,化學系,學士班(日間),255,170,85
114,公立,一般大學,0002,國立清華大學,05311037,化學系,碩士班(日間),204,134,70
114,公立,一般大學,0002,國立清華大學,05311037,化學系,博士班,81,62,19
114,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),297,246,51
114,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),208,169,39
114,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,79,64,15
114,公立,一般大學,0002,國立清華大學,05331137,量子科技暨尖端材料博士學位學程,博士班,1,1,0
114,公立,一般大學,0002,國立清華大學,05332039,天文研究所,碩士班(日間),25,16,9
114,公立,一般大學,0002,國立清華大學,05332039,天文研究所,博士班,23,13,10
114,公立,一般大學,0002,國立清華大學,05399042,理學院學士班,學士班(日間),143,103,40
114,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),292,245,47
114,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),65,61,4
114,公立,一般大學,0002,國立清華大學,05411043,數學系,博士班,17,16,1
114,公立,一般大學,0002,國立清華大學,05411115,計算與建模科學研究所,碩士班(日間),30,22,8
114,公立,一般大學,0002,國立清華大學,05421147,統計與數據科學研究所,碩士班(日間),54,38,16
114,公立,一般大學,0002,國立清華大學,05421147,統計與數據科學研究所,博士班,20,14,6
114,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),588,447,141
114,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),395,329,66
114,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,博士班,70,56,14
114,公立,一般大學,0002,國立清華大學,06131122,資訊安全研究所,碩士班(日間),60,44,16
114,公立,一般大學,0002,國立清華大學,06131150,醫學資訊碩士學位學程,碩士班(日間),11,3,8
114,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),131,86,45
114,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,博士班,29,21,8
114,公立,一般大學,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,博士班,12,9,3
114,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),237,156,81
114,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,碩士班(日間),214,135,79
114,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,84,64,20
114,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),420,313,107
114,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),310,235,75
114,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,107,84,23
114,公立,一般大學,0002,國立清華大學,07112071,工學院學士班,學士班(日間),214,120,94
114,公立,一般大學,0002,國立清華大學,07112118,前瞻功能材料產業博士學位學程,博士班,9,9,0
114,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,碩士班(日間),52,18,34
114,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,22,18,4
