學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
111,公立,一般大學,0021,國立暨南國際大學,06131053,人工智慧與機器人碩士學位學程,碩士班(日間),11,10,1
111,公立,一般大學,0021,國立暨南國際大學,06199049,科技學院學士班,學士班(日間),67,43,24
111,公立,一般大學,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,學士班(日間),204,158,46
111,公立,一般大學,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,碩士班(日間),13,12,1
111,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,學士班(日間),280,229,51
111,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,碩士班(日間),36,32,4
111,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,博士班,7,6,1
111,公立,一般大學,0021,國立暨南國際大學,07141033,光電科技碩士學位學程,碩士在職專班,3,3,0
111,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,學士班(日間),168,144,24
111,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,碩士班(日間),18,12,6
111,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,博士班,23,13,10
111,公立,一般大學,0021,國立暨南國際大學,09211051,長期照顧經營管理碩士在職學位學程,碩士在職專班,62,19,43
111,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,學士班(日間),232,79,153
111,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,碩士班(日間),80,20,60
111,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,博士班,40,17,23
111,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),316,119,197
111,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,碩士班(日間),32,16,16
111,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,碩士班(日間),72,17,55
111,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,碩士在職專班,43,9,34
111,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,博士班,40,24,16
111,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系,學士班(日間),429,118,311
111,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系博士班,博士班,44,28,16
111,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系碩士在職專班,碩士在職專班,36,14,22
111,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系碩士班,碩士班(日間),126,42,84
111,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,學士班(日間),229,54,175
111,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系碩士在職專班,碩士在職專班,31,6,25
111,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系碩士班,碩士班(日間),49,20,29
111,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),54,22,32
111,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士在職專班,55,21,34
111,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,博士班,12,10,2
111,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),329,106,223
111,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系博士班,博士班,45,19,26
111,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系碩士在職專班,碩士在職專班,64,27,37
111,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系碩士班,碩士班(日間),132,42,90
111,公立,技專校院,0022,國立臺灣科技大學,04191009,管理研究所,碩士在職專班,135,87,48
111,公立,技專校院,0022,國立臺灣科技大學,04191009,管理研究所,博士班,47,38,9
111,公立,技專校院,0022,國立臺灣科技大學,04191009,管理學士班,學士班(日間),146,56,90
111,公立,技專校院,0022,國立臺灣科技大學,04199011,科技管理研究所,碩士班(日間),56,25,31
111,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),110,40,70
111,公立,技專校院,0022,國立臺灣科技大學,04212014,專利研究所,碩士班(日間),40,20,20
111,公立,技專校院,0022,國立臺灣科技大學,04212014,專利研究所,碩士在職專班,42,21,21
111,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,碩士班(日間),73,35,38
111,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,博士班,159,111,48
111,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所_新穎材料暨分離薄膜產業碩士專班,碩士班(日間),6,4,2
111,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系,學士班(日間),247,170,77
111,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系_香港二技專班,學士班(日間),1,1,0
111,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系博士班,博士班,52,31,21
111,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系碩士在職專班,碩士在職專班,77,47,30
111,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系碩士班,碩士班(日間),160,66,94
111,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系,學士班(日間),394,334,60
111,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系_AI跨域應用產業碩士專班,碩士班(日間),51,41,10
111,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系_大數據分析及資訊安全產業碩士專班,碩士班(日間),9,7,2
111,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系博士班,博士班,56,45,11
111,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系碩士班,碩士班(日間),307,266,41
111,公立,技專校院,0022,國立臺灣科技大學,06132043,人工智慧跨域科技研究所,碩士班(日間),29,24,5
111,公立,技專校院,0022,國立臺灣科技大學,06132043,人工智慧跨域科技研究所,博士班,1,0,1
111,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系,學士班(日間),431,258,173
111,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系博士班,博士班,69,46,23
111,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系碩士班,碩士班(日間),277,191,86
111,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系,學士班(日間),430,322,108
111,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系博士班,博士班,82,73,9
111,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系碩士班,碩士班(日間),224,147,77
111,公立,技專校院,0022,國立臺灣科技大學,07132044,能源永續科技研究所,碩士班(日間),31,26,5
111,公立,技專校院,0022,國立臺灣科技大學,07132044,能源永續科技研究所,博士班,5,3,2
111,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系,學士班(日間),626,592,34
111,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系_人工智慧視覺技術產業碩士專班,碩士班(日間),15,14,1
111,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系_工業4.0科技產業碩士專班,碩士班(日間),21,19,2
111,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系_電力電子產業研發碩士專班,碩士班(日間),40,38,2
111,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系博士班,博士班,72,67,5
111,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系碩士班,碩士班(日間),422,358,64
111,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系,學士班(日間),488,445,43
111,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系,碩士在職專班,1,1,0
111,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系_電力電子產業研發碩士專班,碩士班(日間),11,11,0
111,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系博士班,博士班,88,82,6
111,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系碩士班,碩士班(日間),485,401,84
111,公立,技專校院,0022,國立臺灣科技大學,07141019,光電工程研究所,碩士班(日間),38,30,8
111,公立,技專校院,0022,國立臺灣科技大學,07141019,光電工程研究所,博士班,11,8,3
111,公立,技專校院,0022,國立臺灣科技大學,07141021,電資學士班,學士班(日間),45,40,5
111,公立,技專校院,0022,國立臺灣科技大學,07141022,色彩與照明科技研究所,碩士班(日間),45,24,21
111,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系,學士班(日間),582,542,40
111,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系_3D列印產業碩士專班,碩士班(日間),1,1,0
111,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系_工業4.0科技產業碩士專班,碩士班(日間),4,4,0
111,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系_精密機械專班,學士班(日間),1,1,0
111,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系博士班,博士班,90,75,15
111,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系碩士在職專班,碩士在職專班,46,40,6
111,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系碩士班,碩士班(日間),445,396,49
111,公立,技專校院,0022,國立臺灣科技大學,07151024,自動化及控制研究所,碩士班(日間),70,60,10
111,公立,技專校院,0022,國立臺灣科技大學,07151024,自動化及控制研究所,碩士在職專班,47,46,1
111,公立,技專校院,0022,國立臺灣科技大學,07151024,自動化及控制研究所,博士班,16,16,0
111,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系,學士班(日間),281,159,122
111,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系_大數據分析及資訊安全產業碩士專班,碩士班(日間),6,3,3
111,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系_工業4.0科技產業碩士專班,碩士班(日間),5,1,4
111,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系_香港二技專班,學士班(日間),1,1,0
111,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系博士班,博士班,57,36,21
111,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系碩士在職專班,碩士在職專班,69,44,25
111,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系碩士班,碩士班(日間),152,86,66
111,公立,技專校院,0022,國立臺灣科技大學,07191042,智慧製造科技研究所,碩士班(日間),29,23,6
111,公立,技專校院,0022,國立臺灣科技大學,07191042,智慧製造科技研究所,博士班,6,6,0
111,公立,技專校院,0022,國立臺灣科技大學,07194040,工程學院_先進科技全英語外國學生專班,學士班(日間),24,16,8
111,公立,技專校院,0022,國立臺灣科技大學,07194040,先進科技全英語學士學位學程,學士班(日間),3,1,2
111,公立,技專校院,0022,國立臺灣科技大學,07194041,全球發展工程學士學位學程,學士班(日間),80,58,22
111,公立,技專校院,0022,國立臺灣科技大學,07199033,工程學院_先進科技全英語外國學生專班,學士班(日間),67,47,20
111,公立,技專校院,0022,國立臺灣科技大學,07199035,高階科技研發碩士在職學位學程,碩士在職專班,76,70,6
111,公立,技專校院,0022,國立臺灣科技大學,07199046,工程學士班,學士班(日間),45,30,15
111,公立,技專校院,0022,國立臺灣科技大學,07311038,建築系,學士班(日間),309,182,127
111,公立,技專校院,0022,國立臺灣科技大學,07311038,建築系博士班,博士班,63,40,23
111,公立,技專校院,0022,國立臺灣科技大學,07311038,建築系碩士在職專班,碩士在職專班,51,35,16
111,公立,技專校院,0022,國立臺灣科技大學,07311038,建築系碩士班,碩士班(日間),120,64,56
111,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系,學士班(日間),373,298,75
111,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系博士班,博士班,60,50,10
111,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系碩士在職專班,碩士在職專班,63,45,18
111,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系碩士班,碩士班(日間),287,210,77
111,公立,技專校院,0022,國立臺灣科技大學,09171034,醫學工程研究所,碩士班(日間),53,36,17
111,公立,技專校院,0022,國立臺灣科技大學,99999015,應用科技學士學位學程,學士班(日間),26,23,3
111,公立,技專校院,0022,國立臺灣科技大學,99999036,不分系學士班,學士班(日間),53,44,9
111,公立,技專校院,0022,國立臺灣科技大學,99999036,不分系學士班_不分系學士專班,學士班(日間),42,40,2
111,公立,技專校院,0023,國立雲林科技大學,01118001,技術及職業教育研究所,碩士班(日間),18,5,13
111,公立,技專校院,0023,國立雲林科技大學,01118001,技術及職業教育研究所,碩士在職專班,16,5,11
111,公立,技專校院,0023,國立雲林科技大學,01118001,技術及職業教育研究所,博士班,68,40,28
111,公立,技專校院,0023,國立雲林科技大學,02111013,數位媒體設計系地方創生智能設計碩士在職專班,碩士在職專班,24,12,12
111,公立,技專校院,0023,國立雲林科技大學,02111013,數位媒體設計系碩士班,碩士班(日間),78,30,48
111,公立,技專校院,0023,國立雲林科技大學,02112011,視覺傳達設計系,學士班(日間),209,37,172
111,公立,技專校院,0023,國立雲林科技大學,02112011,視覺傳達設計系碩士班,碩士班(日間),69,10,59
111,公立,技專校院,0023,國立雲林科技大學,02112013,數位媒體設計系,學士班(日間),250,63,187
111,公立,技專校院,0023,國立雲林科技大學,02122007,設計學研究所,碩士班(日間),35,10,25
111,公立,技專校院,0023,國立雲林科技大學,02122007,設計學研究所,博士班,103,46,57
111,公立,技專校院,0023,國立雲林科技大學,02122009,創意生活設計系,學士班(日間),211,40,171
111,公立,技專校院,0023,國立雲林科技大學,02122009,創意生活設計系_香港二技專班,學士班(日間),1,0,1
111,公立,技專校院,0023,國立雲林科技大學,02122009,創意生活設計系碩士班,碩士班(日間),57,15,42
111,公立,技專校院,0023,國立雲林科技大學,02122067,跨域整合設計學士學位學程,學士班(日間),10,3,7
111,公立,技專校院,0023,國立雲林科技大學,02123014,工業設計系,學士班(日間),186,84,102
111,公立,技專校院,0023,國立雲林科技大學,02123014,工業設計系碩士班,碩士班(日間),64,30,34
111,公立,技專校院,0023,國立雲林科技大學,02192002,文化資產維護系,學士班(日間),229,68,161
111,公立,技專校院,0023,國立雲林科技大學,02192002,文化資產維護系_香港二技專班,學士班(日間),3,1,2
111,公立,技專校院,0023,國立雲林科技大學,02192002,文化資產維護系碩士班,碩士班(日間),61,23,38
111,公立,技專校院,0023,國立雲林科技大學,02199017,設計學院_設計技優專班,學士班(日間),129,76,53
111,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系,學士班(日間),262,69,193
111,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系_香港二技專班,學士班(日間),4,2,2
111,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系碩士在職專班,碩士在職專班,35,7,28
111,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系碩士班,碩士班(日間),50,11,39
111,公立,技專校院,0023,國立雲林科技大學,02322003,漢學應用研究所,碩士班(日間),32,13,19
111,公立,技專校院,0023,國立雲林科技大學,02322003,漢學應用研究所,碩士在職專班,28,14,14
111,公立,技專校院,0023,國立雲林科技大學,04111018,會計系,學士班(日間),218,57,161
111,公立,技專校院,0023,國立雲林科技大學,04111018,會計系博士班,博士班,10,5,5
111,公立,技專校院,0023,國立雲林科技大學,04111018,會計系碩士在職專班,碩士在職專班,30,6,24
111,公立,技專校院,0023,國立雲林科技大學,04111018,會計系碩士班,碩士班(日間),43,13,30
111,公立,技專校院,0023,國立雲林科技大學,04121024,財務金融系,學士班(日間),221,73,148
111,公立,技專校院,0023,國立雲林科技大學,04121024,財務金融系博士班,博士班,28,15,13
111,公立,技專校院,0023,國立雲林科技大學,04121024,財務金融系碩士在職專班,碩士在職專班,57,31,26
111,公立,技專校院,0023,國立雲林科技大學,04121024,財務金融系碩士班,碩士班(日間),76,35,41
111,公立,技專校院,0023,國立雲林科技大學,04131019,企業管理系,學士班(日間),289,79,210
111,公立,技專校院,0023,國立雲林科技大學,04131019,企業管理系博士班,博士班,71,42,29
111,公立,技專校院,0023,國立雲林科技大學,04131019,企業管理系碩士在職專班,碩士在職專班,98,53,45
111,公立,技專校院,0023,國立雲林科技大學,04131019,企業管理系碩士班,碩士班(日間),112,33,79
111,公立,技專校院,0023,國立雲林科技大學,04131022,國際管理學士學位學程,學士班(日間),101,31,70
111,公立,技專校院,0023,國立雲林科技大學,04131057,產業經營專業博士學位學程,博士班,13,11,2
111,公立,技專校院,0023,國立雲林科技大學,04131058,高階管理碩士在職學位學程,碩士在職專班,54,32,22
111,公立,技專校院,0023,國立雲林科技大學,04131059,工商管理學士學位學程,學士班(進修),165,56,109
111,公立,技專校院,0023,國立雲林科技大學,04199023,創業管理碩士學位學程,碩士班(日間),17,11,6
111,公立,技專校院,0023,國立雲林科技大學,04212031,科技法律研究所,碩士班(日間),40,19,21
111,公立,技專校院,0023,國立雲林科技大學,04212031,科技法律研究所,碩士在職專班,65,38,27
111,公立,技專校院,0023,國立雲林科技大學,06111066,智慧數據科學研究所,碩士班(日間),17,13,4
111,公立,技專校院,0023,國立雲林科技大學,06131032,資訊管理系,學士班(日間),368,227,141
111,公立,技專校院,0023,國立雲林科技大學,06131032,資訊管理系_人工智慧技優專班,學士班(日間),60,49,11
111,公立,技專校院,0023,國立雲林科技大學,06131032,資訊管理系博士班,博士班,21,18,3
111,公立,技專校院,0023,國立雲林科技大學,06131032,資訊管理系碩士在職專班,碩士在職專班,48,37,11
111,公立,技專校院,0023,國立雲林科技大學,06131032,資訊管理系碩士班,碩士班(日間),101,68,33
111,公立,技專校院,0023,國立雲林科技大學,06131060,資訊科技服務管理數位學習碩士在職專班,碩士在職專班,50,35,15
111,公立,技專校院,0023,國立雲林科技大學,06131065,國際人工智慧管理研究所,碩士班(日間),16,11,5
111,公立,技專校院,0023,國立雲林科技大學,07111045,化學工程與材料工程系,學士班(日間),435,288,147
111,公立,技專校院,0023,國立雲林科技大學,07111045,化學工程與材料工程系博士班,博士班,5,2,3
111,公立,技專校院,0023,國立雲林科技大學,07111045,化學工程與材料工程系碩士班,碩士班(日間),112,75,37
111,公立,技專校院,0023,國立雲林科技大學,07112047,材料科技研究所,碩士班(日間),45,40,5
111,公立,技專校院,0023,國立雲林科技大學,07121049,環境與安全衛生工程系,學士班(日間),257,189,68
111,公立,技專校院,0023,國立雲林科技大學,07121049,環境與安全衛生工程系_香港二技專班,學士班(日間),1,1,0
111,公立,技專校院,0023,國立雲林科技大學,07121049,環境與安全衛生工程系博士班,博士班,8,7,1
111,公立,技專校院,0023,國立雲林科技大學,07121049,環境與安全衛生工程系碩士班,碩士班(日間),67,53,14
111,公立,技專校院,0023,國立雲林科技大學,07121049,環境與安全衛生工程系環安科技與管理碩士在職專班,碩士在職專班,52,41,11
111,公立,技專校院,0023,國立雲林科技大學,07141033,電機工程系,學士班(日間),578,553,25
111,公立,技專校院,0023,國立雲林科技大學,07141033,電機工程系碩士在職專班,碩士在職專班,56,51,5
111,公立,技專校院,0023,國立雲林科技大學,07141033,電機工程系碩士班,碩士班(日間),178,163,15
111,公立,技專校院,0023,國立雲林科技大學,07141034,電子工程系,學士班(日間),557,505,52
111,公立,技專校院,0023,國立雲林科技大學,07141034,電子工程系_香港二技專班,學士班(日間),1,1,0
111,公立,技專校院,0023,國立雲林科技大學,07141034,電子工程系博士班,博士班,12,9,3
111,公立,技專校院,0023,國立雲林科技大學,07141034,電子工程系碩士班,碩士班(日間),193,174,19
111,公立,技專校院,0023,國立雲林科技大學,07141037,資訊工程系,學士班(日間),284,265,19
111,公立,技專校院,0023,國立雲林科技大學,07141037,資訊工程系碩士班,碩士班(日間),137,121,16
111,公立,技專校院,0023,國立雲林科技大學,07151041,機械工程系,學士班(日間),501,457,44
111,公立,技專校院,0023,國立雲林科技大學,07151041,機械工程系_智能示範鑄造產學攜手合作專班,學士班(日間),31,31,0
111,公立,技專校院,0023,國立雲林科技大學,07151041,機械工程系博士班,博士班,19,18,1
111,公立,技專校院,0023,國立雲林科技大學,07151041,機械工程系碩士班,碩士班(日間),125,117,8
111,公立,技專校院,0023,國立雲林科技大學,07191048,工業工程與管理系,學士班(日間),402,235,167
111,公立,技專校院,0023,國立雲林科技大學,07191048,工業工程與管理系健康產業管理碩士在職專班,碩士在職專班,46,8,38
111,公立,技專校院,0023,國立雲林科技大學,07191048,工業工程與管理系博士班,博士班,17,9,8
111,公立,技專校院,0023,國立雲林科技大學,07191048,工業工程與管理系碩士在職專班,碩士在職專班,57,47,10
111,公立,技專校院,0023,國立雲林科技大學,07191048,工業工程與管理系碩士班,碩士班(日間),128,82,46
111,公立,技專校院,0023,國立雲林科技大學,07194050,工程科技研究所,博士班,58,47,11
111,公立,技專校院,0023,國立雲林科技大學,07194050,工程科技菁英班,學士班(日間),30,25,5
111,公立,技專校院,0023,國立雲林科技大學,07194063,產業科技學士學位學程,學士班(進修),62,42,20
111,公立,技專校院,0023,國立雲林科技大學,07199062,智慧機器人學士學位學程,學士班(日間),14,10,4
111,公立,技專校院,0023,國立雲林科技大學,07311016,建築與室內設計系,學士班(日間),207,85,122
111,公立,技專校院,0023,國立雲林科技大學,07311016,建築與室內設計系碩士班,碩士班(日間),60,22,38
111,公立,技專校院,0023,國立雲林科技大學,07321043,營建工程系,學士班(日間),291,218,73
111,公立,技專校院,0023,國立雲林科技大學,07321043,營建工程系_香港二技專班,學士班(日間),2,2,0
111,公立,技專校院,0023,國立雲林科技大學,07321043,營建工程系碩士在職專班,碩士在職專班,55,45,10
111,公立,技專校院,0023,國立雲林科技大學,07321043,營建工程系碩士班,碩士班(日間),57,45,12
111,公立,技專校院,0023,國立雲林科技大學,10152053,休閒運動研究所,碩士班(日間),30,16,14
111,公立,技專校院,0023,國立雲林科技大學,10152053,休閒運動研究所,碩士在職專班,44,18,26
111,公立,技專校院,0023,國立雲林科技大學,99999006,前瞻學士學位學程,學士班(日間),48,23,25
111,公立,技專校院,0023,國立雲林科技大學,99999064,未來學院_智能示範鑄造產學攜手合作專班,學士班(日間),65,62,3
111,公立,技專校院,0023,國立雲林科技大學,99999064,未來學院_機器人技優專班,學士班(日間),74,70,4
111,公立,技專校院,0023,國立雲林科技大學,99999064,應用工程科技學士專班,學士班(日間),5,4,1
111,公立,技專校院,0024,國立屏東科技大學,01118001,技術及職業教育研究所,碩士班(日間),33,7,26
111,公立,技專校院,0024,國立屏東科技大學,01118001,技術及職業教育研究所,碩士在職專班,17,5,12
111,公立,技專校院,0024,國立屏東科技大學,02122003,時尚設計與管理系_時尚設計專班,學士班(進修),1,0,1
111,公立,技專校院,0024,國立屏東科技大學,02125003,時尚設計與管理系,學士班(日間),204,8,196
111,公立,技專校院,0024,國立屏東科技大學,02125003,時尚設計與管理系_時尚技藝精進技優領航專班,學士班(日間),8,1,7
111,公立,技專校院,0024,國立屏東科技大學,02125003,時尚設計與管理系碩士班,碩士班(日間),26,4,22
111,公立,技專校院,0024,國立屏東科技大學,02311002,應用外語系,學士班(日間),204,73,131
111,公立,技專校院,0024,國立屏東科技大學,02311002,應用外語系碩士班,碩士班(日間),11,2,9
111,公立,技專校院,0024,國立屏東科技大學,03143004,客家文化產業研究所,碩士班(日間),23,11,12
111,公立,技專校院,0024,國立屏東科技大學,04121007,財務金融研究所,碩士在職專班,1,1,0
111,公立,技專校院,0024,國立屏東科技大學,04121007,財務金融國際學士學位學程,學士班(日間),66,23,43
111,公立,技專校院,0024,國立屏東科技大學,04131005,企業管理系,學士班(日間),361,125,236
111,公立,技專校院,0024,國立屏東科技大學,04131005,企業管理系,學士班(進修),48,23,25
111,公立,技專校院,0024,國立屏東科技大學,04131005,企業管理系碩士在職專班,碩士在職專班,23,13,10
111,公立,技專校院,0024,國立屏東科技大學,04131005,企業管理系碩士班,碩士班(日間),21,8,13
111,公立,技專校院,0024,國立屏東科技大學,04199008,科技管理研究所,碩士班(日間),1,1,0
111,公立,技專校院,0024,國立屏東科技大學,04199008,科技管理研究所,碩士在職專班,1,1,0
111,公立,技專校院,0024,國立屏東科技大學,04199009,工業管理系,學士班(日間),362,165,197
111,公立,技專校院,0024,國立屏東科技大學,04199009,工業管理系碩士在職專班,碩士在職專班,18,17,1
111,公立,技專校院,0024,國立屏東科技大學,04199009,工業管理系碩士班,碩士班(日間),45,23,22
111,公立,技專校院,0024,國立屏東科技大學,04199011,高階經營管理碩士在職專班,碩士在職專班,47,21,26
111,公立,技專校院,0024,國立屏東科技大學,05121015,生物科技系,學士班(日間),215,120,95
111,公立,技專校院,0024,國立屏東科技大學,05121015,生物科技系碩士班,碩士班(日間),43,27,16
111,公立,技專校院,0024,國立屏東科技大學,05121016,農學院生物資源博士班,博士班,28,18,10
111,公立,技專校院,0024,國立屏東科技大學,05121049,動物疫苗科技研究所,碩士班(日間),30,10,20
111,公立,技專校院,0024,國立屏東科技大學,05121050,動物用疫苗國際學位專班,碩士班(日間),5,3,2
111,公立,技專校院,0024,國立屏東科技大學,05121050,動物用疫苗國際學位專班,博士班,15,4,11
111,公立,技專校院,0024,國立屏東科技大學,05221014,野生動物保育研究所,碩士班(日間),55,32,23
111,公立,技專校院,0024,國立屏東科技大學,05292040,水土保持系,學士班(日間),198,143,55
111,公立,技專校院,0024,國立屏東科技大學,05292040,水土保持系碩士班,碩士班(日間),36,29,7
111,公立,技專校院,0024,國立屏東科技大學,06131017,資訊管理系,學士班(日間),233,146,87
111,公立,技專校院,0024,國立屏東科技大學,06131017,資訊管理系碩士在職專班,碩士在職專班,15,12,3
111,公立,技專校院,0024,國立屏東科技大學,06131017,資訊管理系碩士班,碩士班(日間),45,31,14
111,公立,技專校院,0024,國立屏東科技大學,07112024,材料工程系,學士班(日間),41,38,3
111,公立,技專校院,0024,國立屏東科技大學,07112024,材料工程系碩士班,碩士班(日間),32,29,3
111,公立,技專校院,0024,國立屏東科技大學,07112065,先進材料學士學位學程,學士班(日間),108,87,21
111,公立,技專校院,0024,國立屏東科技大學,07121025,環境工程與科學系,學士班(日間),336,259,77
111,公立,技專校院,0024,國立屏東科技大學,07121025,環境工程與科學系博士班,博士班,22,18,4
111,公立,技專校院,0024,國立屏東科技大學,07121025,環境工程與科學系碩士在職專班,碩士在職專班,30,23,7
111,公立,技專校院,0024,國立屏東科技大學,07121025,環境工程與科學系碩士班,碩士班(日間),47,34,13
111,公立,技專校院,0024,國立屏東科技大學,07141069,智慧機電學士學位學程,學士班(日間),23,21,2
111,公立,技專校院,0024,國立屏東科技大學,07151018,機械工程系,學士班(日間),380,349,31
111,公立,技專校院,0024,國立屏東科技大學,07151018,機械工程系,學士班(進修),90,82,8
111,公立,技專校院,0024,國立屏東科技大學,07151018,機械工程系_知能精進技優領航專班,學士班(日間),66,61,5
111,公立,技專校院,0024,國立屏東科技大學,07151018,機械工程系_精密加工專班,學士班(日間),29,27,2
111,公立,技專校院,0024,國立屏東科技大學,07151018,機械工程系碩士班,碩士班(日間),38,33,5
111,公立,技專校院,0024,國立屏東科技大學,07151020,生物機電工程系,學士班(日間),232,220,12
111,公立,技專校院,0024,國立屏東科技大學,07151020,生物機電工程系,學士班(進修),130,124,6
111,公立,技專校院,0024,國立屏東科技大學,07151020,生物機電工程系碩士班,碩士班(日間),29,27,2
111,公立,技專校院,0024,國立屏東科技大學,07161019,車輛工程系,學士班(日間),303,297,6
111,公立,技專校院,0024,國立屏東科技大學,07161019,車輛工程系碩士班,碩士班(日間),72,72,0
111,公立,技專校院,0024,國立屏東科技大學,07211037,食品科學系,學士班(日間),428,165,263
111,公立,技專校院,0024,國立屏東科技大學,07211037,食品科學系,學士班(進修),142,67,75
111,公立,技專校院,0024,國立屏東科技大學,07211037,食品科學系博士班,博士班,22,13,9
111,公立,技專校院,0024,國立屏東科技大學,07211037,食品科學系碩士在職專班,碩士在職專班,13,4,9
111,公立,技專校院,0024,國立屏東科技大學,07211037,食品科學系碩士班,碩士班(日間),65,24,41
111,公立,技專校院,0024,國立屏東科技大學,07211037,食品科學國際碩士學位學程,碩士班(日間),19,6,13
111,公立,技專校院,0024,國立屏東科技大學,07211039,食品生技碩士學位學程在職專班,碩士在職專班,8,5,3
