學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-學生自請休學原因-小計,於學年底處於休學狀態之人數-學生自請休學原因-傷病,於學年底處於休學狀態之人數-學生自請休學原因-經濟困難,於學年底處於休學狀態之人數-學生自請休學原因-就讀學校、科系不符期待,於學年底處於休學狀態之人數-學生自請休學原因-學業成績不佳,於學年底處於休學狀態之人數-學生自請休學原因-工作,於學年底處於休學狀態之人數-學生自請休學原因-懷孕,於學年底處於休學狀態之人數-學生自請休學原因-育嬰,於學年底處於休學狀態之人數-學生自請休學原因-兵役,於學年底處於休學狀態之人數-學生自請休學原因-出國,於學年底處於休學狀態之人數-學生自請休學原因-論文撰寫,於學年底處於休學狀態之人數-學生自請休學原因-就學環境,於學年底處於休學狀態之人數-學生自請休學原因-家務或家人照顧,於學年底處於休學狀態之人數-學生自請休學原因-考試訓練,於學年底處於休學狀態之人數-學生自請休學原因-其他,於學年底處於休學狀態之人數-學校勒令休學原因-小計,於學年底處於休學狀態之人數-學校勒令休學原因-違反校規,於學年底處於休學狀態之人數-學校勒令休學原因-其他
113,公立,一般大學,0006,國立中興大學,09121093,轉譯醫學博士學位學程,博士班,男,35,3,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09121093,轉譯醫學博士學位學程,博士班,女,6,4,4,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09121110,學士後醫學系,學士班(日間),男,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09121110,學士後醫學系,學士班(日間),女,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09121121,臨床醫學研究所,碩士班(日間),男,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09121121,臨床醫學研究所,碩士班(日間),女,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09131122,臨床護理研究所,碩士班(日間),女,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09141094,醫學生物科技博士學位學程,博士班,男,14,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09141094,醫學生物科技博士學位學程,博士班,女,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09199096,組織工程與再生醫學博士學位學程,博士班,男,17,4,4,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
113,公立,一般大學,0006,國立中興大學,09199096,組織工程與再生醫學博士學位學程,博士班,女,8,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,01111001,教育研究所,碩士班(日間),男,24,5,5,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,01111001,教育研究所,博士班,男,15,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,01111001,教育研究所,碩士班(日間),女,64,15,15,0,1,0,0,8,0,1,0,0,5,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,01111001,教育研究所,博士班,女,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,01131002,英語教學研究所,碩士班(日間),男,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,01131002,英語教學研究所,碩士班(日間),女,26,7,7,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,碩士班(日間),男,24,3,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,博士班,男,12,4,4,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,碩士班(日間),女,55,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,博士班,女,18,5,5,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02151003,音樂研究所,碩士班(日間),男,22,6,6,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02151003,音樂研究所,碩士班(日間),女,45,11,11,3,0,0,3,1,0,0,0,2,1,0,0,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02191107,視覺文化研究所,碩士班(日間),男,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02191107,視覺文化研究所,碩士班(日間),女,12,3,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02222095,客家文化學院博士班,博士班,男,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02222095,客家文化學院博士班,博士班,女,3,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02231108,心智哲學研究所,碩士班(日間),男,12,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02231108,心智哲學研究所,碩士班(日間),女,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系,學士班(日間),男,78,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系,學士班(日間),女,128,7,7,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系族群與文化碩士班,碩士班(日間),男,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系族群與文化碩士班,碩士班(日間),女,23,3,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),男,11,5,5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),女,15,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,碩士班(日間),男,9,5,5,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,博士班,男,16,5,5,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,碩士班(日間),女,26,11,11,1,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,博士班,女,22,7,7,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系,學士班(日間),男,57,3,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系,學士班(日間),女,153,3,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系外國文學與語言學碩士班,碩士班(日間),男,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系外國文學與語言學碩士班,碩士班(日間),女,28,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03143013,客家社會與文化碩士在職專班,碩士在職專班,男,20,3,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03143013,客家社會與文化碩士在職專班,碩士在職專班,女,57,6,6,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03199109,科技與社會研究所,碩士班(日間),男,17,6,6,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03199109,科技與社會研究所,碩士班(日間),女,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03211014,傳播研究所,碩士班(日間),男,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03211014,傳播研究所,碩士班(日間),女,50,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,學士班(日間),男,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,碩士班(日間),男,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,學士班(日間),女,138,3,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,碩士班(日間),女,42,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系,學士班(日間),男,103,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系,學士班(日間),女,87,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融博士班,博士班,男,22,8,8,0,0,1,0,2,0,2,0,0,1,0,1,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融博士班,博士班,女,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融碩士班,碩士班(日間),男,73,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融碩士班,碩士班(日間),女,41,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131016,管理學院企業管理碩士學位學程,碩士班(日間),男,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131016,管理學院企業管理碩士學位學程,碩士班(日間),女,53,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,碩士班(日間),男,52,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,博士班,男,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,碩士班(日間),女,49,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,博士班,女,17,3,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,學士班(日間),男,82,9,9,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,碩士班(日間),男,44,5,5,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,博士班,男,16,3,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,學士班(日間),女,144,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,碩士班(日間),女,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,博士班,女,11,4,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131026,管理學院碩士在職專班,碩士在職專班,男,217,24,24,1,0,0,1,12,0,2,1,2,5,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131026,管理學院碩士在職專班,碩士在職專班,女,235,15,15,4,0,0,0,6,0,2,0,0,2,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131164,生技醫療經營管理碩士在職學位學程,碩士在職專班,男,16,4,4,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04131164,生技醫療經營管理碩士在職學位學程,碩士在職專班,女,24,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04133110,醫務管理研究所,碩士班(日間),男,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04133110,醫務管理研究所,碩士在職專班,男,28,3,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04133110,醫務管理研究所,碩士班(日間),女,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04133110,醫務管理研究所,碩士在職專班,女,44,5,5,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,碩士班(日間),男,19,3,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,博士班,男,16,7,7,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,碩士班(日間),女,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,博士班,女,14,3,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04199024,高階主管管理碩士學程,碩士在職專班,男,84,6,6,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04199024,高階主管管理碩士學程,碩士在職專班,女,37,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,碩士班(日間),男,38,12,12,0,0,1,0,1,0,0,1,1,7,0,0,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,碩士在職專班,男,50,13,13,0,0,0,0,1,0,3,0,2,7,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,博士班,男,14,4,4,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,碩士班(日間),女,82,10,10,1,0,0,0,1,0,1,0,1,5,0,0,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,碩士在職專班,女,48,8,8,1,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,博士班,女,9,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,學士班(日間),男,149,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,碩士班(日間),男,43,4,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,博士班,男,35,7,7,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,學士班(日間),女,135,5,5,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,碩士班(日間),女,77,4,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,博士班,女,21,4,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121030,分子醫學與生物工程研究所,碩士班(日間),男,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121030,分子醫學與生物工程研究所,博士班,男,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121030,分子醫學與生物工程研究所,碩士班(日間),女,40,4,4,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121030,分子醫學與生物工程研究所,博士班,女,8,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121112,生命科學系暨基因體科學研究所,學士班(日間),男,58,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121112,生命科學系暨基因體科學研究所,碩士班(日間),男,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121112,生命科學系暨基因體科學研究所,博士班,男,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121112,生命科學系暨基因體科學研究所,學士班(日間),女,57,5,5,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121112,生命科學系暨基因體科學研究所,碩士班(日間),女,39,4,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121112,生命科學系暨基因體科學研究所,博士班,女,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121165,生技醫療產業博士學位學程,博士班,男,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121165,生技醫療產業博士學位學程,博士班,女,12,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121173,工程與計算生醫產業碩士專班,碩士班(日間),男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121173,工程與計算生醫產業碩士專班,碩士班(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121186,工程生物科學學院產業博士班,博士班,男,9,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05121186,工程生物科學學院產業博士班,博士班,女,6,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05122114,微生物及免疫學研究所,碩士班(日間),男,20,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05122114,微生物及免疫學研究所,博士班,男,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05122114,微生物及免疫學研究所,碩士班(日間),女,33,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05122114,微生物及免疫學研究所,博士班,女,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05123116,生化暨分子生物研究所,碩士班(日間),男,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05123116,生化暨分子生物研究所,博士班,男,11,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05123116,生化暨分子生物研究所,碩士班(日間),女,31,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05123116,生化暨分子生物研究所,博士班,女,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05124034,生物資訊及系統生物研究所,碩士班(日間),男,22,3,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05124034,生物資訊及系統生物研究所,博士班,男,13,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05124034,生物資訊及系統生物研究所,碩士班(日間),女,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05124034,生物資訊及系統生物研究所,博士班,女,12,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05124117,生物醫學資訊研究所,碩士班(日間),男,35,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05124117,生物醫學資訊研究所,博士班,男,21,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05124117,生物醫學資訊研究所,碩士班(日間),女,35,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05124117,生物醫學資訊研究所,博士班,女,8,3,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05199035,跨領域神經科學國際研究生博士學位學程,博士班,男,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05199035,跨領域神經科學國際研究生博士學位學程,博士班,女,9,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05199035,跨領域神經科學博士學位學程(台灣聯合大學系統),博士班,男,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05199035,跨領域神經科學博士學位學程(台灣聯合大學系統),博士班,女,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05199163,學士班大一大二不分系,學士班(日間),男,10,5,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05199163,學士班大一大二不分系,學士班(日間),女,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05211043,環境科技博士學位學程(台灣聯合大學系統),博士班,男,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05211043,環境科技博士學位學程(台灣聯合大學系統),博士班,女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,學士班(日間),男,138,7,7,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,碩士班(日間),男,134,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,博士班,男,39,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,學士班(日間),女,67,5,5,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,碩士班(日間),女,97,3,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,博士班,女,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系分子科學博士班,博士班,男,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系分子科學博士班,博士班,女,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系分子科學碩士班,碩士班(日間),男,25,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系分子科學碩士班,碩士班(日間),女,19,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311039,永續化學科技國際研究生博士學位學程,博士班,男,24,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05311039,永續化學科技國際研究生博士學位學程,博士班,女,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05322178,太空系統工程研究所,碩士班(日間),男,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05322178,太空系統工程研究所,碩士班(日間),女,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05331040,物理研究所,碩士班(日間),男,57,5,5,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05331040,物理研究所,博士班,男,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0007,國立陽明交通大學,05331040,物理研究所,碩士班(日間),女,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
