學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生小計,僑生男,僑生女,港澳生小計,港澳生男,港澳生女,僑生及港澳生數之在學比率(%)
111,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,學士班(日間),6,2,4,17,10,7,8.42
111,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,學士班(日間),1,0,1,13,11,2,5.74
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),2,2,0,1,0,1,0.72
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01199108,教育與未來設計學系,學士班(日間),1,0,1,1,1,0,1.65
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),2,2,0,18,15,3,5.05
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),1,1,0,3,1,2,2.35
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),13,3,10,83,42,41,10.37
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),3,1,2,6,2,4,2.10
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),1,0,1,4,2,2,2.33
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),1,0,1,9,3,6,2.67
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),3,0,3,16,8,8,2.90
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系全英語學士班,學士班(日間),4,2,2,7,5,2,10.09
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),2,0,2,10,4,6,2.84
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),0,0,0,1,1,0,0.28
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),1,0,1,4,1,3,0.74
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),1,1,0,2,2,0,2.33
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),8,0,8,3,3,0,4.35
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),22,5,17,30,17,13,14.86
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03214054,資訊傳播學系,學士班(日間),7,1,6,14,5,9,5.21
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),2,0,2,12,4,8,3.38
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),4,1,3,7,2,5,1.40
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),0,0,0,1,1,0,1.61
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),20,11,9,14,11,3,5.28
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系全球財務管理全英語學士班,學士班(日間),4,2,2,1,1,0,2.79
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123104,風險管理與保險學系,學士班(日間),0,0,0,2,2,0,0.49
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),85,48,37,5,2,3,11.28
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),0,0,0,2,1,1,0.50
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),42,19,23,20,15,5,9.30
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),1,1,0,4,0,4,1.09
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05311031,化學學系,學士班(日間),0,0,0,2,2,0,0.55
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,學士班(日間),0,0,0,1,1,0,0.30
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,學士班(日間),0,0,0,3,2,1,0.97
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),29,26,3,24,22,2,6.31
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系全英語學士班,學士班(日間),30,26,4,4,4,0,12.55
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),10,8,2,7,6,1,2.24
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131107,人工智慧學系,學士班(日間),3,3,0,1,1,0,1.22
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,學士班(日間),1,1,0,1,1,0,0.22
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),1,1,0,4,4,0,1.14
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,學士班(日間),2,2,0,5,4,1,1.29
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),4,1,3,5,2,3,2.59
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),0,0,0,6,6,0,1.26
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),11,3,8,3,0,3,4.62
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),3,2,1,5,3,2,1.69
112,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),1,0,1,3,2,1,2.30
112,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),3,3,0,15,11,4,3.94
112,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),3,0,3,18,4,14,8.47
112,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,學士班(日間),1,0,1,1,1,0,1.67
112,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),2,1,1,0,0,0,1.36
112,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),2,2,0,1,0,1,1.84
112,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,學士班(日間),3,0,3,2,0,2,4.20
112,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),8,4,4,6,3,3,5.28
112,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),2,2,0,5,3,2,4.52
112,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),0,0,0,4,3,1,3.15
112,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),5,1,4,25,2,23,6.06
112,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),0,0,0,2,1,1,2.13
112,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),6,2,4,5,3,2,3.85
112,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),2,1,1,13,8,5,3.39
112,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,學士班(日間),0,0,0,1,1,0,10.00
112,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),2,0,2,1,0,1,1.89
112,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),0,0,0,12,7,5,2.75
112,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),0,0,0,1,1,0,0.33
112,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),1,0,1,1,1,0,1.49
112,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),5,2,3,8,3,5,5.20
112,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),0,0,0,6,3,3,3.92
112,私立,一般大學,1006,中國文化大學,03199051,勞動暨人力資源學系,學士班(日間),1,1,0,0,0,0,0.35
112,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),24,5,19,18,8,10,8.19
112,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),1,0,1,4,3,1,1.48
112,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),2,0,2,3,2,1,1.28
112,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),0,0,0,1,1,0,0.30
112,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),3,0,3,1,1,0,0.67
112,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),10,4,6,1,0,1,2.17
112,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),2,0,2,6,4,2,2.82
112,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),6,2,4,2,2,0,1.71
112,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),3,0,3,9,6,3,2.80
112,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),14,8,6,0,0,0,7.14
112,私立,一般大學,1006,中國文化大學,05111091,生命科學系,學士班(日間),1,1,0,1,1,0,1.45
112,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,學士班(日間),1,1,0,6,2,4,3.57
112,私立,一般大學,1006,中國文化大學,05321112,地質學系,學士班(日間),1,1,0,1,0,1,1.69
112,私立,一般大學,1006,中國文化大學,05331115,光電物理學系,學士班(日間),0,0,0,1,1,0,0.72
112,私立,一般大學,1006,中國文化大學,05499114,應用數學系,學士班(日間),0,0,0,1,1,0,0.48
112,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),5,3,2,2,0,2,1.62
112,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),4,3,1,1,1,0,1.01
112,私立,一般大學,1006,中國文化大學,07151107,機械工程學系,學士班(日間),0,0,0,1,1,0,0.32
112,私立,一般大學,1006,中國文化大學,07192108,紡織工程學系,學士班(日間),1,0,1,0,0,0,0.79
112,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),4,3,1,2,2,0,2.40
112,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),3,2,1,2,0,2,3.31
112,私立,一般大學,1006,中國文化大學,08112116,動物科學系,學士班(日間),1,1,0,6,1,5,3.93
112,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,學士班(日間),2,1,1,1,1,0,2.19
112,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,學士班(日間),0,0,0,5,3,2,3.05
112,私立,一般大學,1006,中國文化大學,09299082,社會福利學系,學士班(日間),1,0,1,5,3,2,1.80
112,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),6,2,4,0,0,0,2.87
112,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,學士班(日間),3,3,0,2,2,0,3.33
112,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),3,2,1,8,5,3,5.19
112,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),9,5,4,13,7,6,5.12
112,私立,一般大學,1007,逢甲大學,02122006,創新設計學士學位學程,學士班(日間),0,0,0,1,1,0,100.00
112,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),6,4,2,9,6,3,3.52
112,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),5,2,3,7,6,1,5.45
112,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),1,0,1,5,5,0,1.34
112,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),2,1,1,0,0,0,0.84
112,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),3,2,1,16,8,8,2.56
112,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),8,5,3,4,3,1,1.60
112,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),4,3,1,2,2,0,2.86
112,私立,一般大學,1007,逢甲大學,04122032,財稅學系,學士班(日間),2,2,0,0,0,0,0.42
112,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),34,16,18,37,22,15,12.66
112,私立,一般大學,1007,逢甲大學,04131021,國際企業管理全英語學士學位學程,學士班(日間),7,2,5,3,2,1,5.26
112,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),0,0,0,2,1,1,0.43
112,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),15,7,8,6,3,3,2.78
112,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),3,2,1,3,1,2,11.11
112,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),12,6,6,12,4,8,4.38
112,私立,一般大學,1007,逢甲大學,04191014,澳洲昆士蘭大學商學雙學士學位學程,學士班(日間),1,1,0,0,0,0,3.33
112,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),2,1,1,1,1,0,3.33
112,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),1,0,1,0,0,0,0.97
112,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),0,0,0,3,3,0,0.82
112,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),5,4,1,3,2,1,1.91
112,私立,一般大學,1007,逢甲大學,06131048,美國加州舊金山州立大學資訊工程雙學士學位學程,學士班(日間),2,2,0,0,0,0,3.39
112,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),37,33,4,40,38,2,7.72
112,私立,一般大學,1007,逢甲大學,06134115,人工智慧技術與應用學士學位學程,學士班(日間),1,0,1,3,2,1,2.55
112,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),0,0,0,1,1,0,0.20
112,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),0,0,0,4,4,0,0.97
112,私立,一般大學,1007,逢甲大學,07122077,水利工程與資源保育學系,學士班(日間),0,0,0,1,0,1,0.29
112,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),0,0,0,4,4,0,0.71
112,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),2,2,0,7,7,0,1.34
112,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,學士班(日間),1,1,0,1,1,0,0.37
112,私立,一般大學,1007,逢甲大學,07141056,資訊電機學院學士班,學士班(日間),0,0,0,2,2,0,1.72
112,私立,一般大學,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),1,1,0,0,0,0,1.27
112,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),10,10,0,6,6,0,3.23
112,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),2,2,0,5,5,0,1.53
112,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),2,2,0,4,2,2,1.43
112,私立,一般大學,1007,逢甲大學,07311007,室內設計學士學位學程,學士班(日間),0,0,0,4,2,2,7.84
112,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),0,0,0,4,2,2,1.15
112,私立,一般大學,1007,逢甲大學,07311083,建築專業學院學士班,學士班(日間),3,2,1,6,3,3,3.86
112,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),4,4,0,9,6,3,3.44
112,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),2,1,1,7,6,1,2.10
112,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),9,5,4,6,6,0,3.33
112,私立,一般大學,1007,逢甲大學,99999094,全校國際生大一不分系學士班,學士班(日間),1,0,1,0,0,0,2.27
112,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),5,2,3,1,0,1,1.67
112,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),1,0,1,2,1,1,0.97
112,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),4,1,3,17,7,10,3.47
112,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),0,0,0,2,0,2,0.61
112,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),7,3,4,16,6,10,7.59
112,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),1,1,0,3,2,1,0.71
112,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),2,2,0,0,0,0,1.07
112,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),0,0,0,1,0,1,0.20
112,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),4,1,3,4,3,1,2.19
112,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),2,2,0,2,2,0,0.93
112,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),2,2,0,1,1,0,0.70
112,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),2,2,0,2,2,0,0.76
112,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),7,0,7,3,0,3,2.31
112,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),0,0,0,5,4,1,0.98
112,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),14,5,9,7,5,2,3.44
112,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),13,7,6,42,20,22,22.73
112,私立,一般大學,1014,義守大學,02122068,國際傳媒與娛樂管理學系,學士班(日間),2,1,1,2,1,1,3.67
112,私立,一般大學,1014,義守大學,02122073,創意整合設計學系,學士班(日間),2,1,1,10,2,8,9.23
112,私立,一般大學,1014,義守大學,02122075,新媒體設計學系,學士班(日間),3,1,2,20,12,8,13.45
112,私立,一般大學,1014,義守大學,02311003,應用日語學系,學士班(日間),0,0,0,25,18,7,9.92
112,私立,一般大學,1014,義守大學,02311074,國際溝通暨應用英語學系,學士班(日間),3,3,0,9,8,1,5.38
112,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),10,6,4,22,15,7,13.28
112,私立,一般大學,1014,義守大學,04111009,會計學系,學士班(日間),0,0,0,2,1,1,1.01
112,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),2,1,1,0,0,0,3.64
112,私立,一般大學,1014,義守大學,04121084,財務與商業分析英語學士學位學程,學士班(日間),1,0,1,0,0,0,7.69
112,私立,一般大學,1014,義守大學,04131010,企業管理學系,學士班(日間),1,0,1,8,6,2,3.26
112,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,學士班(日間),1,1,0,2,1,1,2.86
112,私立,一般大學,1014,義守大學,04131015,國際商務學系,學士班(日間),3,3,0,1,1,0,1.66
112,私立,一般大學,1014,義守大學,04133018,醫務管理學系,學士班(日間),1,1,0,4,2,2,1.59
112,私立,一般大學,1014,義守大學,05121079,醫學科學與生物科技學系,學士班(日間),0,0,0,2,2,0,1.11
112,私立,一般大學,1014,義守大學,05191044,營養學系,學士班(日間),0,0,0,5,2,3,2.20
112,私立,一般大學,1014,義守大學,06131024,資訊管理學系,學士班(日間),1,1,0,3,3,0,1.44
112,私立,一般大學,1014,義守大學,06131027,資訊工程學系,學士班(日間),1,1,0,13,12,1,3.13
112,私立,一般大學,1014,義守大學,06131069,智慧網路科技學系,學士班(日間),0,0,0,1,0,1,0.88
112,私立,一般大學,1014,義守大學,07112034,材料科學與工程學系,學士班(日間),0,0,0,1,1,0,0.36
112,私立,一般大學,1014,義守大學,07141025,電機工程學系,學士班(日間),1,1,0,1,1,0,0.38
112,私立,一般大學,1014,義守大學,07151030,機械與自動化工程學系,學士班(日間),1,1,0,2,2,0,1.34
112,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,學士班(日間),0,0,0,2,2,0,0.67
112,私立,一般大學,1014,義守大學,07321031,土木工程學系,學士班(日間),0,0,0,3,3,0,1.65
112,私立,一般大學,1014,義守大學,09131046,護理學系,學士班(日間),3,0,3,18,10,8,4.68
112,私立,一般大學,1014,義守大學,09141050,醫學影像暨放射科學系,學士班(日間),0,0,0,1,1,0,0.28
112,私立,一般大學,1014,義守大學,09141061,醫學檢驗技術學系,學士班(日間),0,0,0,2,1,1,0.64
112,私立,一般大學,1014,義守大學,09151042,物理治療學系,學士班(日間),2,2,0,34,26,8,9.63
112,私立,一般大學,1014,義守大學,09152043,職能治療學系,學士班(日間),1,1,0,38,19,19,11.34
112,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),13,5,8,22,13,9,15.84
112,私立,一般大學,1014,義守大學,10131077,廚藝暨美食學學系,學士班(日間),27,14,13,65,30,35,33.21
112,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),3,0,3,3,3,0,6.38
112,私立,一般大學,1014,義守大學,10151078,觀光智慧服務與科技學系,學士班(日間),0,0,0,11,5,6,6.67
112,私立,一般大學,1014,義守大學,10152076,運動科技與休閒管理學系,學士班(日間),0,0,0,12,6,6,9.16
112,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),32,14,18,38,9,29,11.63
112,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),5,2,3,19,5,14,5.10
112,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),8,3,5,18,10,8,6.24
112,私立,一般大學,1016,銘傳大學,02125095,時尚與創新管理學士學位學程,學士班(日間),14,3,11,2,0,2,10.96
112,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),5,2,3,17,9,8,4.49
112,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),2,1,1,5,3,2,1.43
112,私立,一般大學,1016,銘傳大學,02322002,應用中國文學系,學士班(日間),1,0,1,1,1,0,0.74
112,私立,一般大學,1016,銘傳大學,02323042,華語文教學學系,學士班(日間),3,3,0,0,0,0,1.29
112,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,學士班(日間),4,4,0,1,1,0,2.86
112,私立,一般大學,1016,銘傳大學,03131102,諮商臨床與工商心理學系,學士班(日間),7,2,5,17,4,13,6.05
112,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,學士班(日間),6,3,3,12,3,9,3.85
112,私立,一般大學,1016,銘傳大學,03211047,廣播電視學系,學士班(日間),71,19,52,66,26,40,31.42
112,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,學士班(日間),18,11,7,0,0,0,8.82
112,私立,一般大學,1016,銘傳大學,03212046,新聞學系,學士班(日間),4,2,2,18,8,10,12.15
112,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,學士班(日間),36,13,23,31,15,16,20.68
112,私立,一般大學,1016,銘傳大學,04111032,會計學系,學士班(日間),1,0,1,0,0,0,0.15
112,私立,一般大學,1016,銘傳大學,04121020,財務金融學系,學士班(日間),1,1,0,1,1,0,0.27
112,私立,一般大學,1016,銘傳大學,04121059,經濟與金融學系,學士班(日間),2,1,1,3,3,0,1.39
112,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),36,15,21,3,1,2,6.90
112,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,學士班(日間),15,8,7,11,7,4,3.25
112,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),9,3,6,3,0,3,1.58
112,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系,學士班(日間),29,9,20,20,6,14,14.41
112,私立,一般大學,1016,銘傳大學,04199089,金融科技應用學士學位學程,學士班(日間),1,0,1,1,1,0,1.20
112,私立,一般大學,1016,銘傳大學,05121009,生物科技學系,學士班(日間),0,0,0,1,1,0,0.27
112,私立,一般大學,1016,銘傳大學,05421079,應用統計與資料科學學系,學士班(日間),1,1,0,1,1,0,0.70
112,私立,一般大學,1016,銘傳大學,06131029,資訊工程學系,學士班(日間),0,0,0,4,4,0,0.84
112,私立,一般大學,1016,銘傳大學,06131045,資訊管理學系,學士班(日間),1,0,1,4,4,0,0.82
112,私立,一般大學,1016,銘傳大學,06132101,人工智慧應用學系,學士班(日間),0,0,0,2,2,0,0.54
112,私立,一般大學,1016,銘傳大學,06134096,資訊科技應用與管理學士學位學程,學士班(日間),3,3,0,1,1,0,5.00
112,私立,一般大學,1016,銘傳大學,07141025,電子工程學系,學士班(日間),0,0,0,1,0,1,0.30
112,私立,一般大學,1016,銘傳大學,07141050,電腦與通訊工程學系,學士班(日間),0,0,0,3,3,0,0.85
112,私立,一般大學,1016,銘傳大學,07193043,生物醫學工程學系,學士班(日間),0,0,0,3,3,0,1.63
112,私立,一般大學,1016,銘傳大學,07311026,建築學系,學士班(日間),3,1,2,4,3,1,2.55
112,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,學士班(日間),0,0,0,3,2,1,1.92
112,私立,一般大學,1016,銘傳大學,10131044,餐旅管理學系,學士班(日間),57,16,41,41,14,27,24.94
112,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,學士班(日間),1,1,0,0,0,0,1.16
112,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,學士班(日間),10,5,5,8,4,4,7.09
112,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,學士班(日間),1,0,1,11,9,2,5.22
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),1,1,0,3,0,3,1.01
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01199108,教育與未來設計學系,學士班(日間),1,0,1,1,1,0,1.20
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),2,2,0,18,16,2,5.95
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),1,1,0,3,1,2,2.70
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),14,5,9,59,34,25,8.06
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),2,0,2,3,1,2,1.42
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),0,0,0,2,1,1,1.14
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),2,0,2,4,2,2,1.96
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),2,0,2,8,3,5,1.56
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系全英語學士班,學士班(日間),5,2,3,7,5,2,10.62
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),1,0,1,5,1,4,1.67
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),0,0,0,1,1,0,0.32
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),3,1,2,3,1,2,0.87
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),1,1,0,2,2,0,2.52
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),9,0,9,3,3,0,4.88
