學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生小計,僑生男,僑生女,港澳生小計,港澳生男,港澳生女,僑生及港澳生數之在學比率(%)
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),5,3,2,5,2,3,2.90
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),2,2,0,2,2,0,0.92
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),7,3,4,3,1,2,4.08
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),5,3,2,4,3,1,1.84
114,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),3,3,0,10,10,0,2.58
114,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),6,3,3,11,3,8,6.97
114,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),3,0,3,2,1,1,2.38
114,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),2,2,0,0,0,0,2.00
114,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,學士班(日間),4,0,4,0,0,0,3.36
114,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),8,3,5,4,1,3,3.75
114,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),0,0,0,3,1,2,2.86
114,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),0,0,0,2,1,1,1.96
114,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),4,1,3,13,3,10,3.28
114,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),5,2,3,9,5,4,3.56
114,私立,一般大學,1006,中國文化大學,02311131,歐美語文學系,學士班(日間),4,2,2,4,0,4,2.61
114,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),2,1,1,3,3,0,1.99
114,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),0,0,0,3,3,0,1.69
114,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),4,1,3,7,2,5,3.55
114,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),0,0,0,3,2,1,2.31
114,私立,一般大學,1006,中國文化大學,03199051,勞動暨人力資源學系,學士班(日間),0,0,0,1,1,0,0.68
114,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),16,5,11,9,4,5,5.53
114,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),0,0,0,1,1,0,0.51
114,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),6,1,5,1,1,0,2.55
114,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),0,0,0,1,1,0,0.49
114,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),5,2,3,1,1,0,1.32
114,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),5,3,2,0,0,0,1.53
114,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),2,0,2,2,2,0,2.70
114,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),3,0,3,4,4,0,2.51
114,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),3,0,3,5,3,2,2.27
114,私立,一般大學,1006,中國文化大學,04143027,行銷學士學位學程,學士班(日間),1,1,0,1,1,0,0.68
114,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),24,13,11,0,0,0,14.04
114,私立,一般大學,1006,中國文化大學,05111091,生命科學系,學士班(日間),0,0,0,2,2,0,1.69
114,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,學士班(日間),2,1,1,2,1,1,2.33
114,私立,一般大學,1006,中國文化大學,05322130,大氣與地質科學系,學士班(日間),2,1,1,0,0,0,1.05
114,私立,一般大學,1006,中國文化大學,05499114,應用數學系,學士班(日間),0,0,0,1,1,0,0.64
114,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),12,9,3,2,2,0,2.87
114,私立,一般大學,1006,中國文化大學,06134006,資訊管理學系,學士班(日間),2,1,1,0,0,0,0.58
114,私立,一般大學,1006,中國文化大學,07192128,紡織科技創新與應用工程學系,學士班(日間),1,0,1,0,0,0,0.92
114,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),3,3,0,1,1,0,1.81
114,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),10,5,5,0,0,0,9.52
114,私立,一般大學,1006,中國文化大學,07313118,都市計劃與開發管理學系,學士班(日間),0,0,0,1,1,0,0.92
114,私立,一般大學,1006,中國文化大學,08112116,動物科學系,學士班(日間),2,1,1,5,0,5,4.52
114,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,學士班(日間),2,1,1,1,1,0,2.75
114,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,學士班(日間),0,0,0,2,1,1,1.44
114,私立,一般大學,1006,中國文化大學,09231082,社會福利學系,學士班(日間),0,0,0,2,1,1,1.16
114,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),7,2,5,3,1,2,5.92
114,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,學士班(日間),2,2,0,1,1,0,3.80
114,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),2,1,1,3,2,1,4.35
114,私立,一般大學,1006,中國文化大學,10142125,體育運動健康學院不分系學士班,學士班(日間),1,1,0,0,0,0,0.38
114,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),23,10,13,3,2,1,5.59
114,私立,一般大學,1007,逢甲大學,02124007,室內設計學士學位學程,學士班(日間),6,3,3,4,1,3,6.99
114,私立,一般大學,1007,逢甲大學,02191122,澳洲新南威爾斯大學設計雙學士學位學程,學士班(日間),1,1,0,0,0,0,5.56
114,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),3,3,0,3,3,0,1.62
114,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),3,2,1,6,4,2,4.35
114,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),0,0,0,2,2,0,0.48
114,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),1,1,0,0,0,0,0.40
114,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),3,2,1,5,2,3,1.12
114,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),9,7,2,2,1,1,1.47
114,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),1,1,0,0,0,0,0.47
114,私立,一般大學,1007,逢甲大學,04122032,財稅學系,學士班(日間),1,1,0,0,0,0,0.21
114,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),26,10,16,20,13,7,8.68
114,私立,一般大學,1007,逢甲大學,04131021,國際企業管理全英語學士學位學程,學士班(日間),12,8,4,1,0,1,5.12
114,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),1,1,0,0,0,0,0.22
114,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),21,12,9,4,3,1,3.37
114,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),9,3,6,5,4,1,2.67
114,私立,一般大學,1007,逢甲大學,04191014,澳洲昆士蘭大學商學雙學士學位學程,學士班(日間),3,3,0,1,1,0,5.33
114,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),1,1,0,0,0,0,1.19
114,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),1,1,0,1,1,0,0.55
114,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),4,3,1,1,0,1,1.20
114,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),31,28,3,26,25,1,5.82
114,私立,一般大學,1007,逢甲大學,06131048,澳洲蒙納許大學資訊工程雙學士學位學程,學士班(日間),2,0,2,0,0,0,3.64
114,私立,一般大學,1007,逢甲大學,06134115,人工智慧技術與應用學士學位學程,學士班(日間),7,5,2,2,2,0,4.09
114,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),0,0,0,1,1,0,0.20
114,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,學士班(日間),1,0,1,0,0,0,0.19
114,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),0,0,0,3,2,1,0.50
114,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),1,1,0,3,3,0,0.57
114,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,學士班(日間),1,1,0,0,0,0,0.19
114,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),7,6,1,6,6,0,2.48
114,私立,一般大學,1007,逢甲大學,07151062,精密系統設計學士學位學程,學士班(日間),1,1,0,0,0,0,0.52
114,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),0,0,0,2,1,1,0.43
114,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),3,2,1,2,1,1,1.15
114,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),2,0,2,5,2,3,1.58
114,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),1,1,0,6,5,1,1.83
114,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),0,0,0,4,4,0,0.95
114,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),13,9,4,1,1,0,3.00
114,私立,一般大學,1007,逢甲大學,99999094,全校國際生大一不分系學士班,學士班(日間),7,5,2,0,0,0,17.95
114,私立,一般大學,1007,逢甲大學,99999108,國際雙學士學位學程,學士班(日間),1,1,0,0,0,0,2.00
114,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),3,2,1,0,0,0,1.20
114,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),1,0,1,1,0,1,0.97
114,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),2,1,1,7,4,3,1.66
114,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),1,0,1,1,0,1,1.00
114,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),13,7,6,5,0,5,5.36
114,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),6,3,3,1,1,0,1.15
114,私立,一般大學,1008,靜宜大學,04131048,行銷與數位經營管理學系,學士班(日間),2,1,1,1,0,1,0.61
114,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),4,4,0,0,0,0,2.23
114,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),0,0,0,1,0,1,0.18
114,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),5,1,4,3,3,0,2.23
114,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),4,4,0,0,0,0,0.93
114,私立,一般大學,1008,靜宜大學,06132047,人工智慧應用學系,學士班(日間),1,1,0,1,1,0,0.52
114,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),3,3,0,2,2,0,0.88
114,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),16,1,15,2,0,2,4.46
114,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),1,0,1,3,3,0,0.82
114,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),8,2,6,2,2,0,1.56
114,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),10,6,4,19,8,11,16.38
114,私立,一般大學,1014,義守大學,02122068,國際傳媒與娛樂管理學系,學士班(日間),3,1,2,0,0,0,4.41
114,私立,一般大學,1014,義守大學,02122073,創意整合設計學系,學士班(日間),3,1,2,5,1,4,10.96
114,私立,一般大學,1014,義守大學,02122075,新媒體設計學系,學士班(日間),2,1,1,9,5,4,13.10
114,私立,一般大學,1014,義守大學,02311003,應用日語學系,學士班(日間),0,0,0,10,8,2,5.03
114,私立,一般大學,1014,義守大學,02311074,國際溝通暨應用英語學系,學士班(日間),1,1,0,3,3,0,4.71
114,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),5,4,1,17,11,6,12.57
114,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),1,1,0,0,0,0,5.88
114,私立,一般大學,1014,義守大學,04121084,財務與商業分析英語學士學位學程,學士班(日間),1,0,1,0,0,0,2.44
114,私立,一般大學,1014,義守大學,04131010,企業管理學系,學士班(日間),3,1,2,1,1,0,2.27
114,私立,一般大學,1014,義守大學,04131013,國際企業經營英語學士學位學程,學士班(日間),3,1,2,0,0,0,3.61
114,私立,一般大學,1014,義守大學,04131015,國際商務學系,學士班(日間),8,7,1,1,1,0,6.21
114,私立,一般大學,1014,義守大學,04133018,醫務管理學系,學士班(日間),0,0,0,1,1,0,0.40
114,私立,一般大學,1014,義守大學,05121079,醫學科學與生物科技學系,學士班(日間),1,1,0,1,1,0,1.20
114,私立,一般大學,1014,義守大學,05191044,營養學系,學士班(日間),0,0,0,1,1,0,0.47
114,私立,一般大學,1014,義守大學,06131024,資訊管理學系,學士班(日間),1,1,0,2,2,0,1.25
114,私立,一般大學,1014,義守大學,06131027,資訊工程學系,學士班(日間),2,2,0,9,8,1,2.04
114,私立,一般大學,1014,義守大學,07151030,機械與自動化工程學系,學士班(日間),2,2,0,1,1,0,1.21
114,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,學士班(日間),0,0,0,1,1,0,0.35
114,私立,一般大學,1014,義守大學,07321031,土木工程學系,學士班(日間),0,0,0,1,1,0,0.61
114,私立,一般大學,1014,義守大學,09131046,學士後護理學系,學士班(日間),1,1,0,0,0,0,1.54
114,私立,一般大學,1014,義守大學,09131046,護理學系,學士班(日間),1,0,1,9,8,1,2.57
114,私立,一般大學,1014,義守大學,09141050,醫學影像暨放射科學系,學士班(日間),0,0,0,2,2,0,0.52
114,私立,一般大學,1014,義守大學,09141061,醫學檢驗技術學系,學士班(日間),0,0,0,1,1,0,0.27
114,私立,一般大學,1014,義守大學,09151042,物理治療學系,學士班(日間),0,0,0,17,11,6,4.18
114,私立,一般大學,1014,義守大學,09152043,職能治療學系,學士班(日間),0,0,0,25,12,13,6.56
114,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),18,7,11,10,8,2,8.14
114,私立,一般大學,1014,義守大學,10131077,廚藝暨美食學學系,學士班(日間),33,15,18,35,18,17,29.96
114,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),2,0,2,0,0,0,6.25
114,私立,一般大學,1014,義守大學,10151078,觀光智慧服務與科技學系,學士班(日間),0,0,0,5,3,2,7.14
114,私立,一般大學,1014,義守大學,10151082,智慧觀光餐旅管理英語學士學位學程,學士班(日間),4,1,3,0,0,0,6.90
114,私立,一般大學,1014,義守大學,10152076,運動科技與休閒管理學系,學士班(日間),0,0,0,3,3,0,5.00
114,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),38,17,21,29,11,18,9.42
114,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),4,1,3,11,4,7,3.43
114,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),5,2,3,7,4,3,3.28
114,私立,一般大學,1016,銘傳大學,02125095,時尚與創新管理學士學位學程,學士班(日間),17,3,14,5,0,5,15.71
114,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),4,2,2,10,6,4,2.90
114,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),1,0,1,1,1,0,0.82
114,私立,一般大學,1016,銘傳大學,02322109,應用中文與華語文教學系,學士班(日間),7,3,4,0,0,0,2.60
114,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,學士班(日間),7,4,3,0,0,0,5.88
114,私立,一般大學,1016,銘傳大學,03131102,諮商臨床與工商心理學系,學士班(日間),7,3,4,5,1,4,2.36
114,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,學士班(日間),5,4,1,7,2,5,2.42
114,私立,一般大學,1016,銘傳大學,03211047,廣播電視學系,學士班(日間),66,18,48,31,10,21,25.06
114,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,學士班(日間),14,8,6,0,0,0,5.96
114,私立,一般大學,1016,銘傳大學,03212104,影音新聞暨社群傳播學系,學士班(日間),3,1,2,8,3,5,7.28
114,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,學士班(日間),35,15,20,13,9,4,16.05
114,私立,一般大學,1016,銘傳大學,04121021,金融學系,學士班(日間),2,1,1,0,0,0,0.80
114,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),46,20,26,0,0,0,8.91
114,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,學士班(日間),8,4,4,9,7,2,2.32
114,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),11,6,5,2,1,1,1.76
114,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系,學士班(日間),25,10,15,9,3,6,11.15
114,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系全媒體行銷與電子商務專班,學士班(日間),1,0,1,0,0,0,0.85
114,私立,一般大學,1016,銘傳大學,04199089,金融科技應用學士學位學程,學士班(日間),1,0,1,0,0,0,0.79
114,私立,一般大學,1016,銘傳大學,05421079,應用統計與資料科學學系,學士班(日間),2,1,1,0,0,0,1.35
114,私立,一般大學,1016,銘傳大學,06131029,資訊工程學系,學士班(日間),2,1,1,1,1,0,0.49
114,私立,一般大學,1016,銘傳大學,06131029,資訊工程學系智慧物聯網技術專班,學士班(日間),1,1,0,0,0,0,1.04
114,私立,一般大學,1016,銘傳大學,06131045,資訊管理學系,學士班(日間),2,1,1,0,0,0,0.31
114,私立,一般大學,1016,銘傳大學,06132101,人工智慧應用學系,學士班(日間),1,0,1,0,0,0,0.24
114,私立,一般大學,1016,銘傳大學,06134096,資訊科技應用與管理學士學位學程,學士班(日間),4,4,0,1,1,0,4.55
114,私立,一般大學,1016,銘傳大學,07141108,電機工程學系,學士班(日間),0,0,0,2,1,1,0.30
114,私立,一般大學,1016,銘傳大學,07311026,建築學系,學士班(日間),0,0,0,3,2,1,1.12
114,私立,一般大學,1016,銘傳大學,10131044,餐旅管理學系,學士班(日間),54,19,35,15,3,12,20.00
114,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,學士班(日間),2,1,1,0,0,0,2.74
114,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,學士班(日間),6,3,3,0,0,0,2.58
114,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,學士班(日間),1,1,0,6,6,0,2.94
