學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),國家(地區)別(108.12新增),國家(地區)區域別(108.12新增),畢業境外生總人數小計,畢業境外生總人數男,畢業境外生總人數女,畢業外國學生小計,畢業外國學生男,畢業外國學生女,畢業僑生小計,畢業僑生男,畢業僑生女,畢業港澳生小計,畢業港澳生男,畢業港澳生女,畢業大陸地區來臺學位生小計,畢業大陸地區來臺學位生男,畢業大陸地區來臺學位生女
113,公立,一般大學,0002,國立清華大學,碩士班(日間),宏都拉斯共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,碩士班(日間),尼加拉瓜,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,碩士班(日間),貝里斯,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,碩士班(日間),美國,北美洲,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,碩士班(日間),聖露西亞,中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,碩士班(日間),大陸地區,大陸地區,35,17,18,0,0,0,0,0,0,0,0,0,35,17,18
113,公立,一般大學,0002,國立清華大學,博士班,印度,南亞,27,19,8,27,19,8,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,印度尼西亞共和國,東協,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,伊朗伊斯蘭共和國,其他亞洲地區,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,馬來西亞,東協,6,3,3,4,1,3,2,2,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,菲律賓共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,泰國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,越南社會主義共和國,東協,7,4,3,7,4,3,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,蒙古國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,埃及阿拉伯共和國,非洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,英國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,烏克蘭,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,美國,北美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,厄瓜多共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0002,國立清華大學,博士班,大陸地區,大陸地區,8,4,4,0,0,0,0,0,0,0,0,0,8,4,4
113,公立,一般大學,0003,國立臺灣大學,學士班(日間),緬甸,東協,6,2,4,0,0,0,6,2,4,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,學士班(日間),印度尼西亞共和國,東協,73,33,40,22,11,11,51,22,29,0,0,0,0,0,0
