學年度,設立別,學校類別,學校統計處代碼,學校名稱,合作學校國家(地區)別,合作學校國家(地區)區域別,與國外及兩岸學校建立姊妹校數(109.02新增),建立跨國學位合作 (雙聯學制)學校數,與國外及兩岸學校進行學術合作交流計畫之件數(109.02新增)
113,公立,一般大學,0017,國立臺北大學,大韓民國(南韓),其他亞洲地區,14,0,0
113,公立,一般大學,0017,國立臺北大學,土耳其共和國,其他亞洲地區,4,0,1
113,公立,一般大學,0017,國立臺北大學,阿爾巴尼亞共和國,歐洲,1,0,0
113,公立,一般大學,0017,國立臺北大學,奧地利共和國,歐洲,2,0,0
113,公立,一般大學,0017,國立臺北大學,比利時王國,歐洲,2,0,0
113,公立,一般大學,0017,國立臺北大學,羅馬尼亞,歐洲,2,0,0
113,公立,一般大學,0017,國立臺北大學,西班牙王國,歐洲,3,0,0
113,公立,一般大學,0017,國立臺北大學,英國,歐洲,6,3,2
113,公立,一般大學,0017,國立臺北大學,德意志聯邦共和國,歐洲,8,0,0
113,公立,一般大學,0017,國立臺北大學,捷克共和國,歐洲,4,0,1
113,公立,一般大學,0017,國立臺北大學,法國,歐洲,20,4,0
113,公立,一般大學,0017,國立臺北大學,荷蘭王國,歐洲,2,0,0
113,公立,一般大學,0017,國立臺北大學,挪威王國,歐洲,2,0,0
113,公立,一般大學,0017,國立臺北大學,波蘭共和國,歐洲,8,0,0
113,公立,一般大學,0017,國立臺北大學,瑞典王國,歐洲,4,0,0
113,公立,一般大學,0017,國立臺北大學,瑞士聯邦,歐洲,3,2,0
113,公立,一般大學,0017,國立臺北大學,拉脫維亞共和國,歐洲,1,0,0
113,公立,一般大學,0017,國立臺北大學,立陶宛共和國,歐洲,3,0,0
113,公立,一般大學,0017,國立臺北大學,斯洛伐克共和國,歐洲,2,0,0
113,公立,一般大學,0017,國立臺北大學,摩洛哥王國,非洲,1,0,0
113,公立,一般大學,0017,國立臺北大學,加拿大,北美洲,6,0,0
113,公立,一般大學,0017,國立臺北大學,美國,北美洲,44,6,0
113,公立,一般大學,0018,國立嘉義大學,馬來西亞,東協,4,0,0
113,公立,一般大學,0018,國立嘉義大學,菲律賓共和國,東協,6,0,0
113,公立,一般大學,0018,國立嘉義大學,泰國,東協,8,1,0
113,公立,一般大學,0018,國立嘉義大學,越南社會主義共和國,東協,10,0,0
113,公立,一般大學,0018,國立嘉義大學,柬埔寨王國,東協,1,0,0
113,公立,一般大學,0018,國立嘉義大學,印度尼西亞共和國,東協,32,1,0
113,公立,一般大學,0018,國立嘉義大學,印度,南亞,1,0,0
113,公立,一般大學,0018,國立嘉義大學,大陸地區,大陸地區,12,0,0
113,公立,一般大學,0018,國立嘉義大學,澳大利亞,其他亞洲地區,2,0,0
113,公立,一般大學,0018,國立嘉義大學,日本,其他亞洲地區,18,1,0
113,公立,一般大學,0018,國立嘉義大學,大韓民國(南韓),其他亞洲地區,4,0,0
113,公立,一般大學,0018,國立嘉義大學,土耳其共和國,其他亞洲地區,1,0,0
113,公立,一般大學,0018,國立嘉義大學,紐西蘭,其他亞洲地區,2,0,0
113,公立,一般大學,0018,國立嘉義大學,蒙古國,其他亞洲地區,2,0,0
113,公立,一般大學,0018,國立嘉義大學,俄羅斯聯邦,其他亞洲地區,3,0,0
113,公立,一般大學,0018,國立嘉義大學,英國,歐洲,2,1,0
113,公立,一般大學,0018,國立嘉義大學,捷克共和國,歐洲,1,0,0
113,公立,一般大學,0018,國立嘉義大學,法國,歐洲,3,0,0
113,公立,一般大學,0018,國立嘉義大學,西班牙王國,歐洲,2,0,0
113,公立,一般大學,0018,國立嘉義大學,德意志聯邦共和國,歐洲,1,0,0
113,公立,一般大學,0018,國立嘉義大學,立陶宛共和國,歐洲,1,0,0
113,公立,一般大學,0018,國立嘉義大學,斯洛維尼亞共和國,歐洲,1,0,0
113,公立,一般大學,0018,國立嘉義大學,加拿大,北美洲,2,0,0
113,公立,一般大學,0018,國立嘉義大學,美國,北美洲,16,3,0
113,公立,一般大學,0018,國立嘉義大學,巴拉圭,中南美洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,馬來西亞,東協,7,0,0
113,公立,一般大學,0019,國立高雄大學,菲律賓共和國,東協,12,0,0
113,公立,一般大學,0019,國立高雄大學,泰國,東協,11,0,0
113,公立,一般大學,0019,國立高雄大學,越南社會主義共和國,東協,32,0,0
113,公立,一般大學,0019,國立高雄大學,印度尼西亞共和國,東協,102,1,0
113,公立,一般大學,0019,國立高雄大學,印度,南亞,9,0,0
113,公立,一般大學,0019,國立高雄大學,孟加拉人民共和國,南亞,1,0,0
113,公立,一般大學,0019,國立高雄大學,香港,港澳,1,0,0
113,公立,一般大學,0019,國立高雄大學,大陸地區,大陸地區,57,1,0
113,公立,一般大學,0019,國立高雄大學,澳大利亞,其他亞洲地區,3,0,0
113,公立,一般大學,0019,國立高雄大學,日本,其他亞洲地區,47,0,0
113,公立,一般大學,0019,國立高雄大學,大韓民國(南韓),其他亞洲地區,47,0,1
113,公立,一般大學,0019,國立高雄大學,土耳其共和國,其他亞洲地區,5,0,0
113,公立,一般大學,0019,國立高雄大學,蒙古國,其他亞洲地區,3,1,0
113,公立,一般大學,0019,國立高雄大學,俄羅斯聯邦,其他亞洲地區,2,0,0
113,公立,一般大學,0019,國立高雄大學,捷克共和國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,法國,歐洲,2,0,0
113,公立,一般大學,0019,國立高雄大學,匈牙利共和國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,義大利共和國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,波蘭共和國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,德意志聯邦共和國,歐洲,6,0,0
113,公立,一般大學,0019,國立高雄大學,拉脫維亞共和國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,立陶宛共和國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,奧地利共和國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,芬蘭共和國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,西班牙王國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,英國,歐洲,2,0,0
113,公立,一般大學,0019,國立高雄大學,斯洛伐克共和國,歐洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,南非共和國,非洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,加拿大,北美洲,1,0,0
113,公立,一般大學,0019,國立高雄大學,美國,北美洲,11,2,0
113,公立,一般大學,0019,國立高雄大學,智利,中南美洲,2,0,0
113,公立,一般大學,0019,國立高雄大學,哥倫比亞共和國,中南美洲,2,0,0
113,公立,一般大學,0019,國立高雄大學,巴哈馬,中南美洲,1,0,0
113,公立,一般大學,0020,國立東華大學,馬來西亞,東協,8,0,0
113,公立,一般大學,0020,國立東華大學,菲律賓共和國,東協,6,0,0
113,公立,一般大學,0020,國立東華大學,泰國,東協,6,0,0
113,公立,一般大學,0020,國立東華大學,越南社會主義共和國,東協,23,0,0
113,公立,一般大學,0020,國立東華大學,印度尼西亞共和國,東協,143,2,0
113,公立,一般大學,0020,國立東華大學,新加坡共和國,東協,2,0,0
113,公立,一般大學,0020,國立東華大學,不丹王國,南亞,2,0,0
113,公立,一般大學,0020,國立東華大學,印度,南亞,27,0,0
113,公立,一般大學,0020,國立東華大學,香港,港澳,2,0,0
113,公立,一般大學,0020,國立東華大學,大陸地區,大陸地區,80,0,0
113,公立,一般大學,0020,國立東華大學,澳大利亞,其他亞洲地區,3,2,0
113,公立,一般大學,0020,國立東華大學,紐西蘭,其他亞洲地區,4,1,0
113,公立,一般大學,0020,國立東華大學,日本,其他亞洲地區,28,2,0
113,公立,一般大學,0020,國立東華大學,大韓民國(南韓),其他亞洲地區,22,1,0
113,公立,一般大學,0020,國立東華大學,土耳其共和國,其他亞洲地區,1,0,0
113,公立,一般大學,0020,國立東華大學,蒙古國,其他亞洲地區,1,0,0
113,公立,一般大學,0020,國立東華大學,俄羅斯聯邦,其他亞洲地區,1,0,0
113,公立,一般大學,0020,國立東華大學,沙烏地阿拉伯王國,其他亞洲地區,1,0,0
113,公立,一般大學,0020,國立東華大學,奧地利共和國,歐洲,1,0,0
113,公立,一般大學,0020,國立東華大學,比利時王國,歐洲,2,1,0
113,公立,一般大學,0020,國立東華大學,波蘭共和國,歐洲,7,0,0
113,公立,一般大學,0020,國立東華大學,西班牙王國,歐洲,6,0,0
113,公立,一般大學,0020,國立東華大學,瑞典王國,歐洲,1,0,0
113,公立,一般大學,0020,國立東華大學,瑞士聯邦,歐洲,1,0,0
113,公立,一般大學,0020,國立東華大學,英國,歐洲,7,2,0
113,公立,一般大學,0020,國立東華大學,克羅埃西亞共和國,歐洲,1,0,0
113,公立,一般大學,0020,國立東華大學,北馬其頓共和國,歐洲,1,0,0
113,公立,一般大學,0020,國立東華大學,捷克共和國,歐洲,5,0,0
113,公立,一般大學,0020,國立東華大學,法國,歐洲,5,1,0
113,公立,一般大學,0020,國立東華大學,希臘共和國,歐洲,1,0,0
113,公立,一般大學,0020,國立東華大學,匈牙利共和國,歐洲,2,0,0
113,公立,一般大學,0020,國立東華大學,義大利共和國,歐洲,1,0,0
113,公立,一般大學,0020,國立東華大學,荷蘭王國,歐洲,3,0,0
113,公立,一般大學,0020,國立東華大學,羅馬尼亞,歐洲,1,0,0
113,公立,一般大學,0020,國立東華大學,德意志聯邦共和國,歐洲,13,1,0
113,公立,一般大學,0020,國立東華大學,愛沙尼亞共和國,歐洲,1,0,0
113,公立,一般大學,0020,國立東華大學,立陶宛共和國,歐洲,4,0,0
113,公立,一般大學,0020,國立東華大學,衣索比亞聯邦民主共和國,非洲,1,0,0
113,公立,一般大學,0020,國立東華大學,加拿大,北美洲,5,0,0
113,公立,一般大學,0020,國立東華大學,美國,北美洲,31,2,0
113,公立,一般大學,0020,國立東華大學,墨西哥合眾國,中南美洲,1,0,0
113,公立,一般大學,0021,國立暨南國際大學,馬來西亞,東協,8,2,0
113,公立,一般大學,0021,國立暨南國際大學,菲律賓共和國,東協,6,0,0
113,公立,一般大學,0021,國立暨南國際大學,新加坡共和國,東協,1,0,0
113,公立,一般大學,0021,國立暨南國際大學,泰國,東協,12,0,0
113,公立,一般大學,0021,國立暨南國際大學,越南社會主義共和國,東協,16,0,0
113,公立,一般大學,0021,國立暨南國際大學,印度尼西亞共和國,東協,5,0,0
113,公立,一般大學,0021,國立暨南國際大學,印度,南亞,18,0,0
113,公立,一般大學,0021,國立暨南國際大學,香港,港澳,3,0,0
113,公立,一般大學,0021,國立暨南國際大學,澳門,港澳,1,0,0
113,公立,一般大學,0021,國立暨南國際大學,大陸地區,大陸地區,18,0,0
113,公立,一般大學,0021,國立暨南國際大學,以色列,其他亞洲地區,1,0,0
113,公立,一般大學,0021,國立暨南國際大學,大韓民國(南韓),其他亞洲地區,10,0,0
113,公立,一般大學,0021,國立暨南國際大學,蒙古國,其他亞洲地區,1,1,0
113,公立,一般大學,0021,國立暨南國際大學,紐西蘭,其他亞洲地區,1,0,0
113,公立,一般大學,0021,國立暨南國際大學,日本,其他亞洲地區,32,0,0
113,公立,一般大學,0021,國立暨南國際大學,奧地利共和國,歐洲,1,0,0
113,公立,一般大學,0021,國立暨南國際大學,捷克共和國,歐洲,2,0,0
113,公立,一般大學,0021,國立暨南國際大學,愛爾蘭共和國,歐洲,2,1,0
113,公立,一般大學,0021,國立暨南國際大學,挪威王國,歐洲,1,0,0
113,公立,一般大學,0021,國立暨南國際大學,西班牙王國,歐洲,6,1,0
113,公立,一般大學,0021,國立暨南國際大學,瑞士聯邦,歐洲,1,0,0
113,公立,一般大學,0021,國立暨南國際大學,英國,歐洲,2,1,0
113,公立,一般大學,0021,國立暨南國際大學,德意志聯邦共和國,歐洲,5,0,0
113,公立,一般大學,0021,國立暨南國際大學,法國,歐洲,6,0,0
113,公立,一般大學,0021,國立暨南國際大學,斯洛維尼亞共和國,歐洲,1,0,0
113,公立,一般大學,0021,國立暨南國際大學,加拿大,北美洲,4,0,0
113,公立,一般大學,0021,國立暨南國際大學,美國,北美洲,15,0,0
113,公立,一般大學,0021,國立暨南國際大學,墨西哥合眾國,中南美洲,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,新加坡共和國,東協,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,馬來西亞,東協,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,菲律賓共和國,東協,4,0,2
113,公立,技專校院,0022,國立臺灣科技大學,泰國,東協,4,0,0
113,公立,技專校院,0022,國立臺灣科技大學,越南社會主義共和國,東協,2,0,0
113,公立,技專校院,0022,國立臺灣科技大學,印度尼西亞共和國,東協,7,6,17
113,公立,技專校院,0022,國立臺灣科技大學,印度,南亞,2,0,2
113,公立,技專校院,0022,國立臺灣科技大學,香港,港澳,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,大陸地區,大陸地區,2,0,0
113,公立,技專校院,0022,國立臺灣科技大學,日本,其他亞洲地區,10,2,8
113,公立,技專校院,0022,國立臺灣科技大學,澳大利亞,其他亞洲地區,1,2,1
113,公立,技專校院,0022,國立臺灣科技大學,大韓民國(南韓),其他亞洲地區,2,0,0
113,公立,技專校院,0022,國立臺灣科技大學,捷克共和國,歐洲,3,1,7
113,公立,技專校院,0022,國立臺灣科技大學,法國,歐洲,4,2,2
113,公立,技專校院,0022,國立臺灣科技大學,匈牙利共和國,歐洲,2,0,0
113,公立,技專校院,0022,國立臺灣科技大學,義大利共和國,歐洲,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,荷蘭王國,歐洲,2,1,0
113,公立,技專校院,0022,國立臺灣科技大學,波蘭共和國,歐洲,4,0,7
113,公立,技專校院,0022,國立臺灣科技大學,瑞士聯邦,歐洲,3,0,0
113,公立,技專校院,0022,國立臺灣科技大學,德意志聯邦共和國,歐洲,7,5,9
113,公立,技專校院,0022,國立臺灣科技大學,愛沙尼亞共和國,歐洲,1,0,1
113,公立,技專校院,0022,國立臺灣科技大學,拉脫維亞共和國,歐洲,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,立陶宛共和國,歐洲,1,0,3
113,公立,技專校院,0022,國立臺灣科技大學,奧地利共和國,歐洲,2,0,0
113,公立,技專校院,0022,國立臺灣科技大學,比利時王國,歐洲,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,丹麥王國,歐洲,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,芬蘭共和國,歐洲,2,0,1
113,公立,技專校院,0022,國立臺灣科技大學,挪威王國,歐洲,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,西班牙王國,歐洲,1,0,0
113,公立,技專校院,0022,國立臺灣科技大學,瑞典王國,歐洲,0,0,3
113,公立,技專校院,0022,國立臺灣科技大學,斯洛伐克共和國,歐洲,0,0,1
113,公立,技專校院,0022,國立臺灣科技大學,衣索比亞聯邦民主共和國,非洲,0,1,0
113,公立,技專校院,0022,國立臺灣科技大學,美國,北美洲,3,2,1
113,公立,技專校院,0023,國立雲林科技大學,馬來西亞,東協,0,3,0
113,公立,技專校院,0023,國立雲林科技大學,越南社會主義共和國,東協,0,3,0
113,公立,技專校院,0023,國立雲林科技大學,印度尼西亞共和國,東協,0,1,0
113,公立,技專校院,0023,國立雲林科技大學,日本,其他亞洲地區,0,1,0
113,公立,技專校院,0023,國立雲林科技大學,美國,北美洲,0,2,0
113,公立,技專校院,0024,國立屏東科技大學,泰國,東協,1,1,1
113,公立,技專校院,0024,國立屏東科技大學,越南社會主義共和國,東協,1,0,1
113,公立,技專校院,0024,國立屏東科技大學,印度尼西亞共和國,東協,2,2,2
113,公立,技專校院,0025,國立臺北科技大學,馬來西亞,東協,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,泰國,東協,3,4,0
113,公立,技專校院,0025,國立臺北科技大學,印度尼西亞共和國,東協,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,印度,南亞,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,大陸地區,大陸地區,2,0,0
113,公立,技專校院,0025,國立臺北科技大學,日本,其他亞洲地區,3,1,0
113,公立,技專校院,0025,國立臺北科技大學,大韓民國(南韓),其他亞洲地區,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,奧地利共和國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,比利時王國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,捷克共和國,歐洲,1,0,0
113,公立,技專校院,0025,國立臺北科技大學,法國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,義大利共和國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,荷蘭王國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,西班牙王國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,英國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,德意志聯邦共和國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,丹麥王國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,波蘭共和國,歐洲,1,0,0
113,公立,技專校院,0025,國立臺北科技大學,瑞典王國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,瑞士聯邦,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,愛沙尼亞共和國,歐洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,立陶宛共和國,歐洲,2,0,0
113,公立,技專校院,0025,國立臺北科技大學,加拿大,北美洲,0,0,0
113,公立,技專校院,0025,國立臺北科技大學,美國,北美洲,4,3,0
113,公立,一般大學,0028,國立臺北藝術大學,印度尼西亞共和國,東協,0,0,1
113,公立,一般大學,0028,國立臺北藝術大學,瑞士聯邦,歐洲,0,0,1
113,公立,一般大學,0029,國立臺灣藝術大學,馬來西亞,東協,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,菲律賓共和國,東協,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,新加坡共和國,東協,3,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,泰國,東協,5,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,印度尼西亞共和國,東協,3,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,汶萊和平之國,東協,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,香港,港澳,5,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,大陸地區,大陸地區,53,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,日本,其他亞洲地區,15,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,蒙古國,其他亞洲地區,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,澳大利亞,其他亞洲地區,4,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,紐西蘭,其他亞洲地區,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,以色列,其他亞洲地區,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,大韓民國(南韓),其他亞洲地區,17,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,土耳其共和國,其他亞洲地區,3,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,奧地利共和國,歐洲,2,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,捷克共和國,歐洲,4,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,挪威王國,歐洲,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,波蘭共和國,歐洲,4,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,西班牙王國,歐洲,4,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,瑞典王國,歐洲,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,瑞士聯邦,歐洲,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,比利時王國,歐洲,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,法國,歐洲,17,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,匈牙利共和國,歐洲,2,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,德意志聯邦共和國,歐洲,4,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,拉脫維亞共和國,歐洲,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,立陶宛共和國,歐洲,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,斯洛維尼亞共和國,歐洲,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,義大利共和國,歐洲,2,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,羅馬尼亞,歐洲,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,英國,歐洲,7,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,加拿大,北美洲,3,1,0
113,公立,一般大學,0029,國立臺灣藝術大學,美國,北美洲,19,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,巴拿馬共和國,中南美洲,1,0,0
113,公立,一般大學,0029,國立臺灣藝術大學,智利,中南美洲,1,0,0
113,公立,一般大學,0030,國立臺東大學,越南社會主義共和國,東協,3,0,0
113,公立,一般大學,0030,國立臺東大學,馬來西亞,東協,1,0,0
113,公立,一般大學,0030,國立臺東大學,菲律賓共和國,東協,4,0,0
113,公立,一般大學,0030,國立臺東大學,泰國,東協,3,0,0
113,公立,一般大學,0030,國立臺東大學,印度尼西亞共和國,東協,1,0,0
113,公立,一般大學,0030,國立臺東大學,印度,南亞,1,0,0
113,公立,一般大學,0030,國立臺東大學,大陸地區,大陸地區,21,0,0
113,公立,一般大學,0030,國立臺東大學,紐西蘭,其他亞洲地區,1,0,0
113,公立,一般大學,0030,國立臺東大學,大韓民國(南韓),其他亞洲地區,5,1,0
113,公立,一般大學,0030,國立臺東大學,日本,其他亞洲地區,4,2,0
113,公立,一般大學,0030,國立臺東大學,俄羅斯聯邦,其他亞洲地區,1,0,0
113,公立,一般大學,0030,國立臺東大學,英國,歐洲,2,0,0
113,公立,一般大學,0030,國立臺東大學,捷克共和國,歐洲,1,0,0
113,公立,一般大學,0030,國立臺東大學,美國,北美洲,6,0,0
113,公立,一般大學,0031,國立宜蘭大學,越南社會主義共和國,東協,5,1,0
113,公立,一般大學,0031,國立宜蘭大學,馬來西亞,東協,5,0,0
113,公立,一般大學,0031,國立宜蘭大學,菲律賓共和國,東協,5,0,0
113,公立,一般大學,0031,國立宜蘭大學,泰國,東協,6,0,0
113,公立,一般大學,0031,國立宜蘭大學,印度尼西亞共和國,東協,3,1,0
113,公立,一般大學,0031,國立宜蘭大學,印度,南亞,12,0,0
113,公立,一般大學,0031,國立宜蘭大學,大陸地區,大陸地區,9,1,0
113,公立,一般大學,0031,國立宜蘭大學,大韓民國(南韓),其他亞洲地區,4,0,0
113,公立,一般大學,0031,國立宜蘭大學,日本,其他亞洲地區,13,0,0
113,公立,一般大學,0031,國立宜蘭大學,俄羅斯聯邦,其他亞洲地區,1,0,0
113,公立,一般大學,0031,國立宜蘭大學,捷克共和國,歐洲,1,0,0
113,公立,一般大學,0031,國立宜蘭大學,波蘭共和國,歐洲,5,0,0
113,公立,一般大學,0031,國立宜蘭大學,瑞士聯邦,歐洲,4,0,0
113,公立,一般大學,0031,國立宜蘭大學,英國,歐洲,1,0,0
113,公立,一般大學,0031,國立宜蘭大學,加拿大,北美洲,1,0,0
113,公立,一般大學,0031,國立宜蘭大學,美國,北美洲,5,1,0
113,公立,一般大學,0032,國立聯合大學,不丹王國,南亞,3,0,1
113,公立,技專校院,0033,國立虎尾科技大學,日本,其他亞洲地區,1,0,0
113,公立,技專校院,0033,國立虎尾科技大學,德意志聯邦共和國,歐洲,5,0,0
113,公立,一般大學,0036,國立臺南大學,菲律賓共和國,東協,1,0,1
113,公立,一般大學,0036,國立臺南大學,泰國,東協,4,0,0
113,公立,一般大學,0036,國立臺南大學,越南社會主義共和國,東協,9,0,0
113,公立,一般大學,0036,國立臺南大學,馬來西亞,東協,2,0,1
113,公立,一般大學,0036,國立臺南大學,新加坡共和國,東協,1,0,0
113,公立,一般大學,0036,國立臺南大學,印度尼西亞共和國,東協,3,0,0
113,公立,一般大學,0036,國立臺南大學,印度,南亞,3,0,0
113,公立,一般大學,0036,國立臺南大學,香港,港澳,1,0,0
113,公立,一般大學,0036,國立臺南大學,大陸地區,大陸地區,15,0,0
113,公立,一般大學,0036,國立臺南大學,日本,其他亞洲地區,9,0,1
113,公立,一般大學,0036,國立臺南大學,大韓民國(南韓),其他亞洲地區,8,0,0
113,公立,一般大學,0036,國立臺南大學,土耳其共和國,其他亞洲地區,1,0,0
113,公立,一般大學,0036,國立臺南大學,蒙古國,其他亞洲地區,1,0,0
113,公立,一般大學,0036,國立臺南大學,法國,歐洲,2,0,0
113,公立,一般大學,0036,國立臺南大學,義大利共和國,歐洲,2,0,0
113,公立,一般大學,0036,國立臺南大學,荷蘭王國,歐洲,1,0,0
113,公立,一般大學,0036,國立臺南大學,保加利亞共和國,歐洲,1,0,0
113,公立,一般大學,0036,國立臺南大學,西班牙王國,歐洲,2,0,0
113,公立,一般大學,0036,國立臺南大學,拉脫維亞共和國,歐洲,2,0,0
113,公立,一般大學,0036,國立臺南大學,瑞典王國,歐洲,1,0,0
113,公立,一般大學,0036,國立臺南大學,斯洛維尼亞共和國,歐洲,1,0,0
113,公立,一般大學,0036,國立臺南大學,美國,北美洲,14,0,0
113,公立,一般大學,0036,國立臺南大學,哥倫比亞共和國,中南美洲,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,新加坡共和國,東協,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,馬來西亞,東協,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,菲律賓共和國,東協,2,0,0
113,公立,一般大學,0037,國立臺北教育大學,泰國,東協,2,0,0
113,公立,一般大學,0037,國立臺北教育大學,越南社會主義共和國,東協,5,0,0
113,公立,一般大學,0037,國立臺北教育大學,印度尼西亞共和國,東協,5,0,0
113,公立,一般大學,0037,國立臺北教育大學,巴基斯坦,南亞,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,印度,南亞,3,0,0
113,公立,一般大學,0037,國立臺北教育大學,香港,港澳,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,大陸地區,大陸地區,23,0,0
113,公立,一般大學,0037,國立臺北教育大學,日本,其他亞洲地區,21,1,0
113,公立,一般大學,0037,國立臺北教育大學,烏克蘭,其他亞洲地區,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,以色列,其他亞洲地區,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,大韓民國(南韓),其他亞洲地區,16,0,0
113,公立,一般大學,0037,國立臺北教育大學,土耳其共和國,其他亞洲地區,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,比利時王國,歐洲,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,捷克共和國,歐洲,3,0,0
113,公立,一般大學,0037,國立臺北教育大學,法國,歐洲,3,1,0
113,公立,一般大學,0037,國立臺北教育大學,義大利共和國,歐洲,2,0,0
113,公立,一般大學,0037,國立臺北教育大學,立陶宛共和國,歐洲,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,奧地利共和國,歐洲,5,0,0
113,公立,一般大學,0037,國立臺北教育大學,挪威王國,歐洲,1,0,0
113,公立,一般大學,0037,國立臺北教育大學,西班牙王國,歐洲,3,0,0
113,公立,一般大學,0037,國立臺北教育大學,瑞士聯邦,歐洲,4,0,0
113,公立,一般大學,0037,國立臺北教育大學,英國,歐洲,2,0,0
113,公立,一般大學,0037,國立臺北教育大學,德意志聯邦共和國,歐洲,8,0,0
113,公立,一般大學,0037,國立臺北教育大學,美國,北美洲,16,0,0
113,公立,一般大學,0037,國立臺北教育大學,加拿大,北美洲,1,0,0
113,公立,一般大學,0039,國立臺中教育大學,菲律賓共和國,東協,4,0,0
113,公立,一般大學,0039,國立臺中教育大學,泰國,東協,37,0,0
