學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期間退學人數-總計,學期間退學人數-學生自請退學-小計,學期間退學人數-學生自請退學-就讀學校、科系不符期待,學期間退學人數-學生自請退學-懷孕,學期間退學人數-學生自請退學-育嬰,學期間退學人數-學生自請退學-傷病,學期間退學人數-學生自請退學-經濟困難,學期間退學人數-學生自請退學-工作,學期間退學人數-學生自請退學-其他(不含死亡),學期間退學人數-學校勒令退學-小計,學期間退學人數-學校勒令退學-成績不佳或曠課時數過多,學期間退學人數-學校勒令退學-操行成績,學期間退學人數-學校勒令退學-因逾期未註冊,學期間退學人數-學校勒令退學-因休學逾期未復學,學期間退學人數-學校勒令退學-其他(不含死亡)
111,1,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),女,865,68,28,20,0,1,0,1,6,0,40,1,0,18,21,0
111,1,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,女,749,37,10,6,0,0,0,1,3,0,27,0,0,16,11,0
111,1,公立,技專校院,0053,國立高雄科技大學,博士班,女,154,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0
111,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),男,194,8,4,3,0,0,1,0,0,0,4,0,0,4,0,0
111,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),女,322,12,7,7,0,0,0,0,0,0,5,0,0,5,0,0
111,1,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),男,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
111,1,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),男,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111,1,公立,技專校院,0221,國立臺南護理專科學校,五專,男,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),女,74,4,2,1,0,0,0,0,1,0,2,0,0,1,1,0
111,1,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),女,34,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111,1,公立,技專校院,0221,國立臺南護理專科學校,五專,女,1681,11,9,9,0,0,0,0,0,0,2,0,0,0,2,0
111,1,公立,技專校院,0222,國立臺東專科學校,二專(日間),男,299,58,22,21,0,0,0,1,0,0,36,8,1,9,18,0
111,1,公立,技專校院,0222,國立臺東專科學校,二專(進修),男,43,6,1,1,0,0,0,0,0,0,5,1,0,2,2,0
111,1,公立,技專校院,0222,國立臺東專科學校,五專,男,113,13,1,1,0,0,0,0,0,0,12,0,0,4,8,0
111,1,公立,技專校院,0222,國立臺東專科學校,二專(日間),女,139,19,8,8,0,0,0,0,0,0,11,1,1,1,8,0
111,1,公立,技專校院,0222,國立臺東專科學校,二專(進修),女,53,3,1,1,0,0,0,0,0,0,2,0,0,0,2,0
111,1,公立,技專校院,0222,國立臺東專科學校,五專,女,108,25,5,5,0,0,0,0,0,0,20,1,3,1,15,0
111,1,私立,一般大學,1001,東海大學,學士班(日間),男,5657,177,106,98,0,0,0,1,6,1,71,0,0,0,71,0
111,1,私立,一般大學,1001,東海大學,學士班(進修),男,149,12,7,3,0,0,0,0,4,0,5,1,0,0,4,0
111,1,私立,一般大學,1001,東海大學,碩士班(日間),男,656,37,17,1,0,0,0,2,11,3,20,2,0,0,18,0
111,1,私立,一般大學,1001,東海大學,碩士在職專班,男,373,16,5,1,0,0,0,0,4,0,11,0,0,0,11,0
111,1,私立,一般大學,1001,東海大學,博士班,男,150,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0
111,1,私立,一般大學,1001,東海大學,學士班(日間),女,6950,166,118,114,0,0,2,0,2,0,48,1,0,0,47,0
111,1,私立,一般大學,1001,東海大學,學士班(進修),女,159,13,7,2,0,0,1,0,3,1,6,0,0,0,6,0
111,1,私立,一般大學,1001,東海大學,碩士班(日間),女,712,31,11,3,0,0,2,1,4,1,20,0,0,0,20,0
111,1,私立,一般大學,1001,東海大學,碩士在職專班,女,387,22,6,3,0,0,2,0,1,0,16,0,0,0,16,0
111,1,私立,一般大學,1001,東海大學,博士班,女,90,3,2,0,0,0,1,1,0,0,1,0,0,0,1,0
111,1,私立,一般大學,1002,輔仁大學,學士班(日間),男,7347,237,107,104,0,0,0,1,2,0,130,3,0,43,84,0
111,1,私立,一般大學,1002,輔仁大學,學士班(進修),男,1646,114,46,41,0,0,0,0,5,0,68,0,0,35,33,0
111,1,私立,一般大學,1002,輔仁大學,碩士班(日間),男,782,61,6,5,0,0,0,0,1,0,55,8,0,7,40,0
111,1,私立,一般大學,1002,輔仁大學,碩士在職專班,男,580,36,2,1,0,0,0,0,1,0,34,2,0,11,21,0
111,1,私立,一般大學,1002,輔仁大學,博士班,男,218,10,2,1,0,0,1,0,0,0,8,2,0,2,4,0
111,1,私立,一般大學,1002,輔仁大學,學士班(日間),女,10561,235,107,102,0,0,3,1,1,0,128,1,0,32,95,0
111,1,私立,一般大學,1002,輔仁大學,學士班(進修),女,2495,141,60,55,0,0,3,0,2,0,81,1,0,27,53,0
111,1,私立,一般大學,1002,輔仁大學,碩士班(日間),女,1226,65,7,4,0,0,1,1,1,0,58,2,0,5,50,1
111,1,私立,一般大學,1002,輔仁大學,碩士在職專班,女,921,39,1,1,0,0,0,0,0,0,38,2,0,10,26,0
111,1,私立,一般大學,1002,輔仁大學,博士班,女,205,11,1,0,0,0,1,0,0,0,10,2,0,4,4,0
111,1,私立,一般大學,1003,東吳大學,學士班(日間),男,4634,127,57,56,0,0,0,0,0,1,70,1,0,18,51,0
111,1,私立,一般大學,1003,東吳大學,學士班(進修),男,296,32,10,9,0,0,0,0,0,1,22,1,0,3,18,0
111,1,私立,一般大學,1003,東吳大學,碩士班(日間),男,599,29,3,2,0,0,0,0,0,1,26,3,0,3,20,0
111,1,私立,一般大學,1003,東吳大學,碩士在職專班,男,590,20,0,0,0,0,0,0,0,0,20,3,0,2,15,0
111,1,私立,一般大學,1003,東吳大學,博士班,男,73,3,1,1,0,0,0,0,0,0,2,0,0,0,2,0
111,1,私立,一般大學,1003,東吳大學,學士班(日間),女,7138,136,61,61,0,0,0,0,0,0,75,0,0,17,58,0
111,1,私立,一般大學,1003,東吳大學,學士班(進修),女,476,37,13,10,0,0,1,0,1,1,24,0,0,4,20,0
111,1,私立,一般大學,1003,東吳大學,碩士班(日間),女,736,38,4,3,0,0,0,0,0,1,34,4,0,3,27,0
111,1,私立,一般大學,1003,東吳大學,碩士在職專班,女,691,33,1,0,0,0,0,0,0,1,32,6,0,4,22,0
111,1,私立,一般大學,1003,東吳大學,博士班,女,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,私立,一般大學,1004,中原大學,學士班(日間),男,7176,183,75,67,0,0,0,3,5,0,108,1,0,31,76,0
111,1,私立,一般大學,1004,中原大學,碩士班(日間),男,902,33,2,1,0,0,1,0,0,0,31,1,0,5,25,0
111,1,私立,一般大學,1004,中原大學,碩士在職專班,男,545,23,2,0,0,1,0,0,1,0,21,0,0,3,18,0
111,1,私立,一般大學,1004,中原大學,博士班,男,243,11,1,0,0,0,0,1,0,0,10,1,0,2,7,0
111,1,私立,一般大學,1004,中原大學,學士班(日間),女,6575,116,52,49,0,0,0,2,1,0,64,0,0,10,54,0
111,1,私立,一般大學,1004,中原大學,碩士班(日間),女,694,26,12,4,1,0,2,1,4,0,14,1,0,1,12,0
111,1,私立,一般大學,1004,中原大學,碩士在職專班,女,382,25,5,1,0,0,2,0,2,0,20,1,0,4,15,0
111,1,私立,一般大學,1004,中原大學,博士班,女,112,6,1,0,0,0,0,0,1,0,5,0,0,1,4,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),男,10498,316,183,180,0,0,1,0,0,2,133,24,0,0,109,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),男,592,45,23,23,0,0,0,0,0,0,22,2,0,0,20,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),男,827,50,4,4,0,0,0,0,0,0,46,8,0,0,38,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,男,330,27,2,2,0,0,0,0,0,0,25,3,0,0,22,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,男,242,17,3,0,0,0,0,0,2,1,14,6,0,0,8,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),女,9301,230,134,131,0,0,0,2,0,1,96,8,0,0,88,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),女,410,36,24,24,0,0,0,0,0,0,12,0,0,0,12,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),女,664,28,1,1,0,0,0,0,0,0,27,3,0,0,24,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,女,340,19,1,1,0,0,0,0,0,0,18,4,0,0,14,0
111,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,女,124,13,1,1,0,0,0,0,0,0,12,3,0,0,9,0
111,1,私立,一般大學,1006,中國文化大學,學士班(日間),男,9218,485,242,218,0,0,1,5,13,5,243,8,1,115,118,1
111,1,私立,一般大學,1006,中國文化大學,學士班(進修),男,575,117,26,25,0,0,0,0,1,0,91,1,0,2,88,0
111,1,私立,一般大學,1006,中國文化大學,碩士班(日間),男,826,46,7,3,0,0,0,0,4,0,39,14,0,5,20,0
111,1,私立,一般大學,1006,中國文化大學,碩士在職專班,男,207,20,2,1,0,0,0,0,1,0,18,2,0,0,16,0
111,1,私立,一般大學,1006,中國文化大學,博士班,男,312,9,1,1,0,0,0,0,0,0,8,2,0,0,6,0
111,1,私立,一般大學,1006,中國文化大學,學士班(日間),女,8948,392,225,207,0,0,3,4,6,5,167,4,0,55,108,0
111,1,私立,一般大學,1006,中國文化大學,學士班(進修),女,907,84,23,16,0,0,0,0,5,2,61,0,0,4,57,0
111,1,私立,一般大學,1006,中國文化大學,碩士班(日間),女,710,38,7,5,0,0,0,0,2,0,31,5,0,5,21,0
111,1,私立,一般大學,1006,中國文化大學,碩士在職專班,女,366,20,4,3,0,0,0,0,1,0,16,8,0,0,8,0
111,1,私立,一般大學,1006,中國文化大學,博士班,女,196,9,1,1,0,0,0,0,0,0,8,1,0,2,5,0
111,1,私立,一般大學,1007,逢甲大學,學士班(日間),男,10018,266,94,89,0,0,1,0,4,0,172,2,0,161,9,0
111,1,私立,一般大學,1007,逢甲大學,學士班(進修),男,499,44,16,16,0,0,0,0,0,0,28,1,0,25,2,0
111,1,私立,一般大學,1007,逢甲大學,碩士班(日間),男,1106,44,3,2,0,0,0,0,1,0,41,1,0,36,4,0
111,1,私立,一般大學,1007,逢甲大學,碩士在職專班,男,705,35,2,0,0,0,1,0,1,0,33,2,0,27,4,0
111,1,私立,一般大學,1007,逢甲大學,博士班,男,292,9,1,1,0,0,0,0,0,0,8,1,0,4,3,0
111,1,私立,一般大學,1007,逢甲大學,學士班(日間),女,7323,134,69,66,0,1,2,0,0,0,65,1,0,59,5,0
111,1,私立,一般大學,1007,逢甲大學,學士班(進修),女,336,26,14,14,0,0,0,0,0,0,12,0,0,11,1,0
111,1,私立,一般大學,1007,逢甲大學,碩士班(日間),女,588,24,7,4,0,0,2,0,1,0,17,1,0,11,5,0
111,1,私立,一般大學,1007,逢甲大學,碩士在職專班,女,451,25,1,1,0,0,0,0,0,0,24,1,0,20,3,0
111,1,私立,一般大學,1007,逢甲大學,博士班,女,123,5,2,1,0,0,1,0,0,0,3,0,0,1,2,0
111,1,私立,一般大學,1008,靜宜大學,學士班(日間),男,4082,194,114,100,0,0,4,1,9,0,80,10,0,11,59,0
111,1,私立,一般大學,1008,靜宜大學,碩士班(日間),男,248,12,3,0,0,0,0,0,3,0,9,2,0,1,6,0
111,1,私立,一般大學,1008,靜宜大學,碩士在職專班,男,129,14,2,1,0,0,0,0,1,0,12,4,0,1,7,0
111,1,私立,一般大學,1008,靜宜大學,博士班,男,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
111,1,私立,一般大學,1008,靜宜大學,學士班(日間),女,6560,186,117,111,1,0,2,1,2,0,69,5,0,7,57,0
111,1,私立,一般大學,1008,靜宜大學,碩士班(日間),女,423,20,2,0,0,0,0,0,2,0,18,4,0,0,14,0
111,1,私立,一般大學,1008,靜宜大學,碩士在職專班,女,205,19,2,0,0,0,1,0,1,0,17,5,0,1,11,0
111,1,私立,一般大學,1008,靜宜大學,博士班,女,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,私立,一般大學,1009,長庚大學,學士班(日間),男,2535,69,48,46,0,0,0,0,1,1,21,3,0,4,14,0
111,1,私立,一般大學,1009,長庚大學,碩士班(日間),男,534,26,7,3,0,0,0,0,4,0,19,0,0,7,12,0
111,1,私立,一般大學,1009,長庚大學,碩士在職專班,男,95,11,2,1,0,0,0,0,0,1,9,0,0,2,7,0
111,1,私立,一般大學,1009,長庚大學,博士班,男,270,13,5,3,0,0,1,0,1,0,8,0,0,1,7,0
111,1,私立,一般大學,1009,長庚大學,學士班(日間),女,2701,61,47,46,0,0,0,1,0,0,14,1,0,0,13,0
111,1,私立,一般大學,1009,長庚大學,碩士班(日間),女,610,25,7,3,0,0,2,0,2,0,18,2,0,2,14,0
111,1,私立,一般大學,1009,長庚大學,碩士在職專班,女,88,4,1,0,0,0,1,0,0,0,3,0,0,1,2,0
111,1,私立,一般大學,1009,長庚大學,博士班,女,154,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0
111,1,私立,一般大學,1010,元智大學,學士班(日間),男,3928,84,42,40,0,0,0,0,1,1,42,5,0,8,29,0
111,1,私立,一般大學,1010,元智大學,碩士班(日間),男,488,23,6,6,0,0,0,0,0,0,17,1,0,4,12,0
111,1,私立,一般大學,1010,元智大學,碩士在職專班,男,346,28,1,0,0,0,0,0,1,0,27,2,0,9,16,0
111,1,私立,一般大學,1010,元智大學,博士班,男,162,14,2,2,0,0,0,0,0,0,12,0,0,7,5,0
111,1,私立,一般大學,1010,元智大學,學士班(日間),女,3082,63,39,36,0,0,1,0,1,1,24,0,0,2,22,0
111,1,私立,一般大學,1010,元智大學,碩士班(日間),女,341,18,4,4,0,0,0,0,0,0,14,0,0,6,8,0
111,1,私立,一般大學,1010,元智大學,碩士在職專班,女,226,9,1,1,0,0,0,0,0,0,8,0,0,2,6,0
111,1,私立,一般大學,1010,元智大學,博士班,女,71,4,1,1,0,0,0,0,0,0,3,0,0,2,1,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),男,2436,197,134,91,0,0,2,8,23,10,63,11,0,17,35,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),男,264,35,26,20,0,0,0,2,3,1,9,0,0,5,4,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),男,176,17,5,3,0,0,0,1,1,0,12,0,0,4,8,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,男,88,10,4,3,0,0,0,0,1,0,6,2,0,2,2,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,男,48,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),女,1133,91,67,53,0,0,3,3,8,0,24,2,0,7,15,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),女,141,18,13,9,1,0,2,1,0,0,5,0,0,2,3,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),女,112,11,3,2,0,0,0,0,1,0,8,1,0,1,6,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,女,46,6,1,0,0,0,0,0,0,1,5,1,0,0,4,0
111,1,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,女,17,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0
111,1,私立,一般大學,1012,大葉大學,學士班(日間),男,2603,185,82,75,0,0,1,1,5,0,103,1,0,28,74,0
111,1,私立,一般大學,1012,大葉大學,學士班(進修),男,151,19,3,2,0,0,0,0,1,0,16,0,0,6,10,0
111,1,私立,一般大學,1012,大葉大學,碩士班(日間),男,221,22,1,0,0,0,0,1,0,0,21,0,0,4,17,0
111,1,私立,一般大學,1012,大葉大學,碩士在職專班,男,91,12,0,0,0,0,0,0,0,0,12,0,0,2,10,0
111,1,私立,一般大學,1012,大葉大學,博士班,男,69,6,2,2,0,0,0,0,0,0,4,0,0,0,4,0
111,1,私立,一般大學,1012,大葉大學,學士班(日間),女,2114,126,80,74,0,0,2,2,2,0,46,0,0,9,37,0
111,1,私立,一般大學,1012,大葉大學,學士班(進修),女,137,13,5,4,0,0,0,1,0,0,8,0,0,4,4,0
111,1,私立,一般大學,1012,大葉大學,碩士班(日間),女,176,15,1,0,0,0,0,0,1,0,14,1,0,3,10,0
111,1,私立,一般大學,1012,大葉大學,碩士在職專班,女,97,10,0,0,0,0,0,0,0,0,10,1,0,0,9,0
111,1,私立,一般大學,1012,大葉大學,博士班,女,35,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0
111,1,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),男,276,33,10,9,0,0,0,0,0,1,23,1,0,10,12,0
111,1,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士班(日間),男,76,7,1,1,0,0,0,0,0,0,6,0,0,1,5,0
111,1,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士在職專班,男,71,10,1,1,0,0,0,0,0,0,9,0,0,4,5,0
111,1,私立,一般大學,1013,華梵學校財團法人華梵大學,博士班,男,30,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0
111,1,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),女,286,30,13,11,0,0,0,0,0,2,17,0,0,6,11,0
111,1,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士班(日間),女,105,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0
111,1,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士在職專班,女,113,9,1,0,0,0,0,0,0,1,8,0,0,1,7,0
111,1,私立,一般大學,1013,華梵學校財團法人華梵大學,博士班,女,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,私立,一般大學,1014,義守大學,學士班(日間),男,5694,249,138,130,0,0,2,2,4,0,111,2,0,58,51,0
111,1,私立,一般大學,1014,義守大學,學士班(進修),男,560,97,48,47,0,0,0,0,1,0,49,3,0,31,15,0
111,1,私立,一般大學,1014,義守大學,碩士班(日間),男,181,6,0,0,0,0,0,0,0,0,6,0,0,4,2,0
111,1,私立,一般大學,1014,義守大學,碩士在職專班,男,233,9,0,0,0,0,0,0,0,0,9,0,0,5,4,0
111,1,私立,一般大學,1014,義守大學,博士班,男,100,3,0,0,0,0,0,0,0,0,3,0,0,2,1,0
111,1,私立,一般大學,1014,義守大學,學士班(日間),女,5523,219,156,153,0,0,2,0,1,0,63,1,0,29,33,0
111,1,私立,一般大學,1014,義守大學,學士班(進修),女,321,29,16,15,0,1,0,0,0,0,13,0,0,7,6,0
111,1,私立,一般大學,1014,義守大學,碩士班(日間),女,166,6,0,0,0,0,0,0,0,0,6,0,0,4,2,0
111,1,私立,一般大學,1014,義守大學,碩士在職專班,女,120,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0
111,1,私立,一般大學,1014,義守大學,博士班,女,43,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
111,1,私立,一般大學,1015,世新大學,學士班(日間),男,3210,123,51,46,0,0,1,1,3,0,72,18,0,9,45,0
111,1,私立,一般大學,1015,世新大學,學士班(進修),男,241,18,6,6,0,0,0,0,0,0,12,2,0,4,6,0
111,1,私立,一般大學,1015,世新大學,碩士班(日間),男,258,25,2,2,0,0,0,0,0,0,23,1,0,3,19,0
111,1,私立,一般大學,1015,世新大學,碩士在職專班,男,282,19,1,0,0,0,0,0,1,0,18,3,0,2,13,0
111,1,私立,一般大學,1015,世新大學,博士班,男,47,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111,1,私立,一般大學,1015,世新大學,學士班(日間),女,5809,120,68,63,0,1,2,0,2,0,52,7,0,3,42,0
111,1,私立,一般大學,1015,世新大學,學士班(進修),女,455,13,6,6,0,0,0,0,0,0,7,1,0,1,5,0
111,1,私立,一般大學,1015,世新大學,碩士班(日間),女,285,29,4,2,0,0,1,1,0,0,25,3,0,2,20,0
111,1,私立,一般大學,1015,世新大學,碩士在職專班,女,277,17,0,0,0,0,0,0,0,0,17,2,0,3,12,0
111,1,私立,一般大學,1015,世新大學,博士班,女,35,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111,1,私立,一般大學,1016,銘傳大學,學士班(日間),男,6628,221,119,104,0,0,4,0,10,1,102,16,0,24,62,0
111,1,私立,一般大學,1016,銘傳大學,碩士班(日間),男,299,35,8,2,0,0,0,0,6,0,27,12,0,2,13,0
111,1,私立,一般大學,1016,銘傳大學,碩士在職專班,男,317,28,2,0,0,0,0,0,2,0,26,9,0,5,12,0
111,1,私立,一般大學,1016,銘傳大學,博士班,男,32,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
111,1,私立,一般大學,1016,銘傳大學,學士班(日間),女,10027,277,162,145,0,0,7,1,8,1,115,13,0,24,78,0
111,1,私立,一般大學,1016,銘傳大學,碩士班(日間),女,490,34,6,2,0,0,0,0,4,0,28,6,0,2,20,0
111,1,私立,一般大學,1016,銘傳大學,碩士在職專班,女,428,24,2,0,0,1,0,0,1,0,22,5,0,5,11,1
111,1,私立,一般大學,1016,銘傳大學,博士班,女,35,3,0,0,0,0,0,0,0,0,3,1,0,0,2,0
111,1,私立,一般大學,1017,實踐大學,學士班(日間),男,3316,186,85,85,0,0,0,0,0,0,101,35,7,22,37,0
111,1,私立,一般大學,1017,實踐大學,學士班(進修),男,473,56,17,15,0,0,0,0,2,0,39,12,0,12,15,0
111,1,私立,一般大學,1017,實踐大學,碩士班(日間),男,162,18,2,2,0,0,0,0,0,0,16,3,0,3,10,0
111,1,私立,一般大學,1017,實踐大學,碩士在職專班,男,27,9,0,0,0,0,0,0,0,0,9,2,0,2,5,0
111,1,私立,一般大學,1017,實踐大學,博士班,男,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,私立,一般大學,1017,實踐大學,學士班(日間),女,6580,313,181,176,0,0,1,2,1,1,132,37,3,31,61,0
111,1,私立,一般大學,1017,實踐大學,學士班(進修),女,1011,81,39,38,0,0,0,0,1,0,42,6,1,16,19,0
111,1,私立,一般大學,1017,實踐大學,碩士班(日間),女,195,24,7,5,0,0,0,0,2,0,17,0,0,3,14,0
111,1,私立,一般大學,1017,實踐大學,碩士在職專班,女,84,7,0,0,0,0,0,0,0,0,7,3,0,2,2,0
111,1,私立,一般大學,1017,實踐大學,博士班,女,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),男,4927,199,137,127,0,0,0,2,6,2,62,4,0,27,31,0
111,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),男,815,91,37,22,0,1,1,5,7,1,54,1,0,27,26,0
111,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),男,311,21,9,4,0,0,1,1,3,0,12,4,0,1,7,0
111,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,男,124,13,2,1,0,0,0,0,1,0,11,3,0,2,6,0
111,1,私立,技專校院,1018,朝陽科技大學,博士班,男,73,3,2,2,0,0,0,0,0,0,1,0,0,1,0,0
111,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),女,6247,214,148,137,0,0,1,4,6,0,66,2,0,27,37,0
111,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),女,825,75,52,43,0,2,1,3,2,1,23,0,0,15,8,0
111,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),女,298,26,15,6,0,0,1,0,6,2,11,2,0,0,9,0
111,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,女,152,13,6,3,0,0,0,0,3,0,7,3,0,1,3,0
111,1,私立,技專校院,1018,朝陽科技大學,博士班,女,39,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
111,1,私立,一般大學,1019,高雄醫學大學,學士班(日間),男,2242,77,35,35,0,0,0,0,0,0,42,5,0,1,36,0
111,1,私立,一般大學,1019,高雄醫學大學,碩士班(日間),男,226,11,0,0,0,0,0,0,0,0,11,1,0,1,9,0
111,1,私立,一般大學,1019,高雄醫學大學,碩士在職專班,男,89,9,0,0,0,0,0,0,0,0,9,1,0,0,8,0
111,1,私立,一般大學,1019,高雄醫學大學,博士班,男,151,8,2,1,0,0,0,0,1,0,6,1,0,1,4,0
111,1,私立,一般大學,1019,高雄醫學大學,學士班(日間),女,3032,100,59,57,0,0,0,0,2,0,41,3,0,3,35,0
111,1,私立,一般大學,1019,高雄醫學大學,碩士班(日間),女,475,21,8,3,1,0,0,1,3,0,13,0,0,0,13,0
111,1,私立,一般大學,1019,高雄醫學大學,碩士在職專班,女,141,13,4,1,0,1,0,1,1,0,9,1,0,0,8,0
111,1,私立,一般大學,1019,高雄醫學大學,博士班,女,162,5,0,0,0,0,0,0,0,0,5,2,0,1,2,0
111,1,私立,一般大學,1020,南華大學,學士班(日間),男,1860,125,44,32,0,0,0,0,1,11,81,28,0,8,45,0
111,1,私立,一般大學,1020,南華大學,學士班(進修),男,180,16,5,5,0,0,0,0,0,0,11,1,0,2,8,0
111,1,私立,一般大學,1020,南華大學,碩士班(日間),男,183,22,4,0,0,0,1,1,2,0,18,3,0,0,15,0
111,1,私立,一般大學,1020,南華大學,碩士在職專班,男,130,15,5,2,0,0,0,0,3,0,10,2,0,2,6,0
111,1,私立,一般大學,1020,南華大學,博士班,男,29,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0
111,1,私立,一般大學,1020,南華大學,學士班(日間),女,2074,148,82,44,0,1,1,1,4,31,66,19,0,3,44,0
111,1,私立,一般大學,1020,南華大學,學士班(進修),女,118,24,13,13,0,0,0,0,0,0,11,2,0,1,8,0
111,1,私立,一般大學,1020,南華大學,碩士班(日間),女,331,39,12,5,0,1,0,0,6,0,27,1,0,4,22,0
111,1,私立,一般大學,1020,南華大學,碩士在職專班,女,213,22,2,0,0,0,0,0,2,0,20,2,0,2,16,0
111,1,私立,一般大學,1020,南華大學,博士班,女,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111,1,私立,一般大學,1021,真理大學,學士班(日間),男,2155,149,76,74,0,0,0,0,2,0,73,2,0,38,33,0
111,1,私立,一般大學,1021,真理大學,學士班(進修),男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,私立,一般大學,1021,真理大學,碩士班(日間),男,64,3,0,0,0,0,0,0,0,0,3,0,0,1,2,0
111,1,私立,一般大學,1021,真理大學,碩士在職專班,男,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111,1,私立,一般大學,1021,真理大學,學士班(日間),女,2020,149,100,95,0,0,2,0,3,0,49,1,0,24,24,0
111,1,私立,一般大學,1021,真理大學,學士班(進修),女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,私立,一般大學,1021,真理大學,碩士班(日間),女,60,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0
111,1,私立,一般大學,1021,真理大學,碩士在職專班,女,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,私立,一般大學,1022,大同大學,學士班(日間),男,2102,59,22,20,0,0,0,0,2,0,37,11,0,5,21,0
111,1,私立,一般大學,1022,大同大學,碩士班(日間),男,140,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0
