學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
112,公立,一般大學,0018,國立嘉義大學,10151044,行銷與觀光管理學系觀光休閒管理博士班,博士班,1,0,1,5.00
112,公立,一般大學,0018,國立嘉義大學,10151110,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),13,4,9,100.00
112,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,碩士班(日間),2,1,1,3.64
112,公立,一般大學,0019,國立高雄大學,02122036,工藝與創意設計學系,學士班(日間),6,3,3,2.70
112,公立,一般大學,0019,國立高雄大學,02199005,創意設計與建築學系,學士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,學士班(日間),14,11,3,8.14
112,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,碩士班(日間),2,1,1,25.00
112,公立,一般大學,0019,國立高雄大學,02311003,東亞語文學系,學士班(日間),48,12,36,19.35
112,公立,一般大學,0019,國立高雄大學,02311003,東亞語文學系,碩士班(日間),5,1,4,38.46
112,公立,一般大學,0019,國立高雄大學,03111006,應用經濟學系,學士班(日間),5,4,1,2.20
112,公立,一般大學,0019,國立高雄大學,03111006,應用經濟學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,04121011,金融管理學系,學士班(日間),22,9,13,10.38
112,公立,一般大學,0019,國立高雄大學,04121011,金融管理學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,04131007,經營管理研究所,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,學士班(日間),42,23,19,15.73
112,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,04131010,國際商業管理碩士學位學程,碩士班(日間),7,2,5,100.00
112,公立,一般大學,0019,國立高雄大學,04211015,法律學系,學士班(日間),1,0,1,0.46
112,公立,一般大學,0019,國立高雄大學,04211015,法律學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,04211018,法學院博士班,博士班,1,1,0,5.88
112,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,學士班(日間),2,0,2,1.11
112,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,碩士班(日間),1,0,1,2.94
112,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,學士班(日間),4,1,3,2.22
112,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,學士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,學士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,學士班(日間),3,3,0,1.36
112,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,博士班,0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,05421025,統計學研究所,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,學士班(日間),30,18,12,12.93
112,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,碩士班(日間),1,0,1,2.70
112,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,學士班(日間),19,16,3,9.60
112,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,學士班(日間),5,4,1,2.75
112,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,學士班(日間),2,2,0,0.44
112,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,博士班,0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系學士後多元專長培力課程專班,學士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,07141038,半導體製造智能化技術產業碩士專班,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,07311035,建築學系,學士班(日間),11,8,3,6.43
112,公立,一般大學,0019,國立高雄大學,07311035,建築學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,學士班(日間),2,2,0,0.91
112,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系原住民專班,學士班(日間),0,0,0,0.00
112,公立,一般大學,0019,國立高雄大學,10141032,運動競技學系,學士班(日間),1,1,0,0.52
112,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,學士班(日間),16,13,3,5.97
112,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系,學士班(日間),3,1,2,1.60
112,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系多元文化教育博士班,博士班,2,0,2,6.90
112,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系多元文化教育碩士班,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系科學教育博士班,博士班,0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系科學教育碩士班,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育博士班,博士班,19,6,13,18.45
112,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育碩士班,碩士班(日間),12,4,8,31.58
112,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系,學士班(日間),15,1,14,10.64
112,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系身心障礙與輔助科技碩士班,碩士班(日間),1,0,1,4.76
112,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,學士班(日間),3,0,3,1.71
112,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,學士班(日間),16,1,15,10.13
112,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,碩士班(日間),2,0,2,12.50
112,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系學士後學位學程教保員專班,學士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,學士班(日間),19,15,4,9.90
112,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,碩士班(日間),2,0,2,6.67
112,公立,一般大學,0020,國立東華大學,02121019,藝術與設計學系,學士班(日間),40,13,27,16.74
112,公立,一般大學,0020,國立東華大學,02121019,藝術與設計學系,碩士班(日間),6,1,5,12.24
112,公立,一般大學,0020,國立東華大學,02151018,音樂學系,學士班(日間),10,5,5,11.90
112,公立,一般大學,0020,國立東華大學,02151018,音樂學系,碩士班(日間),2,2,0,5.71
112,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,學士班(日間),18,2,16,8.00
112,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,碩士班(日間),2,1,1,4.00
112,公立,一般大學,0020,國立東華大學,02199109,原住民族樂舞與藝術學士學位學程,學士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,02221033,歷史學系,學士班(日間),10,7,3,4.48
112,公立,一般大學,0020,國立東華大學,02221033,歷史學系,碩士班(日間),1,1,0,7.69
112,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,學士班(日間),2,2,0,1.35
112,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,碩士班(日間),8,4,4,29.63
112,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,博士班,1,1,0,4.17
112,公立,一般大學,0020,國立東華大學,02222114,原住民民族學院原住民族研究國際博士班,博士班,2,0,2,100.00
112,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,學士班(日間),12,7,5,5.50
112,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,碩士班(日間),4,2,2,10.53
112,公立,一般大學,0020,國立東華大學,02321028,民族語言與傳播學系,學士班(日間),4,4,0,2.40
112,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,學士班(日間),3,2,1,1.56
112,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,碩士班(日間),5,2,3,20.83
112,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,博士班,0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,02323104,華文文學系,學士班(日間),15,9,6,7.04
112,公立,一般大學,0020,國立東華大學,02323104,華文文學系,碩士班(日間),8,2,6,19.05
112,公立,一般大學,0020,國立東華大學,02323110,人文社會科學學院華語文教學國際博士班,博士班,6,1,5,100.00
112,公立,一般大學,0020,國立東華大學,02323112,人文社會科學學院華語文教學暨書法國際碩士班,碩士班(日間),4,0,4,66.67
112,公立,一般大學,0020,國立東華大學,03111034,經濟學系,學士班(日間),3,1,2,1.45
112,公立,一般大學,0020,國立東華大學,03111034,經濟學系,碩士班(日間),7,5,2,43.75
112,公立,一般大學,0020,國立東華大學,03111034,經濟學系,博士班,7,2,5,87.50
112,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,學士班(日間),43,10,33,18.14
112,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,碩士班(日間),17,6,11,11.41
112,公立,一般大學,0020,國立東華大學,03141036,社會學系,學士班(日間),9,4,5,4.97
112,公立,一般大學,0020,國立東華大學,03141036,社會學系,碩士班(日間),2,1,1,8.70
112,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,學士班(日間),2,0,2,1.16
112,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,碩士班(日間),4,2,2,12.50
112,公立,一般大學,0020,國立東華大學,03191111,人文社會科學學院亞太區域研究博士班,博士班,27,21,6,100.00
112,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,學士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,碩士班(日間),1,1,0,4.00
112,公立,一般大學,0020,國立東華大學,04111056,會計學系,學士班(日間),5,2,3,2.08
112,公立,一般大學,0020,國立東華大學,04111056,會計學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,04111115,管理學院會計與資訊管理國際學士班,學士班(日間),3,1,2,15.00
112,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,學士班(日間),38,15,23,14.29
112,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,碩士班(日間),11,5,6,23.91
112,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,學士班(日間),35,11,24,14.77
112,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,碩士班(日間),26,9,17,37.14
112,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,博士班,15,10,5,31.91
112,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,學士班(日間),25,14,11,11.01
112,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,碩士班(日間),23,5,18,56.10
112,公立,一般大學,0020,國立東華大學,04132063,運籌管理研究所,碩士班(日間),4,1,3,16.00
112,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,學士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),43,8,35,43.00
112,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程,學士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程原住民專班,學士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,04211067,法律學系,學士班(日間),1,0,1,0.80
112,公立,一般大學,0020,國立東華大學,04211067,法律學系原住民專班,學士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,04212067,法律學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,05121069,生命科學系,學士班(日間),5,2,3,2.82
112,公立,一般大學,0020,國立東華大學,05121069,生命科學系生物技術博士班,博士班,3,3,0,42.86
112,公立,一般大學,0020,國立東華大學,05121069,生命科學系生物技術碩士班,碩士班(日間),1,0,1,6.25
112,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,學士班(日間),9,5,4,4.07
112,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,碩士班(日間),10,4,6,15.15
112,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,博士班,17,13,4,56.67
112,公立,一般大學,0020,國立東華大學,05211100,人文與環境碩士學位學程,碩士班(日間),7,2,5,100.00
112,公立,一般大學,0020,國立東華大學,05311071,化學系,學士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,05311071,化學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,05311071,化學系,博士班,9,2,7,75.00
112,公立,一般大學,0020,國立東華大學,05323078,海洋生物研究所,碩士班(日間),4,3,1,21.05
112,公立,一般大學,0020,國立東華大學,05323078,海洋生物研究所,博士班,0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,05331072,物理學系,學士班(日間),1,1,0,0.41
112,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理博士班,博士班,19,10,9,73.08
112,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理碩士班,碩士班(日間),5,3,2,38.46
112,公立,一般大學,0020,國立東華大學,05411074,應用數學系,學士班(日間),1,0,1,0.34
112,公立,一般大學,0020,國立東華大學,05411074,應用數學系,碩士班(日間),1,0,1,7.14
112,公立,一般大學,0020,國立東華大學,05411074,應用數學系,博士班,0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,05411074,應用數學系統計碩士班,碩士班(日間),1,1,0,6.67
112,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,學士班(日間),174,120,54,32.46
112,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,碩士班(日間),15,8,7,12.00
112,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,博士班,6,3,3,46.15
112,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系人工智慧與創新應用碩士班,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,06134081,資訊管理碩士學位學程,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,06134081,資訊管理學系,學士班(日間),6,5,1,2.42
112,公立,一般大學,0020,國立東華大學,06134081,資訊管理學系,碩士班(日間),7,3,4,25.00
112,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,學士班(日間),1,1,0,0.41
112,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,碩士班(日間),1,1,0,4.17
112,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,博士班,5,3,2,71.43
112,公立,一般大學,0020,國立東華大學,07141083,電機工程學系,學士班(日間),8,4,4,3.00
112,公立,一般大學,0020,國立東華大學,07141083,電機工程學系,碩士班(日間),2,1,1,4.76
112,公立,一般大學,0020,國立東華大學,07141083,電機工程學系,博士班,2,2,0,25.00
112,公立,一般大學,0020,國立東華大學,07141085,光電工程學系,學士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,07141085,光電工程學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0020,國立東華大學,09231041,民族社會工作學士學位學程,學士班(日間),1,0,1,0.87
112,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),15,6,9,7.28
112,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,碩士班(日間),16,4,12,48.48
112,公立,一般大學,0020,國立東華大學,99999113,縱谷跨域書院學士學位學程,學士班(日間),0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,學士班(日間),2,0,2,1.20
112,公立,一般大學,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,碩士班(日間),2,0,2,8.70
112,公立,一般大學,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,博士班,6,3,3,18.18
112,公立,一般大學,0021,國立暨南國際大學,01111002,國際文教管理人才博士學位學程,博士班,0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系,學士班(日間),31,14,17,15.82
112,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系終身學習與人力資源發展碩士班,碩士班(日間),4,3,1,6.78
112,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系輔導與諮商碩士班,碩士班(日間),6,2,4,5.77
112,公立,一般大學,0021,國立暨南國際大學,01111050,教育學院學士班,學士班(日間),3,2,1,3.33
112,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,學士班(日間),1,1,0,0.63
112,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,碩士班(日間),3,1,2,6.82
112,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,博士班,11,6,5,14.86
112,公立,一般大學,0021,國立暨南國際大學,01115012,課程教學與科技研究所,碩士班(日間),2,0,2,9.09
112,公立,一般大學,0021,國立暨南國際大學,01131007,華語文教學碩士學位學程,碩士班(日間),3,2,1,20.00
112,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,學士班(日間),10,8,2,6.02
112,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,碩士班(日間),8,4,4,53.33
112,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,博士班,1,1,0,12.50
112,公立,一般大學,0021,國立暨南國際大學,02311014,外國語文學系,學士班(日間),15,7,8,8.02
112,公立,一般大學,0021,國立暨南國際大學,02311014,外國語文學系,碩士班(日間),7,3,4,63.64
112,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,學士班(日間),5,4,1,2.53
112,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,碩士班(日間),6,4,2,26.09
112,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,博士班,0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,學士班(日間),8,4,4,3.46
112,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,碩士班(日間),2,1,1,9.52
112,公立,一般大學,0021,國立暨南國際大學,03131004,諮商心理與人力資源發展學系輔導與諮商博士班,博士班,2,0,2,15.38
112,公立,一般大學,0021,國立暨南國際大學,03141045,原住民文化產業與社會工作學士學位學程原住民族專班,學士班(日間),0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,學士班(日間),3,1,2,1.63
112,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,博士班,8,2,6,42.11
112,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系人類學碩士班,碩士班(日間),1,0,1,33.33
112,公立,一般大學,0021,國立暨南國際大學,03191055,地方創生與跨域治理碩士學位學程,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,學士班(日間),23,16,7,8.85
112,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,碩士班(日間),2,0,2,5.26
112,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,學士班(日間),64,32,32,23.10
112,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,碩士班(日間),5,0,5,10.00
112,公立,一般大學,0021,國立暨南國際大學,04131026,新興產業策略與發展博士學位學程,博士班,17,7,10,19.77
112,公立,一般大學,0021,國立暨南國際大學,04131026,新興產業策略與發展碩士學位學程,碩士班(日間),2,1,1,9.09
112,公立,一般大學,0021,國立暨南國際大學,04131046,區域發展重點產業碩士專班,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,04131048,管理學院學士班,學士班(日間),20,8,12,11.90
112,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,學士班(日間),2,1,1,0.91
112,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,碩士班(日間),1,1,0,6.67
112,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,博士班,1,1,0,7.69
112,公立,一般大學,0021,國立暨南國際大學,04143052,文化創意與社會行銷碩士學位學程,碩士班(日間),7,1,6,43.75
112,公立,一般大學,0021,國立暨南國際大學,05211057,智慧精準農業產學研發博士學位學程,博士班,0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系,學士班(日間),5,4,1,2.27
112,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系,碩士班(日間),2,2,0,12.50
112,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系,博士班,1,1,0,14.29
112,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系生物醫學碩士班,碩士班(日間),0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,學士班(日間),38,29,9,13.57
112,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,碩士班(日間),5,3,2,12.20
112,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,學士班(日間),43,33,10,16.67
112,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,碩士班(日間),5,2,3,5.15
112,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,博士班,1,0,1,9.09
112,公立,一般大學,0021,國立暨南國際大學,06131053,人工智慧與機器人碩士學位學程,碩士班(日間),1,1,0,7.69
112,公立,一般大學,0021,國立暨南國際大學,06199049,科技學院學士班,學士班(日間),0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,學士班(日間),2,1,1,0.91
112,公立,一般大學,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,碩士班(日間),1,1,0,12.50
112,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,學士班(日間),5,5,0,1.72
112,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,碩士班(日間),3,1,2,6.82
112,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,博士班,0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,學士班(日間),5,2,3,2.96
112,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,碩士班(日間),1,0,1,5.88
112,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,博士班,7,3,4,30.43
112,公立,一般大學,0021,國立暨南國際大學,09131056,護理學系,學士班(日間),0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,09131056,護理學系原住民族專班,學士班(日間),0,0,0,0.00
112,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,學士班(日間),25,15,10,10.50
112,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,碩士班(日間),1,1,0,1.30
112,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,博士班,5,4,1,11.63
112,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),131,58,73,40.68
112,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,碩士班(日間),2,1,1,6.67
112,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,碩士班(日間),13,6,7,19.12
112,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,博士班,30,18,12,58.82
112,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系,學士班(日間),26,6,20,6.40
112,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系博士班,博士班,11,6,5,25.00
112,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系碩士班,碩士班(日間),14,3,11,10.85
112,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,學士班(日間),16,2,14,7.11
112,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系碩士班,碩士班(日間),12,4,8,33.33
112,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),5,2,3,10.64
112,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,博士班,0,0,0,0.00
112,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),16,7,9,5.28
112,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系博士班,博士班,22,8,14,38.60
112,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系碩士班,碩士班(日間),13,7,6,9.56
112,公立,技專校院,0022,國立臺灣科技大學,04191009,管理研究所,博士班,0,0,0,0.00
112,公立,技專校院,0022,國立臺灣科技大學,04191009,管理學士班,學士班(日間),0,0,0,0.00
112,公立,技專校院,0022,國立臺灣科技大學,04199011,科技管理研究所,碩士班(日間),14,4,10,28.57
112,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),53,17,36,52.48
112,公立,技專校院,0022,國立臺灣科技大學,04212014,專利研究所,碩士班(日間),0,0,0,0.00
112,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,碩士班(日間),5,1,4,6.33
112,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,博士班,63,40,23,39.13
112,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系,學士班(日間),22,11,11,9.48
112,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系博士班,博士班,14,9,5,29.79
112,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系資訊安全科技與管理碩士班,碩士班(日間),0,0,0,0.00
112,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系碩士班,碩士班(日間),30,20,10,20.27
112,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系,學士班(日間),30,16,14,7.33
112,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系_AI跨域應用產業碩士專班,碩士班(日間),0,0,0,0.00
112,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系_大數據分析及資訊安全產業碩士專班,碩士班(日間),0,0,0,0.00
112,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系博士班,博士班,32,22,10,65.31
112,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系碩士班,碩士班(日間),32,24,8,9.91
112,公立,技專校院,0022,國立臺灣科技大學,06132043,人工智慧跨域科技研究所,碩士班(日間),0,0,0,0.00
112,公立,技專校院,0022,國立臺灣科技大學,06132043,人工智慧跨域科技研究所,博士班,0,0,0,0.00
112,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系,學士班(日間),40,20,20,9.55
112,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系博士班,博士班,46,29,17,70.77
112,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系碩士班,碩士班(日間),36,19,17,12.37
112,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系,學士班(日間),13,12,1,2.84
