學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-學生自請休學原因-小計,於學年底處於休學狀態之人數-學生自請休學原因-傷病,於學年底處於休學狀態之人數-學生自請休學原因-經濟困難,於學年底處於休學狀態之人數-學生自請休學原因-就讀學校、科系不符期待,於學年底處於休學狀態之人數-學生自請休學原因-學業成績不佳,於學年底處於休學狀態之人數-學生自請休學原因-工作,於學年底處於休學狀態之人數-學生自請休學原因-懷孕,於學年底處於休學狀態之人數-學生自請休學原因-育嬰,於學年底處於休學狀態之人數-學生自請休學原因-兵役,於學年底處於休學狀態之人數-學生自請休學原因-出國,於學年底處於休學狀態之人數-學生自請休學原因-論文撰寫,於學年底處於休學狀態之人數-學生自請休學原因-就學環境,於學年底處於休學狀態之人數-學生自請休學原因-家務或家人照顧,於學年底處於休學狀態之人數-學生自請休學原因-考試訓練,於學年底處於休學狀態之人數-學生自請休學原因-其他,於學年底處於休學狀態之人數-學校勒令休學原因-小計,於學年底處於休學狀態之人數-學校勒令休學原因-違反校規,於學年底處於休學狀態之人數-學校勒令休學原因-其他
113,公立,技專校院,0051,國立臺北商業大學,五專,女,1257,68,68,5,1,16,18,5,0,0,0,8,0,3,0,12,0,0,0,0
113,公立,技專校院,0051,國立臺北商業大學,學士班(日間),女,1982,55,55,8,3,13,4,12,0,3,0,8,0,0,1,3,0,0,0,0
113,公立,技專校院,0051,國立臺北商業大學,學士班(進修),女,1069,94,94,10,3,13,2,45,2,5,0,6,0,0,6,2,0,0,0,0
113,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),女,198,16,16,1,0,0,0,8,0,1,0,2,2,0,1,0,1,0,0,0
113,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,女,93,11,11,0,0,0,0,7,0,1,1,0,0,0,1,1,0,0,0,0
113,公立,技專校院,0051,國立臺北商業大學,博士班,女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0052,國立屏東大學,學士班(日間),男,2949,88,87,3,4,26,20,19,0,0,2,3,0,7,3,0,0,1,0,1
113,公立,一般大學,0052,國立屏東大學,學士班(進修),男,245,13,13,0,2,1,1,7,0,0,2,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0052,國立屏東大學,碩士班(日間),男,334,69,69,1,4,4,0,29,0,1,3,2,16,1,5,2,1,0,0,0
113,公立,一般大學,0052,國立屏東大學,碩士在職專班,男,209,38,38,0,0,1,2,18,0,7,0,0,7,0,1,1,1,0,0,0
113,公立,一般大學,0052,國立屏東大學,博士班,男,22,3,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0052,國立屏東大學,學士班(日間),女,3648,83,80,11,1,22,10,13,0,1,0,9,0,6,7,0,0,3,0,3
113,公立,一般大學,0052,國立屏東大學,學士班(進修),女,239,14,14,1,0,1,0,8,0,1,0,0,0,0,3,0,0,0,0,0
113,公立,一般大學,0052,國立屏東大學,碩士班(日間),女,583,147,147,3,1,4,0,59,2,9,0,4,34,2,17,5,7,0,0,0
113,公立,一般大學,0052,國立屏東大學,碩士在職專班,女,486,117,117,4,2,1,0,42,2,17,0,0,25,2,19,3,0,0,0,0
113,公立,一般大學,0052,國立屏東大學,博士班,女,25,4,4,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
113,公立,技專校院,0053,國立高雄科技大學,五專,男,699,58,57,0,3,19,16,9,0,0,5,1,0,0,0,1,3,1,0,1
113,公立,技專校院,0053,國立高雄科技大學,學士班(日間),男,11116,601,587,29,41,166,165,97,0,1,47,9,1,2,16,7,6,14,0,14
113,公立,技專校院,0053,國立高雄科技大學,學士班(進修),男,2472,276,255,6,14,46,19,125,0,0,28,5,0,0,9,1,2,21,0,21
113,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),男,1774,177,177,8,17,29,13,47,0,0,15,7,20,0,20,1,0,0,0,0
113,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,男,1225,230,230,12,8,1,1,163,0,5,2,0,29,1,7,0,1,0,0,0
113,公立,技專校院,0053,國立高雄科技大學,博士班,男,411,79,79,5,3,1,0,40,0,3,0,1,20,0,6,0,0,0,0,0
113,公立,技專校院,0053,國立高雄科技大學,五專,女,154,9,9,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0053,國立高雄科技大學,學士班(日間),女,6657,261,260,20,27,102,49,36,1,2,0,12,0,0,10,0,1,1,0,1
113,公立,技專校院,0053,國立高雄科技大學,學士班(進修),女,1206,144,141,13,9,24,8,65,2,6,0,2,0,0,10,1,1,3,0,3
113,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),女,792,122,122,2,16,16,5,48,2,3,0,1,17,0,12,0,0,0,0,0
113,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,女,731,115,115,5,2,1,3,69,5,12,0,0,14,0,3,0,1,0,0,0
113,公立,技專校院,0053,國立高雄科技大學,博士班,女,157,21,21,0,1,0,0,10,2,3,0,0,2,0,2,0,1,0,0,0
113,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),男,170,12,11,0,0,1,0,8,0,0,1,0,0,0,0,0,1,1,1,0
113,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),女,279,11,11,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),男,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),男,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0221,國立臺南護理專科學校,五專,男,201,10,10,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),女,40,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),女,32,6,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0221,國立臺南護理專科學校,五專,女,1706,51,51,4,1,34,5,3,0,1,0,0,0,1,1,1,0,0,0,0
113,公立,技專校院,0222,國立臺東專科學校,二專(日間),男,267,20,20,1,3,6,1,7,0,0,1,0,0,1,0,0,0,0,0,0
113,公立,技專校院,0222,國立臺東專科學校,二專(進修),男,46,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0222,國立臺東專科學校,五專,男,80,8,8,0,0,1,2,2,0,0,2,0,0,0,1,0,0,0,0,0
113,公立,技專校院,0222,國立臺東專科學校,二專(日間),女,91,7,7,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0222,國立臺東專科學校,二專(進修),女,34,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,公立,技專校院,0222,國立臺東專科學校,五專,女,79,6,6,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
113,私立,一般大學,1001,東海大學,學士班(日間),男,5963,284,250,22,12,78,28,31,0,1,6,29,0,10,25,8,0,34,0,34
113,私立,一般大學,1001,東海大學,學士班(進修),男,130,20,16,1,1,0,1,11,0,0,0,0,0,0,1,1,0,4,0,4
113,私立,一般大學,1001,東海大學,碩士班(日間),男,672,203,199,7,10,10,3,67,0,5,5,4,66,2,18,2,0,4,0,4
113,私立,一般大學,1001,東海大學,碩士在職專班,男,349,96,82,3,0,0,0,53,0,3,0,1,12,0,9,1,0,14,0,14
113,私立,一般大學,1001,東海大學,博士班,男,146,39,38,0,3,0,0,15,0,2,0,1,15,0,1,1,0,1,0,1
113,私立,一般大學,1001,東海大學,學士班(日間),女,7010,302,285,43,17,96,16,13,1,7,0,51,0,22,15,4,0,17,0,17
113,私立,一般大學,1001,東海大學,學士班(進修),女,139,19,18,4,1,0,1,5,0,2,0,1,0,0,4,0,0,1,0,1
113,私立,一般大學,1001,東海大學,碩士班(日間),女,676,230,225,17,11,10,1,61,1,11,0,13,74,0,20,6,0,5,0,5
113,私立,一般大學,1001,東海大學,碩士在職專班,女,405,120,113,7,0,1,1,55,1,3,0,3,31,0,11,0,0,7,0,7
113,私立,一般大學,1001,東海大學,博士班,女,96,29,29,3,0,0,0,12,0,2,0,1,10,0,1,0,0,0,0,0
113,私立,一般大學,1002,輔仁大學,學士班(日間),男,7494,348,347,20,5,200,15,27,0,2,9,30,0,8,29,0,2,1,0,1
113,私立,一般大學,1002,輔仁大學,學士班(進修),男,1564,120,113,12,2,23,2,54,0,1,2,1,0,1,7,1,7,7,0,7
113,私立,一般大學,1002,輔仁大學,碩士班(日間),男,747,140,140,9,4,34,0,20,0,3,4,9,45,0,9,2,1,0,0,0
113,私立,一般大學,1002,輔仁大學,碩士在職專班,男,576,127,127,9,0,15,0,38,0,14,0,4,29,0,15,2,1,0,0,0
113,私立,一般大學,1002,輔仁大學,博士班,男,254,74,74,4,0,9,0,17,0,8,0,2,24,0,10,0,0,0,0,0
113,私立,一般大學,1002,輔仁大學,學士班(日間),女,10693,374,372,39,10,199,9,19,1,3,0,57,1,11,20,1,2,2,0,2
113,私立,一般大學,1002,輔仁大學,學士班(進修),女,2127,166,161,23,7,31,4,56,2,4,0,9,0,2,14,0,9,5,0,5
113,私立,一般大學,1002,輔仁大學,碩士班(日間),女,1113,264,264,22,3,61,1,39,4,21,0,18,64,1,22,6,2,0,0,0
113,私立,一般大學,1002,輔仁大學,碩士在職專班,女,918,243,243,19,5,53,0,47,4,40,0,5,38,0,24,3,5,0,0,0
113,私立,一般大學,1002,輔仁大學,博士班,女,195,47,47,11,0,4,0,7,1,4,0,1,16,0,3,0,0,0,0,0
113,私立,一般大學,1003,東吳大學,學士班(日間),男,4761,253,249,17,8,42,9,42,0,1,12,44,0,27,16,9,22,4,0,4
113,私立,一般大學,1003,東吳大學,學士班(進修),男,188,17,17,3,0,1,1,6,0,1,1,1,0,1,2,0,0,0,0,0
113,私立,一般大學,1003,東吳大學,碩士班(日間),男,592,138,138,7,3,9,1,38,0,2,3,7,52,3,6,4,3,0,0,0
113,私立,一般大學,1003,東吳大學,碩士在職專班,男,579,111,111,4,1,1,0,53,0,9,2,3,23,1,12,0,2,0,0,0
113,私立,一般大學,1003,東吳大學,博士班,男,61,13,13,0,1,0,0,2,0,1,0,0,6,0,2,0,1,0,0,0
113,私立,一般大學,1003,東吳大學,學士班(日間),女,7103,283,279,52,5,62,10,20,1,0,0,73,0,32,8,9,7,4,0,4
113,私立,一般大學,1003,東吳大學,學士班(進修),女,273,25,24,3,1,0,0,12,0,2,0,2,0,2,1,0,1,1,0,1
113,私立,一般大學,1003,東吳大學,碩士班(日間),女,690,145,145,8,1,3,0,40,1,5,0,4,67,5,6,4,1,0,0,0
113,私立,一般大學,1003,東吳大學,碩士在職專班,女,671,124,124,7,0,1,0,42,1,20,0,7,32,1,11,1,1,0,0,0
113,私立,一般大學,1003,東吳大學,博士班,女,40,11,11,0,0,0,0,4,0,2,0,0,5,0,0,0,0,0,0,0
113,私立,一般大學,1004,中原大學,學士班(日間),男,7134,319,313,16,15,91,40,51,0,2,32,27,1,1,21,16,0,6,0,6
113,私立,一般大學,1004,中原大學,碩士班(日間),男,926,93,93,8,2,6,2,30,0,1,3,2,25,0,9,5,0,0,0,0
113,私立,一般大學,1004,中原大學,碩士在職專班,男,559,109,109,4,1,2,0,63,0,19,0,1,10,0,8,1,0,0,0,0
113,私立,一般大學,1004,中原大學,博士班,男,204,54,54,1,1,0,0,21,0,5,3,1,12,1,8,1,0,0,0,0
113,私立,一般大學,1004,中原大學,學士班(日間),女,6523,216,209,26,9,59,25,22,0,8,0,35,0,3,10,12,0,7,0,7
113,私立,一般大學,1004,中原大學,碩士班(日間),女,673,106,106,3,8,2,1,32,3,6,0,7,24,1,11,8,0,0,0,0
113,私立,一般大學,1004,中原大學,碩士在職專班,女,375,62,62,4,2,0,0,32,3,8,0,1,5,0,6,1,0,0,0,0
113,私立,一般大學,1004,中原大學,博士班,女,116,25,25,1,1,1,0,9,1,2,0,0,10,0,0,0,0,0,0,0
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),男,10405,796,351,31,5,105,36,33,0,0,6,51,0,14,51,18,1,445,0,445
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),男,397,96,22,1,0,5,0,8,0,0,0,1,0,0,6,1,0,74,0,74
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),男,758,132,68,5,4,5,0,15,0,1,0,6,11,1,18,2,0,64,0,64
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,男,290,57,21,0,0,0,0,16,0,2,0,0,1,0,2,0,0,36,0,36
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,男,239,45,30,3,1,0,0,13,0,0,0,0,6,0,7,0,0,15,0,15
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),女,8910,437,209,36,4,56,9,16,0,0,0,50,0,12,16,7,3,228,0,228
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),女,248,53,13,2,1,1,0,4,1,2,0,1,0,0,1,0,0,40,0,40
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),女,619,107,68,5,3,2,0,18,0,4,0,2,18,1,12,2,1,39,0,39
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,女,290,52,27,1,0,0,0,13,1,4,0,0,4,0,4,0,0,25,0,25
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,女,120,22,14,0,0,0,0,4,0,3,0,0,5,0,2,0,0,8,0,8
113,私立,一般大學,1006,中國文化大學,學士班(日間),男,7471,447,439,25,29,81,69,105,0,0,6,30,0,26,9,12,47,8,0,8
113,私立,一般大學,1006,中國文化大學,學士班(進修),男,442,88,39,0,0,8,0,20,0,0,5,2,0,0,2,2,0,49,0,49
113,私立,一般大學,1006,中國文化大學,碩士班(日間),男,756,193,192,12,13,2,3,76,0,3,7,3,41,3,3,17,9,1,0,1
113,私立,一般大學,1006,中國文化大學,碩士在職專班,男,173,60,52,3,0,2,0,21,0,1,1,3,18,0,2,1,0,8,0,8
113,私立,一般大學,1006,中國文化大學,博士班,男,306,81,81,6,3,0,1,31,0,1,0,2,32,0,0,0,5,0,0,0
113,私立,一般大學,1006,中國文化大學,學士班(日間),女,6727,306,304,42,25,59,32,47,1,1,0,42,1,16,6,5,27,2,0,2
113,私立,一般大學,1006,中國文化大學,學士班(進修),女,756,119,72,3,3,19,0,26,0,4,0,3,0,1,10,3,0,47,0,47
113,私立,一般大學,1006,中國文化大學,碩士班(日間),女,749,160,160,12,10,2,5,48,0,4,0,10,45,2,4,11,7,0,0,0
113,私立,一般大學,1006,中國文化大學,碩士在職專班,女,341,95,86,7,3,4,0,33,1,2,0,3,28,1,4,0,0,9,0,9
113,私立,一般大學,1006,中國文化大學,博士班,女,183,62,62,6,0,1,0,16,0,2,0,3,25,2,1,1,5,0,0,0
113,私立,一般大學,1007,逢甲大學,學士班(日間),男,10154,361,354,29,5,172,17,30,0,1,41,29,0,0,22,1,7,7,0,7
113,私立,一般大學,1007,逢甲大學,學士班(進修),男,470,40,36,0,0,11,1,16,0,1,3,0,0,0,4,0,0,4,0,4
113,私立,一般大學,1007,逢甲大學,碩士班(日間),男,1104,109,108,10,3,24,2,30,0,0,10,1,13,2,12,1,0,1,0,1
113,私立,一般大學,1007,逢甲大學,碩士在職專班,男,698,95,95,0,1,8,0,58,0,8,0,1,12,0,6,0,1,0,0,0
113,私立,一般大學,1007,逢甲大學,博士班,男,262,36,36,3,0,0,1,17,0,1,1,1,7,0,5,0,0,0,0,0
113,私立,一般大學,1007,逢甲大學,學士班(日間),女,7302,195,192,35,4,73,15,11,2,1,0,35,0,1,13,0,2,3,0,3
113,私立,一般大學,1007,逢甲大學,學士班(進修),女,280,32,31,2,1,3,1,11,1,4,0,4,0,1,3,0,0,1,0,1
113,私立,一般大學,1007,逢甲大學,碩士班(日間),女,603,57,57,4,2,11,0,19,1,3,0,1,3,0,12,1,0,0,0,0
113,私立,一般大學,1007,逢甲大學,碩士在職專班,女,466,67,67,7,2,4,1,34,2,6,0,1,4,0,6,0,0,0,0,0
113,私立,一般大學,1007,逢甲大學,博士班,女,123,15,15,1,0,1,0,5,1,1,0,0,4,0,2,0,0,0,0,0
113,私立,一般大學,1008,靜宜大學,學士班(日間),男,3772,178,170,10,12,52,29,31,0,0,4,7,0,18,2,5,0,8,0,8
113,私立,一般大學,1008,靜宜大學,學士班(進修),男,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,私立,一般大學,1008,靜宜大學,碩士班(日間),男,231,42,42,4,2,1,3,19,0,0,0,2,9,1,0,1,0,0,0,0
113,私立,一般大學,1008,靜宜大學,碩士在職專班,男,143,19,19,0,1,0,0,10,0,2,0,0,5,0,1,0,0,0,0,0
113,私立,一般大學,1008,靜宜大學,博士班,男,27,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
113,私立,一般大學,1008,靜宜大學,學士班(日間),女,5658,196,186,23,11,40,34,34,0,0,0,13,0,20,7,4,0,10,0,10
113,私立,一般大學,1008,靜宜大學,學士班(進修),女,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,私立,一般大學,1008,靜宜大學,碩士班(日間),女,461,88,88,5,5,1,4,34,0,2,0,2,21,0,7,7,0,0,0,0
113,私立,一般大學,1008,靜宜大學,碩士在職專班,女,262,34,34,1,0,0,1,21,0,2,0,0,5,0,1,3,0,0,0,0
113,私立,一般大學,1008,靜宜大學,博士班,女,35,7,7,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0
113,私立,一般大學,1009,長庚大學,學士班(日間),男,2502,84,84,5,1,43,20,3,0,0,0,4,0,1,2,0,5,0,0,0
113,私立,一般大學,1009,長庚大學,碩士班(日間),男,586,58,58,2,2,8,1,22,0,0,0,3,8,0,7,1,4,0,0,0
113,私立,一般大學,1009,長庚大學,碩士在職專班,男,91,26,26,0,0,0,0,9,0,2,0,1,7,0,7,0,0,0,0,0
113,私立,一般大學,1009,長庚大學,博士班,男,273,42,42,2,0,0,0,10,0,1,0,3,21,0,5,0,0,0,0,0
113,私立,一般大學,1009,長庚大學,學士班(日間),女,2826,110,110,9,1,56,11,4,0,1,0,13,0,4,2,2,7,0,0,0
113,私立,一般大學,1009,長庚大學,碩士班(日間),女,696,114,114,9,0,12,0,34,1,5,0,3,23,1,20,3,3,0,0,0
113,私立,一般大學,1009,長庚大學,碩士在職專班,女,88,19,19,0,0,2,0,9,0,2,0,0,2,0,4,0,0,0,0,0
113,私立,一般大學,1009,長庚大學,博士班,女,179,29,29,1,1,0,1,8,0,1,0,1,11,0,5,0,0,0,0,0
113,私立,一般大學,1010,元智大學,學士班(日間),男,4099,125,125,7,3,59,24,12,0,0,2,7,1,1,8,1,0,0,0,0
113,私立,一般大學,1010,元智大學,碩士班(日間),男,543,34,34,0,1,7,0,10,0,0,0,2,7,0,6,1,0,0,0,0
113,私立,一般大學,1010,元智大學,碩士在職專班,男,304,37,37,1,1,2,0,21,0,2,0,1,5,0,4,0,0,0,0,0
113,私立,一般大學,1010,元智大學,博士班,男,161,27,27,0,1,0,0,13,0,1,0,1,6,0,5,0,0,0,0,0
113,私立,一般大學,1010,元智大學,學士班(日間),女,3348,78,78,7,2,42,5,7,0,0,0,11,0,1,2,1,0,0,0,0
113,私立,一般大學,1010,元智大學,碩士班(日間),女,375,14,14,0,0,1,0,3,0,0,0,3,3,0,4,0,0,0,0,0
113,私立,一般大學,1010,元智大學,碩士在職專班,女,208,25,25,2,0,0,0,12,2,2,0,0,2,0,4,1,0,0,0,0
113,私立,一般大學,1010,元智大學,博士班,女,76,9,9,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0
113,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),男,1881,122,117,8,12,19,18,24,0,0,19,9,0,2,2,4,0,5,0,5
113,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),男,284,17,14,0,1,0,1,8,0,0,3,0,0,0,0,1,0,3,0,3
113,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),男,164,41,40,1,0,2,0,27,0,1,3,0,4,0,2,0,0,1,0,1
113,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,男,74,26,26,2,0,0,0,18,0,0,0,1,4,0,1,0,0,0,0,0
113,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,男,40,13,13,1,0,0,0,9,0,0,0,0,1,1,1,0,0,0,0,0
113,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),女,852,42,41,3,1,7,6,14,2,1,0,1,0,2,2,2,0,1,0,1
113,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),女,142,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
113,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),女,65,18,18,1,0,0,0,11,0,0,0,1,4,0,1,0,0,0,0,0
113,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,女,35,9,9,0,0,0,0,5,0,3,0,0,1,0,0,0,0,0,0,0
113,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,女,20,4,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
113,私立,一般大學,1012,大葉大學,學士班(日間),男,1645,193,191,15,14,42,9,54,0,1,37,5,0,1,6,6,1,2,0,2
113,私立,一般大學,1012,大葉大學,學士班(進修),男,107,18,18,0,2,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0
113,私立,一般大學,1012,大葉大學,碩士班(日間),男,177,59,59,2,1,2,0,40,0,0,4,1,7,0,1,1,0,0,0,0
113,私立,一般大學,1012,大葉大學,碩士在職專班,男,59,31,31,0,0,0,0,24,0,1,0,0,5,0,0,1,0,0,0,0
113,私立,一般大學,1012,大葉大學,博士班,男,74,42,42,1,3,1,0,32,0,0,0,0,5,0,0,0,0,0,0,0
113,私立,一般大學,1012,大葉大學,學士班(日間),女,1238,92,92,19,15,19,4,20,1,4,0,5,0,2,2,1,0,0,0,0
113,私立,一般大學,1012,大葉大學,學士班(進修),女,88,16,16,1,1,1,1,8,2,1,0,0,0,0,1,0,0,0,0,0
113,私立,一般大學,1012,大葉大學,碩士班(日間),女,185,43,43,3,1,1,0,28,2,0,0,1,3,0,4,0,0,0,0,0
113,私立,一般大學,1012,大葉大學,碩士在職專班,女,66,25,25,0,0,0,0,20,0,1,0,0,2,0,2,0,0,0,0,0
113,私立,一般大學,1012,大葉大學,博士班,女,27,16,16,2,0,0,0,1,0,3,0,0,5,0,5,0,0,0,0,0
113,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),男,233,33,33,6,1,5,0,9,0,0,3,2,0,0,5,0,2,0,0,0
113,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士班(日間),男,97,16,16,3,0,0,1,5,0,0,1,0,4,0,1,0,1,0,0,0
113,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士在職專班,男,82,18,18,5,0,0,0,4,0,0,0,1,4,0,4,0,0,0,0,0
113,私立,一般大學,1013,華梵學校財團法人華梵大學,博士班,男,27,4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
113,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),女,335,50,50,7,1,2,1,5,0,0,0,3,0,0,21,0,10,0,0,0
113,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士班(日間),女,107,33,33,2,0,2,0,9,0,2,0,1,13,0,3,0,1,0,0,0
113,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士在職專班,女,141,23,23,0,1,1,1,7,0,1,0,0,5,0,6,0,1,0,0,0
113,私立,一般大學,1013,華梵學校財團法人華梵大學,博士班,女,41,7,7,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0
113,私立,一般大學,1014,義守大學,學士班(日間),男,4819,143,143,13,12,59,8,39,0,0,3,4,0,0,2,1,2,0,0,0
113,私立,一般大學,1014,義守大學,學士班(進修),男,486,19,19,0,0,0,0,14,0,0,2,0,0,0,1,2,0,0,0,0
113,私立,一般大學,1014,義守大學,碩士班(日間),男,192,14,14,0,4,2,1,4,0,0,1,0,1,0,1,0,0,0,0,0
113,私立,一般大學,1014,義守大學,碩士在職專班,男,171,15,15,1,1,1,0,7,0,1,1,0,3,0,0,0,0,0,0,0
113,私立,一般大學,1014,義守大學,博士班,男,79,17,17,2,0,0,1,12,0,0,0,0,2,0,0,0,0,0,0,0
113,私立,一般大學,1014,義守大學,學士班(日間),女,4647,110,110,25,6,43,9,15,3,0,0,2,0,2,3,0,2,0,0,0
113,私立,一般大學,1014,義守大學,學士班(進修),女,227,8,8,1,0,1,0,3,0,0,0,0,0,0,2,0,1,0,0,0
113,私立,一般大學,1014,義守大學,碩士班(日間),女,169,15,15,2,0,1,0,9,0,1,0,0,2,0,0,0,0,0,0,0
113,私立,一般大學,1014,義守大學,碩士在職專班,女,100,16,16,0,0,0,0,9,0,4,0,0,2,0,1,0,0,0,0,0
113,私立,一般大學,1014,義守大學,博士班,女,42,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
113,私立,一般大學,1015,世新大學,學士班(日間),男,3137,132,132,8,3,48,5,28,0,1,8,12,0,10,6,1,2,0,0,0
113,私立,一般大學,1015,世新大學,學士班(進修),男,277,23,23,1,0,4,2,12,0,0,0,0,0,0,2,1,1,0,0,0
113,私立,一般大學,1015,世新大學,碩士班(日間),男,224,64,64,2,2,1,0,21,0,0,5,0,27,0,6,0,0,0,0,0
113,私立,一般大學,1015,世新大學,碩士在職專班,男,233,65,65,3,1,0,0,44,0,1,0,0,9,0,5,2,0,0,0,0
113,私立,一般大學,1015,世新大學,博士班,男,40,13,13,0,0,0,0,2,0,0,0,1,9,0,1,0,0,0,0,0
113,私立,一般大學,1015,世新大學,學士班(日間),女,6076,208,208,24,10,69,6,34,1,0,0,36,0,19,3,3,3,0,0,0
113,私立,一般大學,1015,世新大學,學士班(進修),女,473,20,20,1,3,4,1,9,0,0,0,1,0,0,0,0,1,0,0,0
113,私立,一般大學,1015,世新大學,碩士班(日間),女,278,59,59,2,0,2,0,20,1,0,0,2,28,0,2,1,1,0,0,0
113,私立,一般大學,1015,世新大學,碩士在職專班,女,252,78,78,2,0,1,0,47,3,7,0,0,14,0,4,0,0,0,0,0
113,私立,一般大學,1015,世新大學,博士班,女,38,9,9,0,1,0,0,5,0,1,0,0,1,0,1,0,0,0,0,0
113,私立,一般大學,1016,銘傳大學,學士班(日間),男,6639,282,282,20,4,77,23,87,0,0,17,20,0,2,22,5,5,0,0,0
113,私立,一般大學,1016,銘傳大學,碩士班(日間),男,290,54,54,2,0,1,0,19,0,0,2,1,23,2,3,0,1,0,0,0
113,私立,一般大學,1016,銘傳大學,碩士在職專班,男,268,44,44,1,0,0,0,28,0,0,1,0,13,0,0,1,0,0,0,0
113,私立,一般大學,1016,銘傳大學,博士班,男,32,8,8,1,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0
113,私立,一般大學,1016,銘傳大學,學士班(日間),女,9174,340,340,55,9,97,20,78,3,2,0,44,0,6,19,2,5,0,0,0
113,私立,一般大學,1016,銘傳大學,碩士班(日間),女,453,76,76,8,0,2,0,29,1,3,0,5,21,0,6,0,1,0,0,0
113,私立,一般大學,1016,銘傳大學,碩士在職專班,女,390,79,79,7,0,0,0,43,0,7,0,2,15,0,4,1,0,0,0,0
