學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
114,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),36,10,26
114,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),128,42,86
114,私立,技專校院,1285,慈惠醫護管理專科學校,五專,1253,275,978
114,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),187,19,168
114,私立,技專校院,1286,耕莘健康管理專科學校,五專,3574,399,3175
114,私立,技專校院,1287,敏惠醫護管理專科學校,二專(進修),81,25,56
114,私立,技專校院,1287,敏惠醫護管理專科學校,五專,2821,409,2412
114,私立,技專校院,1289,育英醫護管理專科學校,五專,1495,153,1342
114,私立,技專校院,1291,聖母醫護管理專科學校,二專(日間),30,14,16
114,私立,技專校院,1291,聖母醫護管理專科學校,二專(進修),197,41,156
114,私立,技專校院,1291,聖母醫護管理專科學校,五專,1133,194,939
114,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),79,10,69
114,私立,技專校院,1292,新生醫護管理專科學校,五專,5628,784,4844
114,私立,技專校院,1293,崇仁醫護管理專科學校,五專,2838,475,2363
114,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,碩士班(日間),42,25,17
114,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,碩士在職專班,22,4,18
114,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),42,21,21
114,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,碩士班(日間),87,33,54
114,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,碩士在職專班,11,4,7
114,私立,宗教研修學院,1R06,一貫道崇德學院,碩士班(日間),69,28,41
114,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,碩士班(日間),56,18,38
114,私立,宗教研修學院,1R08,中華福音神學研究學院,碩士班(日間),57,36,21
114,私立,宗教研修學院,1R09,唯心聖教學院,碩士班(日間),91,52,39
114,私立,宗教研修學院,1R10,福智學校財團法人福智佛教學院,碩士班(日間),30,8,22
114,公立,一般大學,3002,臺北市立大學,學士班(日間),5106,2215,2891
114,公立,一般大學,3002,臺北市立大學,碩士班(日間),1291,384,907
114,公立,一般大學,3002,臺北市立大學,碩士在職專班,1255,380,875
114,公立,一般大學,3002,臺北市立大學,博士班,188,82,106
