學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-學生自請休學原因-小計,於學年底處於休學狀態之人數-學生自請休學原因-傷病,於學年底處於休學狀態之人數-學生自請休學原因-經濟困難,於學年底處於休學狀態之人數-學生自請休學原因-就讀學校、科系不符期待,於學年底處於休學狀態之人數-學生自請休學原因-學業成績不佳,於學年底處於休學狀態之人數-學生自請休學原因-工作,於學年底處於休學狀態之人數-學生自請休學原因-懷孕,於學年底處於休學狀態之人數-學生自請休學原因-育嬰,於學年底處於休學狀態之人數-學生自請休學原因-兵役,於學年底處於休學狀態之人數-學生自請休學原因-出國,於學年底處於休學狀態之人數-學生自請休學原因-論文撰寫,於學年底處於休學狀態之人數-學生自請休學原因-就學環境,於學年底處於休學狀態之人數-學生自請休學原因-家務或家人照顧,於學年底處於休學狀態之人數-學生自請休學原因-考試訓練,於學年底處於休學狀態之人數-學生自請休學原因-其他,於學年底處於休學狀態之人數-學校勒令休學原因-小計,於學年底處於休學狀態之人數-學校勒令休學原因-違反校規,於學年底處於休學狀態之人數-學校勒令休學原因-其他
111,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,博士班,女,11,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
111,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系綠色應用材料碩士班,碩士班(日間),男,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系綠色應用材料碩士班,碩士班(日間),女,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07112065,尖端材料國際碩士學位學程,碩士班(日間),男,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07112065,尖端材料國際碩士學位學程,碩士班(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,學士班(日間),男,119,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,碩士班(日間),男,53,3,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,博士班,男,14,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,學士班(日間),女,109,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,碩士班(日間),女,38,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,博士班,女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,學士班(日間),男,140,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,碩士班(日間),男,58,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
111,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,碩士在職專班,男,18,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,博士班,男,27,5,5,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,學士班(日間),女,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,碩士班(日間),女,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,碩士在職專班,女,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,博士班,女,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07132052,能源工程國際博士學位學程,博士班,男,7,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07132052,能源工程國際博士學位學程,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07132052,能源工程國際碩士學位學程,碩士班(日間),男,27,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07132052,能源工程國際碩士學位學程,碩士班(日間),女,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07132052,能源工程國際學士學位學程,學士班(日間),男,81,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07132052,能源工程國際學士學位學程,學士班(日間),女,32,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),男,619,30,28,3,1,15,4,1,0,0,2,0,0,0,2,0,0,2,0,2
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,碩士班(日間),男,615,18,18,2,0,11,1,1,0,0,0,0,0,1,1,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,碩士在職專班,男,61,16,16,1,0,1,1,6,0,3,0,0,2,1,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,博士班,男,104,21,21,0,0,2,0,6,0,1,3,0,8,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),女,86,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,碩士班(日間),女,109,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,碩士在職專班,女,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,博士班,女,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系光電半導體材料產業碩士專班,碩士班(日間),男,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系光電半導體產業碩士專班,碩士班(日間),男,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系微波元件產業碩士專班,碩士班(日間),男,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系電力電子產業碩士專班,碩士班(日間),男,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系電力電子產業碩士專班,碩士班(日間),女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系電機設計與驅動產業碩士專班,碩士班(日間),男,23,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141032,電機工程學系電機設計與驅動產業碩士專班,碩士班(日間),女,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,碩士班(日間),男,128,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,博士班,男,34,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,碩士班(日間),女,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,博士班,女,5,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,學士班(日間),男,192,10,10,4,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,碩士班(日間),男,139,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,博士班,男,32,5,5,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,學士班(日間),女,41,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,碩士班(日間),女,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,博士班,女,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系光電科技產業碩士專班,碩士班(日間),男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系光電科技產業碩士專班,碩士班(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141040,奈米積體電路工程博士學位學程,博士班,男,5,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141040,奈米積體電路工程博士學位學程,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141040,奈米積體電路工程碩士學位學程,碩士班(日間),男,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141040,奈米積體電路工程碩士學位學程,碩士班(日間),女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,碩士班(日間),男,49,5,5,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,博士班,男,22,7,7,1,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,碩士班(日間),女,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,博士班,女,7,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141071,工程科學系,學士班(日間),男,221,6,6,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141071,工程科學系,碩士班(日間),男,180,9,9,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141071,工程科學系,碩士在職專班,男,112,27,27,1,0,0,0,19,0,6,0,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141071,工程科學系,博士班,男,38,6,6,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07141071,工程科學系,學士班(日間),女,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141071,工程科學系,碩士班(日間),女,47,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141071,工程科學系,碩士在職專班,女,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141071,工程科學系,博士班,女,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141134,人工智慧機器人碩士學位學程,碩士班(日間),男,18,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07141134,人工智慧機器人碩士學位學程,碩士班(日間),女,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),男,574,21,21,4,0,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,碩士班(日間),男,356,8,8,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,博士班,男,47,14,13,0,1,1,1,4,0,1,2,0,0,1,2,0,0,1,0,1
111,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),女,104,4,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,碩士班(日間),女,54,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,博士班,女,7,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07151042,機械工程學系機械產業碩士專班,碩士班(日間),男,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07151042,機械工程學系機械產業碩士專班,碩士班(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07151133,智慧製造國際碩士學位學程,碩士班(日間),男,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07151133,智慧製造國際碩士學位學程,碩士班(日間),女,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,學士班(日間),男,216,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,碩士班(日間),男,181,12,12,0,1,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,碩士在職專班,男,41,8,8,0,0,1,0,4,0,1,0,0,2,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,博士班,男,34,9,9,0,1,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,學士班(日間),女,34,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,碩士班(日間),女,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,碩士在職專班,女,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,博士班,女,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162100,民航研究所,碩士班(日間),男,13,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07162100,民航研究所,碩士班(日間),女,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,學士班(日間),男,165,6,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,碩士班(日間),男,78,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,博士班,男,11,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
111,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,學士班(日間),女,42,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,碩士班(日間),女,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07191072,工程管理碩士在職專班,碩士在職專班,男,80,8,8,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07191072,工程管理碩士在職專班,碩士在職專班,女,48,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,學士班(日間),男,85,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,碩士班(日間),男,59,7,7,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,博士班,男,52,14,14,0,0,2,1,4,0,3,0,0,2,0,1,1,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,學士班(日間),女,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,碩士班(日間),女,33,4,4,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,博士班,女,27,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系醫療器材創新國際碩士班,碩士班(日間),男,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系醫療器材創新國際碩士班,碩士班(日間),女,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,學士班(日間),男,135,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,碩士班(日間),男,59,4,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,博士班,男,27,4,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,學士班(日間),女,57,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,碩士班(日間),女,29,4,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,博士班,女,14,5,5,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),男,153,7,6,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1
111,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士班(日間),男,91,11,11,1,2,3,0,2,0,0,0,0,2,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士在職專班,男,37,10,10,0,0,2,0,4,0,2,0,0,1,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07311075,建築學系,博士班,男,36,8,8,0,0,2,1,0,0,2,0,0,0,0,1,0,2,0,0,0
111,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),女,149,6,6,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士班(日間),女,92,10,10,0,0,4,0,4,0,0,0,0,1,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士在職專班,女,11,6,6,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07311075,建築學系,博士班,女,18,6,6,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0
111,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),男,96,7,7,1,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,碩士班(日間),男,38,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,博士班,男,9,4,4,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),女,101,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,碩士班(日間),女,72,7,7,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,博士班,女,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),男,366,16,16,0,1,11,0,0,0,0,1,0,0,0,1,0,2,0,0,0
111,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,碩士班(日間),男,201,5,5,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,碩士在職專班,男,36,7,7,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,博士班,男,32,10,10,0,0,1,1,3,0,2,0,0,3,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),女,96,8,8,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,碩士班(日間),女,64,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,碩士在職專班,女,9,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,博士班,女,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,學士班(日間),男,131,6,6,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,碩士班(日間),男,34,5,5,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,博士班,男,27,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,學士班(日間),女,69,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,碩士班(日間),女,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,博士班,女,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,08192039,轉譯農業科學博士學位學程,博士班,男,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,08192039,轉譯農業科學博士學位學程,博士班,女,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09111096,口腔醫學研究所,碩士班(日間),男,10,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09111096,口腔醫學研究所,碩士班(日間),女,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09111130,牙醫學系,學士班(日間),男,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09111130,牙醫學系,學士班(日間),女,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121053,基礎醫學研究所,博士班,男,53,10,10,0,1,2,1,1,0,1,1,0,3,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121053,基礎醫學研究所,博士班,女,51,5,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121054,分子醫學研究所,碩士班(日間),男,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121054,分子醫學研究所,碩士班(日間),女,22,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121077,醫學系,學士班(日間),男,347,5,5,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121077,醫學系,學士班(日間),女,183,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121078,臨床醫學研究所,碩士班(日間),男,8,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121078,臨床醫學研究所,碩士在職專班,男,13,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121078,臨床醫學研究所,博士班,男,51,10,10,0,0,2,0,2,0,1,0,0,3,0,2,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121078,臨床醫學研究所,碩士班(日間),女,30,5,5,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121078,臨床醫學研究所,碩士在職專班,女,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121078,臨床醫學研究所,博士班,女,28,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121083,生理學研究所,碩士班(日間),男,9,5,5,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121083,生理學研究所,碩士班(日間),女,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0005,國立成功大學,09121084,細胞生物與解剖學研究所,碩士班(日間),男,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
