學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
112,公立,一般大學,0020,國立東華大學,碩士班(日間),1451,688,763
112,公立,一般大學,0020,國立東華大學,碩士在職專班,512,186,326
112,公立,一般大學,0020,國立東華大學,博士班,412,233,179
112,公立,一般大學,0021,國立暨南國際大學,學士班(日間),4802,2337,2465
112,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),882,392,490
112,公立,一般大學,0021,國立暨南國際大學,碩士在職專班,526,180,346
112,公立,一般大學,0021,國立暨南國際大學,博士班,346,179,167
112,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),5593,3895,1698
112,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),4134,2815,1319
112,公立,技專校院,0022,國立臺灣科技大學,碩士在職專班,861,538,323
112,公立,技專校院,0022,國立臺灣科技大學,博士班,1084,782,302
112,公立,技專校院,0023,國立雲林科技大學,學士班(日間),6721,4126,2595
112,公立,技專校院,0023,國立雲林科技大學,學士班(進修),248,119,129
112,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),2144,1362,782
112,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,800,461,339
112,公立,技專校院,0023,國立雲林科技大學,博士班,425,264,161
112,公立,技專校院,0024,國立屏東科技大學,學士班(日間),7562,4184,3378
112,公立,技專校院,0024,國立屏東科技大學,學士班(進修),1214,823,391
112,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),1130,645,485
112,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,243,148,95
112,公立,技專校院,0024,國立屏東科技大學,博士班,245,161,84
112,公立,技專校院,0025,國立臺北科技大學,五專,153,126,27
112,公立,技專校院,0025,國立臺北科技大學,學士班(日間),6393,4457,1936
112,公立,技專校院,0025,國立臺北科技大學,學士班(進修),1197,984,213
112,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),3558,2535,1023
112,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,1604,1110,494
112,公立,技專校院,0025,國立臺北科技大學,博士班,754,558,196
112,公立,技專校院,0025,國立臺北科技大學,附設進院,7,6,1
112,公立,一般大學,0028,國立臺北藝術大學,七年一貫,83,39,44
112,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),1797,661,1136
112,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),1022,378,644
112,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,193,64,129
112,公立,一般大學,0028,國立臺北藝術大學,博士班,118,46,72
112,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),2407,681,1726
112,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),1844,554,1290
112,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),792,281,511
112,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,391,159,232
112,公立,一般大學,0029,國立臺灣藝術大學,博士班,158,82,76
112,公立,一般大學,0030,國立臺東大學,學士班(日間),3674,1857,1817
112,公立,一般大學,0030,國立臺東大學,學士班(進修),362,142,220
112,公立,一般大學,0030,國立臺東大學,碩士班(日間),371,138,233
112,公立,一般大學,0030,國立臺東大學,碩士在職專班,664,182,482
112,公立,一般大學,0030,國立臺東大學,博士班,50,23,27
112,公立,一般大學,0031,國立宜蘭大學,學士班(日間),4478,2866,1612
112,公立,一般大學,0031,國立宜蘭大學,學士班(進修),381,252,129
112,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),546,358,188
112,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,171,116,55
112,公立,一般大學,0031,國立宜蘭大學,博士班,16,10,6
112,公立,一般大學,0032,國立聯合大學,學士班(日間),6179,4324,1855
112,公立,一般大學,0032,國立聯合大學,學士班(進修),1020,758,262
112,公立,一般大學,0032,國立聯合大學,碩士班(日間),442,308,134
112,公立,一般大學,0032,國立聯合大學,碩士在職專班,49,31,18
112,公立,一般大學,0032,國立聯合大學,博士班,21,17,4
112,公立,技專校院,0033,國立虎尾科技大學,二專(日間),78,77,1
112,公立,技專校院,0033,國立虎尾科技大學,五專,358,308,50
112,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),7740,5924,1816
112,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),2226,1822,404
112,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),1041,856,185
112,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,197,133,64
112,公立,技專校院,0033,國立虎尾科技大學,博士班,53,44,9
112,公立,技專校院,0033,國立虎尾科技大學,附設進院,1,1,0
112,公立,一般大學,0035,國立臺南藝術大學,七年一貫,162,59,103
112,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),802,280,522
112,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),553,203,350
112,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,54,11,43
112,公立,一般大學,0035,國立臺南藝術大學,博士班,67,26,41
112,公立,一般大學,0036,國立臺南大學,學士班(日間),3962,1794,2168
112,公立,一般大學,0036,國立臺南大學,學士班(進修),189,113,76
112,公立,一般大學,0036,國立臺南大學,碩士班(日間),1034,424,610
112,公立,一般大學,0036,國立臺南大學,碩士在職專班,635,205,430
112,公立,一般大學,0036,國立臺南大學,博士班,141,58,83
112,公立,一般大學,0037,國立臺北教育大學,學士班(日間),3352,1119,2233
112,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),1460,412,1048
112,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,1145,275,870
112,公立,一般大學,0037,國立臺北教育大學,博士班,138,55,83
112,公立,一般大學,0039,國立臺中教育大學,學士班(日間),3283,1141,2142
112,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),943,279,664
112,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,756,149,607
112,公立,一般大學,0039,國立臺中教育大學,博士班,108,43,65
112,公立,技專校院,0042,國立澎湖科技大學,五專,106,99,7
112,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),2270,1441,829
112,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),215,108,107
112,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),68,31,37
112,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,43,24,19
112,公立,技專校院,0043,國立勤益科技大學,二專(進修),241,180,61
112,公立,技專校院,0043,國立勤益科技大學,學士班(日間),7223,5003,2220
112,公立,技專校院,0043,國立勤益科技大學,學士班(進修),4060,3427,633
112,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),702,514,188
112,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,314,248,66
112,公立,技專校院,0043,國立勤益科技大學,博士班,63,54,9
112,公立,一般大學,0044,國立體育大學,學士班(日間),1942,1178,764
112,公立,一般大學,0044,國立體育大學,學士班(進修),70,45,25
112,公立,一般大學,0044,國立體育大學,碩士班(日間),371,208,163
112,公立,一般大學,0044,國立體育大學,碩士在職專班,237,125,112
112,公立,一般大學,0044,國立體育大學,博士班,139,92,47
112,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),3743,819,2924
112,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),693,48,645
112,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),563,92,471
112,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,197,33,164
112,公立,技專校院,0046,國立臺北護理健康大學,博士班,79,5,74
112,公立,技專校院,0047,國立高雄餐旅大學,五專,251,94,157
112,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),2891,963,1928
112,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),973,366,607
112,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),129,46,83
112,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,22,6,16
112,公立,技專校院,0047,國立高雄餐旅大學,博士班,37,22,15
112,公立,一般大學,0048,國立金門大學,學士班(日間),3043,1605,1438
112,公立,一般大學,0048,國立金門大學,學士班(進修),701,377,324
112,公立,一般大學,0048,國立金門大學,碩士班(日間),225,126,99
112,公立,一般大學,0048,國立金門大學,碩士在職專班,77,44,33
112,公立,一般大學,0048,國立金門大學,博士班,4,2,2
112,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),2356,1386,970
112,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),348,242,106
112,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),287,146,141
112,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,139,89,50
112,公立,一般大學,0049,國立臺灣體育運動大學,博士班,19,10,9
112,公立,技專校院,0050,國立臺中科技大學,二專(進修),805,292,513
112,公立,技專校院,0050,國立臺中科技大學,五專,3704,1069,2635
112,公立,技專校院,0050,國立臺中科技大學,學士班(日間),6967,2331,4636
112,公立,技專校院,0050,國立臺中科技大學,學士班(進修),3807,1326,2481
112,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),419,160,259
112,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,282,106,176
112,公立,技專校院,0050,國立臺中科技大學,博士班,5,3,2
112,公立,技專校院,0051,國立臺北商業大學,二專(進修),138,57,81
112,公立,技專校院,0051,國立臺北商業大學,五專,1745,518,1227
112,公立,技專校院,0051,國立臺北商業大學,學士班(日間),2938,944,1994
112,公立,技專校院,0051,國立臺北商業大學,學士班(進修),1713,632,1081
112,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),320,125,195
112,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,135,57,78
112,公立,技專校院,0051,國立臺北商業大學,博士班,10,7,3
112,公立,一般大學,0052,國立屏東大學,學士班(日間),6562,2918,3644
112,公立,一般大學,0052,國立屏東大學,學士班(進修),634,315,319
112,公立,一般大學,0052,國立屏東大學,碩士班(日間),920,330,590
112,公立,一般大學,0052,國立屏東大學,碩士在職專班,697,198,499
112,公立,一般大學,0052,國立屏東大學,博士班,46,23,23
112,公立,技專校院,0053,國立高雄科技大學,五專,874,705,169
112,公立,技專校院,0053,國立高雄科技大學,學士班(日間),17925,11212,6713
112,公立,技專校院,0053,國立高雄科技大學,學士班(進修),3869,2583,1286
112,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),2608,1733,875
112,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,1943,1212,731
112,公立,技專校院,0053,國立高雄科技大學,博士班,564,418,146
112,公立,技專校院,0053,國立高雄科技大學,附設進院,286,157,129
112,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),501,189,312
112,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),67,4,63
112,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),38,5,33
112,公立,技專校院,0221,國立臺南護理專科學校,五專,1878,195,1683
112,公立,技專校院,0222,國立臺東專科學校,二專(日間),412,303,109
112,公立,技專校院,0222,國立臺東專科學校,二專(進修),87,45,42
112,公立,技專校院,0222,國立臺東專科學校,五專,187,102,85
112,私立,一般大學,1001,東海大學,學士班(日間),12951,5896,7055
112,私立,一般大學,1001,東海大學,學士班(進修),250,107,143
112,私立,一般大學,1001,東海大學,碩士班(日間),1379,687,692
112,私立,一般大學,1001,東海大學,碩士在職專班,753,355,398
112,私立,一般大學,1001,東海大學,博士班,249,148,101
112,私立,一般大學,1002,輔仁大學,學士班(日間),18048,7332,10716
112,私立,一般大學,1002,輔仁大學,學士班(進修),3719,1501,2218
112,私立,一般大學,1002,輔仁大學,碩士班(日間),1939,746,1193
112,私立,一般大學,1002,輔仁大學,碩士在職專班,1498,584,914
112,私立,一般大學,1002,輔仁大學,博士班,428,235,193
112,私立,一般大學,1003,東吳大學,學士班(日間),11909,4730,7179
112,私立,一般大學,1003,東吳大學,學士班(進修),601,227,374
112,私立,一般大學,1003,東吳大學,碩士班(日間),1307,590,717
112,私立,一般大學,1003,東吳大學,碩士在職專班,1279,595,684
112,私立,一般大學,1003,東吳大學,博士班,113,63,50
112,私立,一般大學,1004,中原大學,學士班(日間),13732,7135,6597
112,私立,一般大學,1004,中原大學,碩士班(日間),1668,932,736
112,私立,一般大學,1004,中原大學,碩士在職專班,964,587,377
112,私立,一般大學,1004,中原大學,博士班,332,210,122
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),19466,10426,9040
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),816,492,324
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),1419,765,654
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,622,309,313
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,351,229,122
112,私立,一般大學,1006,中國文化大學,學士班(日間),15975,8296,7679
112,私立,一般大學,1006,中國文化大學,學士班(進修),1314,496,818
112,私立,一般大學,1006,中國文化大學,碩士班(日間),1518,787,731
112,私立,一般大學,1006,中國文化大學,碩士在職專班,565,201,364
112,私立,一般大學,1006,中國文化大學,博士班,494,298,196
112,私立,一般大學,1007,逢甲大學,學士班(日間),17372,10092,7280
112,私立,一般大學,1007,逢甲大學,學士班(進修),776,471,305
112,私立,一般大學,1007,逢甲大學,碩士班(日間),1714,1123,591
112,私立,一般大學,1007,逢甲大學,碩士在職專班,1175,711,464
112,私立,一般大學,1007,逢甲大學,博士班,404,278,126
112,私立,一般大學,1008,靜宜大學,學士班(日間),9872,3893,5979
112,私立,一般大學,1008,靜宜大學,碩士班(日間),678,248,430
112,私立,一般大學,1008,靜宜大學,碩士在職專班,376,142,234
112,私立,一般大學,1008,靜宜大學,博士班,61,25,36
112,私立,一般大學,1009,長庚大學,學士班(日間),5272,2491,2781
112,私立,一般大學,1009,長庚大學,碩士班(日間),1199,552,647
112,私立,一般大學,1009,長庚大學,碩士在職專班,178,90,88
112,私立,一般大學,1009,長庚大學,博士班,454,275,179
112,私立,一般大學,1010,元智大學,學士班(日間),7180,4023,3157
112,私立,一般大學,1010,元智大學,碩士班(日間),820,512,308
112,私立,一般大學,1010,元智大學,碩士在職專班,525,312,213
112,私立,一般大學,1010,元智大學,博士班,238,176,62
112,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),3099,2134,965
112,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),328,208,120
112,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),288,187,101
112,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,125,90,35
112,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,58,40,18
112,私立,一般大學,1012,大葉大學,學士班(日間),3654,2046,1608
112,私立,一般大學,1012,大葉大學,學士班(進修),253,139,114
112,私立,一般大學,1012,大葉大學,碩士班(日間),400,206,194
112,私立,一般大學,1012,大葉大學,碩士在職專班,141,66,75
112,私立,一般大學,1012,大葉大學,博士班,113,76,37
112,私立,一般大學,1013,華梵學校財團法人華梵大學,學士班(日間),544,257,287
112,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士班(日間),184,79,105
112,私立,一般大學,1013,華梵學校財團法人華梵大學,碩士在職專班,231,94,137
112,私立,一般大學,1013,華梵學校財團法人華梵大學,博士班,64,29,35
112,私立,一般大學,1014,義守大學,學士班(日間),10167,5140,5027
112,私立,一般大學,1014,義守大學,學士班(進修),742,491,251
112,私立,一般大學,1014,義守大學,碩士班(日間),377,179,198
112,私立,一般大學,1014,義守大學,碩士在職專班,304,203,101
112,私立,一般大學,1014,義守大學,博士班,131,89,42
112,私立,一般大學,1015,世新大學,學士班(日間),9150,3175,5975
112,私立,一般大學,1015,世新大學,學士班(進修),673,235,438
112,私立,一般大學,1015,世新大學,碩士班(日間),473,208,265
112,私立,一般大學,1015,世新大學,碩士在職專班,543,274,269
112,私立,一般大學,1015,世新大學,博士班,81,39,42
112,私立,一般大學,1016,銘傳大學,學士班(日間),15949,6409,9540
112,私立,一般大學,1016,銘傳大學,碩士班(日間),769,292,477
112,私立,一般大學,1016,銘傳大學,碩士在職專班,702,282,420
112,私立,一般大學,1016,銘傳大學,博士班,78,35,43
112,私立,一般大學,1017,實踐大學,學士班(日間),9112,3096,6016
112,私立,一般大學,1017,實踐大學,學士班(進修),1181,365,816
112,私立,一般大學,1017,實踐大學,碩士班(日間),329,144,185
112,私立,一般大學,1017,實踐大學,碩士在職專班,107,20,87
112,私立,一般大學,1017,實踐大學,博士班,25,11,14
112,私立,技專校院,1018,朝陽科技大學,學士班(日間),11106,4927,6179
112,私立,技專校院,1018,朝陽科技大學,學士班(進修),1168,566,602
112,私立,技專校院,1018,朝陽科技大學,碩士班(日間),609,321,288
112,私立,技專校院,1018,朝陽科技大學,碩士在職專班,251,117,134
112,私立,技專校院,1018,朝陽科技大學,博士班,99,68,31
112,私立,一般大學,1019,高雄醫學大學,學士班(日間),5388,2242,3146
112,私立,一般大學,1019,高雄醫學大學,碩士班(日間),703,226,477
112,私立,一般大學,1019,高雄醫學大學,碩士在職專班,221,92,129
112,私立,一般大學,1019,高雄醫學大學,博士班,309,167,142
112,私立,一般大學,1020,南華大學,學士班(日間),3667,1682,1985
112,私立,一般大學,1020,南華大學,學士班(進修),275,172,103
112,私立,一般大學,1020,南華大學,碩士班(日間),517,194,323
112,私立,一般大學,1020,南華大學,碩士在職專班,388,142,246
112,私立,一般大學,1020,南華大學,博士班,47,30,17
112,私立,一般大學,1021,真理大學,學士班(日間),3146,1647,1499
112,私立,一般大學,1021,真理大學,學士班(進修),1,0,1
112,私立,一般大學,1021,真理大學,碩士班(日間),124,65,59
112,私立,一般大學,1021,真理大學,碩士在職專班,10,5,5
112,私立,一般大學,1022,大同大學,學士班(日間),3143,1997,1146
112,私立,一般大學,1022,大同大學,碩士班(日間),232,139,93
112,私立,一般大學,1022,大同大學,碩士在職專班,127,95,32
112,私立,一般大學,1022,大同大學,博士班,101,72,29
112,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,475,403,72
112,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),10933,6358,4575
112,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),2414,1513,901
112,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),726,427,299
112,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,288,131,157
112,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,81,55,26
112,私立,技專校院,1024,崑山科技大學,二專(日間),12,3,9
112,私立,技專校院,1024,崑山科技大學,學士班(日間),5784,3443,2341
112,私立,技專校院,1024,崑山科技大學,學士班(進修),2107,1443,664
112,私立,技專校院,1024,崑山科技大學,碩士班(日間),280,185,95
112,私立,技專校院,1024,崑山科技大學,碩士在職專班,201,130,71
112,私立,技專校院,1024,崑山科技大學,博士班,29,23,6
112,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,281,123,158
112,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),7303,3069,4234
112,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),1527,621,906
112,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),139,63,76
112,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,146,73,73
112,私立,技專校院,1026,樹德科技大學,二專(進修),236,95,141
112,私立,技專校院,1026,樹德科技大學,學士班(日間),6036,2691,3345
112,私立,技專校院,1026,樹德科技大學,學士班(進修),1630,860,770
112,私立,技專校院,1026,樹德科技大學,碩士班(日間),241,101,140
112,私立,技專校院,1026,樹德科技大學,碩士在職專班,289,124,165
112,私立,技專校院,1026,樹德科技大學,博士班,21,9,12
112,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),2348,958,1390
112,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),369,116,253
112,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,26,6,20
112,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,92,47,45
112,私立,一般大學,1028,臺北醫學大學,學士班(日間),4538,1896,2642
112,私立,一般大學,1028,臺北醫學大學,碩士班(日間),669,234,435
112,私立,一般大學,1028,臺北醫學大學,碩士在職專班,312,84,228
112,私立,一般大學,1028,臺北醫學大學,博士班,635,327,308
112,私立,一般大學,1029,中山醫學大學,學士班(日間),6103,2124,3979
112,私立,一般大學,1029,中山醫學大學,學士班(進修),116,43,73
112,私立,一般大學,1029,中山醫學大學,碩士班(日間),550,173,377
112,私立,一般大學,1029,中山醫學大學,碩士在職專班,151,31,120
112,私立,一般大學,1029,中山醫學大學,博士班,165,111,54
112,私立,技專校院,1030,龍華科技大學,二專(日間),27,17,10
112,私立,技專校院,1030,龍華科技大學,五專,894,814,80
112,私立,技專校院,1030,龍華科技大學,學士班(日間),7231,5028,2203
112,私立,技專校院,1030,龍華科技大學,學士班(進修),2512,1931,581
112,私立,技專校院,1030,龍華科技大學,碩士班(日間),345,238,107
112,私立,技專校院,1030,龍華科技大學,碩士在職專班,113,82,31
112,私立,技專校院,1031,輔英科技大學,五專,2642,320,2322
112,私立,技專校院,1031,輔英科技大學,學士班(日間),4322,1362,2960
112,私立,技專校院,1031,輔英科技大學,學士班(進修),1270,421,849
112,私立,技專校院,1031,輔英科技大學,碩士班(日間),159,38,121
112,私立,技專校院,1031,輔英科技大學,碩士在職專班,69,1,68
112,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),27,24,3
112,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),178,111,67
112,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),6084,3637,2447
112,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),2914,1782,1132
112,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),367,200,167
112,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,320,195,125
112,私立,技專校院,1032,明新學校財團法人明新科技大學,博士班,4,4,0
112,私立,一般大學,1033,長榮大學,學士班(日間),5107,2521,2586
112,私立,一般大學,1033,長榮大學,學士班(進修),195,158,37
112,私立,一般大學,1033,長榮大學,碩士班(日間),224,85,139
112,私立,一般大學,1033,長榮大學,碩士在職專班,82,45,37
112,私立,一般大學,1033,長榮大學,博士班,46,31,15
112,私立,技專校院,1034,弘光科技大學,二專(日間),28,12,16
112,私立,技專校院,1034,弘光科技大學,二專(進修),99,11,88
112,私立,技專校院,1034,弘光科技大學,五專,268,29,239
112,私立,技專校院,1034,弘光科技大學,學士班(日間),7442,2442,5000
112,私立,技專校院,1034,弘光科技大學,學士班(進修),3470,1368,2102
112,私立,技專校院,1034,弘光科技大學,碩士班(日間),181,46,135
112,私立,技專校院,1034,弘光科技大學,碩士在職專班,91,29,62
112,私立,技專校院,1034,弘光科技大學,博士班,16,1,15
