學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
111,公立,一般大學,0001,國立政治大學,03214051,新聞學系,學士班(日間),7,0,7,7.07
111,公立,一般大學,0001,國立政治大學,03214051,新聞學系,博士班,0,0,0,0.00
111,公立,一般大學,0001,國立政治大學,03214093,全球傳播與創新科技碩士學位學程,碩士班(日間),20,4,16,46.51
111,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,碩士班(日間),9,1,8,15.52
111,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,博士班,2,2,0,14.29
111,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),13,3,10,3.32
111,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),10,5,5,7.35
111,公立,一般大學,0001,國立政治大學,04111059,會計學系,博士班,1,1,0,11.11
111,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,學士班(日間),12,7,5,5.77
111,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,碩士班(日間),3,1,2,3.70
111,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,博士班,1,0,1,12.50
111,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),18,7,11,7.06
111,公立,一般大學,0001,國立政治大學,04121068,金融學系,碩士班(日間),7,4,3,9.33
111,公立,一般大學,0001,國立政治大學,04121068,金融學系,博士班,5,4,1,18.52
111,公立,一般大學,0001,國立政治大學,04122070,財政學系,學士班(日間),8,7,1,2.13
111,公立,一般大學,0001,國立政治大學,04122070,財政學系,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0001,國立政治大學,04122070,財政學系,博士班,1,0,1,14.29
111,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),14,9,5,6.06
111,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,碩士班(日間),9,5,4,11.54
111,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,博士班,1,1,0,6.25
111,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),16,10,6,6.50
111,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),81,27,54,17.96
111,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,博士班,16,5,11,29.09
111,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),59,32,27,45.04
111,公立,一般大學,0001,國立政治大學,04131091,創新國際學院學士班,學士班(日間),63,23,40,54.78
111,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,學士班(日間),7,4,3,3.68
111,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,碩士班(日間),2,1,1,2.02
111,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,博士班,1,1,0,6.25
111,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),56,16,40,14.11
111,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),9,4,5,7.44
111,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,博士班,3,0,3,33.33
111,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),25,3,22,9.96
111,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),12,5,7,7.27
111,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,博士班,1,1,0,4.00
111,公立,一般大學,0001,國立政治大學,04211073,法律學系,學士班(日間),14,8,6,1.89
111,公立,一般大學,0001,國立政治大學,04211074,法律科際整合研究所,碩士班(日間),3,2,1,3.26
111,公立,一般大學,0001,國立政治大學,04212073,法律學系,碩士班(日間),12,3,9,4.90
111,公立,一般大學,0001,國立政治大學,04212073,法律學系,博士班,2,2,0,5.00
111,公立,一般大學,0001,國立政治大學,05199083,神經科學研究所,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0001,國立政治大學,05331077,應用物理研究所,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),6,5,1,3.28
111,公立,一般大學,0001,國立政治大學,05411078,應用數學系,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0001,國立政治大學,05411078,應用數學系,博士班,1,1,0,12.50
111,公立,一般大學,0001,國立政治大學,05421079,統計學系,學士班(日間),13,3,10,5.56
111,公立,一般大學,0001,國立政治大學,05421079,統計學系,碩士班(日間),2,2,0,3.03
111,公立,一般大學,0001,國立政治大學,05421079,統計學系,博士班,2,1,1,33.33
111,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),16,10,6,4.60
111,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,碩士班(日間),10,6,4,9.09
111,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,博士班,2,1,1,4.08
111,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),21,15,6,8.90
111,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),10,7,3,5.99
111,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,博士班,2,1,1,16.67
111,公立,一般大學,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,博士班,10,8,2,66.67
111,公立,一般大學,0001,國立政治大學,06134057,數位內容碩士學位學程,碩士班(日間),7,1,6,12.96
111,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,碩士班(日間),5,1,4,8.33
111,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,博士班,4,1,3,26.67
111,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),15,9,6,8.15
111,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),3,0,3,2.59
111,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,博士班,11,2,9,17.46
111,公立,一般大學,0002,國立清華大學,01111112,竹師教育學院學士班,學士班(日間),7,1,6,5.19
111,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),14,3,11,8.86
111,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,碩士班(日間),4,0,4,6.78
111,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),26,1,25,16.05
111,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),10,2,8,14.71
111,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士班(日間),2,1,1,2.63
111,公立,一般大學,0002,國立清華大學,01131105,英語教學系,學士班(日間),32,10,22,18.39
111,公立,一般大學,0002,國立清華大學,01131105,英語教學系,碩士班(日間),6,0,6,16.67
111,公立,一般大學,0002,國立清華大學,01141127,運動科學系,學士班(日間),17,12,5,8.59
111,公立,一般大學,0002,國立清華大學,01141127,運動科學系,碩士班(日間),8,5,3,16.67
111,公立,一般大學,0002,國立清華大學,02111136,科技藝術研究所,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),16,2,14,5.05
111,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,碩士班(日間),6,3,3,7.06
111,公立,一般大學,0002,國立清華大學,02151096,音樂學系,學士班(日間),2,0,2,1.33
111,公立,一般大學,0002,國立清華大學,02151096,音樂學系,碩士班(日間),1,0,1,1.47
111,公立,一般大學,0002,國立清華大學,02191113,藝術學院學士班,學士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,碩士班(日間),4,2,2,11.11
111,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,博士班,4,4,0,23.53
111,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,碩士班(日間),4,1,3,8.89
111,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,博士班,1,1,0,16.67
111,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,碩士班(日間),12,8,4,36.36
111,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,博士班,1,1,0,100.00
111,公立,一般大學,0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),8,3,5,88.89
111,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,學士班(日間),14,9,5,3.90
111,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),10,4,6,5.32
111,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,碩士班(日間),6,0,6,19.35
111,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,碩士班(日間),7,3,4,15.22
111,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,博士班,6,1,5,31.58
111,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,博士班,1,0,1,4.55
111,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),17,9,8,8.06
111,公立,一般大學,0002,國立清華大學,02322003,中國文學系,碩士班(日間),24,10,14,25.53
111,公立,一般大學,0002,國立清華大學,02322003,中國文學系,博士班,21,9,12,36.21
111,公立,一般大學,0002,國立清華大學,02322109,中國語文學系,學士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,02322109,中國語文學系,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,02323114,華文文學研究所,碩士班(日間),11,6,5,22.45
111,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,碩士班(日間),8,3,5,21.05
111,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,博士班,11,6,5,64.71
111,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),29,16,13,5.93
111,公立,一般大學,0002,國立清華大學,03111011,經濟學系,碩士班(日間),7,5,2,12.73
111,公立,一般大學,0002,國立清華大學,03111011,經濟學系,博士班,3,0,3,27.27
111,公立,一般大學,0002,國立清華大學,03121139,台北政經學院政治經濟碩士班,碩士班(日間),12,9,3,85.71
111,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),15,6,9,8.06
111,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士班(日間),14,8,6,9.21
111,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,博士班,3,3,0,14.29
111,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,碩士班(日間),17,7,10,18.48
111,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,博士班,4,3,1,26.67
111,公立,一般大學,0002,國立清華大學,03199015,學習科學研究所,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,03199111,學習科學與科技研究所,碩士班(日間),2,2,0,2.47
111,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,學士班(日間),7,3,4,2.80
111,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,碩士班(日間),7,2,5,15.22
111,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,博士班,2,2,0,33.33
111,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),54,27,27,77.14
111,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,碩士班(日間),12,5,7,19.05
111,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,博士班,7,2,5,29.17
111,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,碩士班(日間),2,0,2,3.57
111,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,博士班,12,10,2,70.59
111,公立,一般大學,0002,國立清華大學,04199023,科技管理學院學士班,學士班(日間),83,35,48,25.86
111,公立,一般大學,0002,國立清華大學,04211B01,學士後法律學士學位學程,學士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,碩士班(日間),6,1,5,5.77
111,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,博士班,1,1,0,5.56
111,公立,一般大學,0002,國立清華大學,05111106,應用科學系,學士班(日間),1,1,0,50.00
111,公立,一般大學,0002,國立清華大學,05121025,生命科學系,學士班(日間),6,4,2,2.88
111,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,碩士班(日間),3,0,3,5.66
111,公立,一般大學,0002,國立清華大學,05121026,生物科技研究所,博士班,4,1,3,10.26
111,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,碩士班(日間),2,0,2,4.26
111,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,博士班,11,6,5,35.48
111,公立,一般大學,0002,國立清華大學,05121029,生技產業博士學位學程,博士班,0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),8,5,3,12.90
111,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,博士班,11,8,3,30.56
111,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,碩士班(日間),1,0,1,2.27
111,公立,一般大學,0002,國立清華大學,05121072,分子醫學研究所,博士班,5,0,5,21.74
111,公立,一般大學,0002,國立清華大學,05199032,生命科學院學士班,學士班(日間),7,4,3,5.07
111,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,碩士班(日間),1,1,0,3.57
111,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,博士班,1,0,1,10.00
111,公立,一般大學,0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),博士班,10,6,4,100.00
111,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,學士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,碩士班(日間),13,6,7,20.97
111,公立,一般大學,0002,國立清華大學,05211121,分析與環境科學研究所,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,05311037,化學系,學士班(日間),11,6,5,4.15
111,公立,一般大學,0002,國立清華大學,05311037,化學系,碩士班(日間),3,1,2,1.45
111,公立,一般大學,0002,國立清華大學,05311037,化學系,博士班,44,31,13,50.57
111,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),17,15,2,5.78
111,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),11,9,2,5.53
111,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,20,15,5,24.69
111,公立,一般大學,0002,國立清華大學,05331137,量子科技暨尖端材料博士學位學程,博士班,0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,05332039,天文研究所,碩士班(日間),3,1,2,15.79
111,公立,一般大學,0002,國立清華大學,05332039,天文研究所,博士班,11,6,5,57.89
111,公立,一般大學,0002,國立清華大學,05399040,先進光源科技博士學位學程,博士班,0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,05399040,先進光源科技碩士學位學程,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,05399042,理學院學士班,學士班(日間),2,1,1,1.27
111,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),10,8,2,3.75
111,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),3,3,0,6.98
111,公立,一般大學,0002,國立清華大學,05411043,數學系,博士班,0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,05411115,計算與建模科學研究所,碩士班(日間),1,1,0,4.76
111,公立,一般大學,0002,國立清華大學,05421044,統計學研究所,碩士班(日間),1,1,0,1.85
111,公立,一般大學,0002,國立清華大學,05421044,統計學研究所,博士班,1,1,0,6.67
111,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),30,21,9,5.08
111,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),29,25,4,6.59
111,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,博士班,5,3,2,7.81
111,公立,一般大學,0002,國立清華大學,06131122,資訊安全研究所,碩士班(日間),3,2,1,4.55
111,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),48,37,11,28.40
111,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,博士班,3,3,0,11.54
111,公立,一般大學,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,博士班,16,10,6,94.12
111,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),16,9,7,6.23
111,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,碩士班(日間),18,5,13,8.74
111,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,24,17,7,26.09
111,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),6,4,2,1.29
111,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),9,4,5,2.80
111,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,24,16,8,19.83
111,公立,一般大學,0002,國立清華大學,07112071,工學院學士班,學士班(日間),8,7,1,5.37
111,公立,一般大學,0002,國立清華大學,07112118,前瞻功能材料產業博士學位學程,博士班,0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,碩士班(日間),7,3,4,12.73
111,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,3,2,1,15.00
111,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),13,13,0,2.67
111,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,碩士班(日間),8,7,1,1.95
111,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,博士班,11,8,3,14.10
111,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,碩士班(日間),4,4,0,1.83
111,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,5,5,0,11.90
111,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,碩士班(日間),2,1,1,1.44
111,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,博士班,5,3,2,17.86
111,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,碩士班(日間),6,6,0,3.64
111,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,博士班,8,7,1,38.10
111,公立,一般大學,0002,國立清華大學,07141055,電機資訊學院學士班,學士班(日間),71,56,15,26.79
111,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,學士班(日間),27,24,3,5.87
111,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),20,19,1,5.95
111,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,12,11,1,14.46
111,公立,一般大學,0002,國立清華大學,07151129,智慧生產與製造產業碩士專班,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,07151134,AI智慧製造與工業物聯網產業碩士專班,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,07151138,電動載具先進智慧製造技術產業碩士專班,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,07151141,AI智慧製造與智慧物聯網產業碩士專班,碩士班(日間),0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,學士班(日間),22,15,7,7.72
111,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),13,6,7,5.83
111,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,博士班,14,8,6,31.82
111,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,學士班(日間),13,7,6,7.60
111,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,碩士班(日間),10,7,3,8.85
111,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,19,8,11,33.33
111,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,碩士班(日間),6,1,5,10.91
111,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,博士班,0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,07193132,智慧生醫博士學位學程,博士班,0,0,0,0.00
111,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,碩士班(日間),7,7,0,12.96
111,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,博士班,19,14,5,46.34
